"","edgeUID","km"
"91",153858952,0.000182510852086
"92",153858951,0.00206942529768
"93",153859168,0.00158925474713
"94",153859169,0.000295343602352
"95",153859167,0.000163723443819
"96",153859361,0.00981883942846
"97",153859350,0.0111168169985
"98",153859043,0.000235560311977
"99",153858954,0.00100560158736
"100",153858942,0.00146566663543
"101",153860354,0.0120506255183
"102",153860346,0.000374540112619
"103",153860340,0.00220904506483
"104",153860345,0.000315585942145
"105",153860342,0.000462977125659
"106",153860344,8.36627333182e-05
"107",153859073,0.00157845754304
"108",153859072,0.00337704173545
"109",153859079,0.000494371082008
"110",153859077,0.00100578364498
"111",153859082,0.000958928393399
"112",153859063,0.00262201384134
"113",153859080,0.000166533064374
"114",153859078,0.0016325334478
"115",153859032,0.00158446323156
"116",153859030,0.000840595844212
"117",153859031,6.90642117467e-05
"118",153859028,0.0030821641641
"119",153859038,0.00130989236133
"120",153859033,0.00132305085593
"121",153859029,0.000719746277724
"122",153859009,0.000142047017922
"123",153858988,0.00374668672094
"124",153859008,0.000431786697524
"125",153859000,0.000582326684457
"126",153859002,8.79091281167e-05
"127",153859001,0.000524780829488
"128",153859004,0.00034343065866
"129",153858997,0.000488611267617
"130",153859005,0.000144870223869
"131",153859003,0.000110127996975
"132",153859025,0.000653993883461
"133",153858981,4.49847241662e-05
"134",153858990,0.00402275438931
"135",153858992,0.000122308591624
"136",153858993,0.0019778989359
"137",153858996,0.000124197693614
"138",153858978,0.00556355182988
"139",153858999,0.00179217071566
"140",153858998,0.000379044104328
"141",153858991,0.0048023395876
"142",153858945,0.0038758276598
"143",153858935,0.000776008006841
"144",153858928,0.00174147484983
"145",153858926,0.00606984132194
"146",153858949,0.000119495336989
"147",153858937,0.000517358181549
"148",153858948,0.000542608937148
"149",153858930,0.000403693032311
"150",153858947,0.000469144076226
"151",153858982,0.0120819815522
"152",153858934,0.00132722628044
"153",153858938,0.00247971739073
"154",153858932,0.00143226538698
"155",153858929,0.000283536443989
"156",153858936,0.000603036387404
"157",153858950,0.00023712725243
"158",153858931,0.000544450915027
"159",153858946,0.000435361187168
"160",153858933,0.00176215121844
"161",153859039,0.00235563317475
"162",153858909,6.87700329747e-05
"163",153858908,0.000236541671622
"164",153858910,4.00540052965e-05
"165",153858980,0.00701915122249
"166",153858903,0.00842471678196
"167",153858905,0.00196663191016
"168",153858979,0.00698377685963
"169",153858915,0.000251815069275
"170",153858911,6.87971544893e-05
"171",153858906,0.000230820947378
"172",153858913,4.49842664224e-05
"173",153858907,0.00485200400738
"174",153858914,0.00350954852222
"175",153858902,0.0022445222277
"176",153858916,0.000291469988261
"177",153858900,0.000911781690314
"178",153858977,0.00194707848317
"179",153858901,0.00544947937323
"180",153858904,0.0012717355125
"181",153858912,0.00359578392294
"182",153858560,3.08878510788e-05
"183",153858565,0.0012149335997
"184",153858567,0.000965248006192
"185",153858556,8.52200442826e-05
"186",153858543,0.00338325644217
"187",153858555,0.0059262308203
"188",153858541,0.000175019256942
"189",153858545,0.000292540211966
"190",153858561,0.00386841565252
"191",153858539,0.00387729056635
"192",153858542,0.000362094867256
"193",153858557,0.000397846630316
"194",153858540,0.000519808383874
"195",153858544,0.00011378215706
"196",153858538,0.000469275342871
"197",153858566,0.00111814358426
"198",153858562,0.000955057710888
"199",153858887,0.000403765682196
"200",153858888,0.00221872158482
"201",153858886,0.000807824799732
"202",153858780,0.000142684960647
"203",153858898,0.00129762110886
"204",153858896,0.0102226790629
"205",153858892,0.000118567001334
"206",153858894,0.000334504750588
"207",153858774,0.000556962954739
"208",153858899,0.00336777376266
"209",153858889,0.00199884278609
"210",153858792,0.0016358890637
"211",153858893,0.00693917434782
"212",153858897,0.00599580467175
"213",153858891,0.000732666756021
"214",153858779,0.000569355886222
"215",153858790,0.00229282002199
"216",153858885,0.000929816905246
"217",153858895,0.000116125920202
"218",153858781,0.00368314430292
"219",153858890,0.000963066148289
"220",153858552,0.000849805367357
"221",153858554,0.00181925245928
"222",153858551,0.000227067708737
"223",153858481,0.000302875331157
"224",153858482,0.00110068579478
"225",153858503,0.000861547955305
"226",153858547,0.002785036993
"227",153858509,0.000391668709951
"228",153858479,0.000243561025821
"229",153858553,0.00206834423983
"230",153858550,0.000196234559525
"231",153858480,0.000357373815487
"232",153858548,0.00417702802073
"233",153858502,0.00106158839214
"234",153858549,0.00161026926096
"235",153858559,0.0115133474768
"236",153647577,0.00618189556041
"237",153647479,0.000110246930158
"238",153647482,7.99772551507e-05
"239",153647484,0.00648300017638
"240",153647486,7.50018131527e-05
"241",153647487,0.00654675067945
"242",153647480,0.000341436814588
"243",153647483,0.000711277581073
"244",153647582,0.0120038513444
"245",153647481,8.33143827173e-05
"246",153647538,0.000307132291817
"247",153647544,0.000820447926253
"248",153647552,0.000802053392142
"249",153647559,0.00179134199415
"250",153647554,0.000390962576625
"251",153647543,0.00158757138406
"252",153647546,0.000129755842434
"253",153647541,3.84432824522e-05
"254",153647553,0.00138588716027
"255",153647555,0.000224200336312
"256",153647547,0.000983057665909
"257",153649027,0.00150400993599
"258",153647539,0.00186891107681
"259",153647545,0.00127080116156
"260",153647556,0.00134192545185
"261",153647540,0.000266907907886
"262",153649028,0.00242863099775
"263",153647561,0.000144451081241
"264",153647532,0.00292967767914
"265",153647529,0.00258727164343
"266",153647578,0.000147696947577
"267",153649039,0.0127132801883
"268",153647478,0.00219142147031
"269",153647537,0.00241081732811
"270",153647475,0.0124100304947
"271",153647579,0.00132677596767
"272",153647581,0.00706864689752
"273",153647570,0.000700302856642
"274",153647557,0.000320179650562
"275",153647563,0.000292201533961
"276",153647560,0.000744575662846
"277",153647530,0.000427233526501
"278",153647558,0.000766865437753
"279",153647531,0.000468194251823
"280",153647549,0.000614891803085
"281",153647569,0.000468309939544
"282",153647520,0.000308912247971
"283",153647551,0.000891030320668
"284",153647565,0.000186335587488
"285",153647568,0.000461877015269
"286",153647550,0.000163256421382
"287",153647533,0.00178344866944
"288",153647566,0.000941234026246
"289",153647567,0.000187233750001
"290",153647548,8.71194765535e-05
"291",153647564,8.36267303265e-05
"292",153647524,0.00101479877307
"293",153647521,0.00160499802262
"294",153647389,0.0125985847897
"295",153647416,0.00825471451112
"296",153647434,0.00444780565872
"297",153647433,0.000414441991542
"298",153647438,0.00465802234681
"299",153647425,0.00199679073293
"300",153647422,0.0114959127913
"301",153647432,0.00112472834492
"302",153647441,0.0031823275323
"303",153647431,0.000197545789607
"304",153647419,0.00629890315021
"305",153859880,0.00928667048696
"306",153859330,0.00119010051768
"307",153859329,0.000367110157127
"308",153859333,0.00171437937264
"309",153859313,0.010087482062
"310",153859331,4.30839796918e-05
"311",153859321,0.0110110301706
"312",153859327,0.000493562335434
"313",153859311,7.55271926081e-05
"314",153859309,0.00575499743738
"315",153859328,0.00654501101633
"316",153859308,0.00189602295299
"317",153859310,0.00123024322045
"318",153859332,0.00413146121629
"319",153859326,0.00610551275343
"320",153859302,0.00110367675618
"321",153859312,0.00407997365526
"322",153859304,0.00456156959694
"323",153859288,0.00490371103325
"324",153859290,0.000103226614752
"325",153859303,0.00291910612258
"326",153859289,0.000167105439616
"327",153858924,0.0023612430575
"328",153858923,0.0121880230897
"329",153858786,0.000327636981677
"330",153858919,0.0104908144493
"331",153858791,0.000556382245694
"332",153858939,0.000972752583738
"333",153858940,0.00274466516237
"334",153858920,0.00279707690623
"335",153858927,0.00516103143213
"336",153858921,0.00587422464848
"337",153858922,0.00121101909276
"338",153858917,0.0123513293119
"339",153858787,0.00129077242906
"340",153858925,0.00980387401536
"341",153858918,0.00975028128754
"342",153859287,6.31450250392e-05
"343",153859254,0.000579549966801
"344",153859252,0.000118686224226
"345",153859265,0.000702711389427
"346",153859250,5.34437231777e-05
"347",153859266,0.000115960560154
"348",153859251,0.000432758239218
"349",153859264,9.90029380292e-05
"350",153859253,0.00112946073468
"351",153859248,0.000404206626966
"352",153859247,0.000693064316733
"353",153859240,0.000247102947698
"354",153859263,0.00135502586165
"355",153859243,0.00146284886698
"356",153859270,0.000928007252964
"357",153859260,0.000706271339668
"358",153859245,0.000583873495556
"359",153859249,0.000216672638682
"360",153859244,0.00180252516281
"361",153859218,0.000757551244182
"362",153859246,0.00400901543247
"363",153859241,0.000473030602659
"364",153859217,0.000814342346989
"365",153859261,0.000943967560371
"366",153859242,0.00255373978367
"367",153858860,0.00220021213778
"368",153858884,0.0102529209201
"369",153859116,0.00882537980081
"370",153858877,0.0047965329385
"371",153858867,0.00101338334313
"372",153858872,0.000493548482262
"373",153858868,0.000517500933709
"374",153858871,0.000111625361927
"375",153858870,0.000830130100973
"376",153858878,0.00395614651922
"377",153858856,0.00274999073701
"378",153858785,0.002567030239
"379",153858789,0.000590493175285
"380",153858883,0.00397354265493
"381",153858783,0.000925344902553
"382",153858784,0.00184207395103
"383",153858788,0.000992374308086
"384",153858881,0.00714336092645
"385",153858765,0.00227668462714
"386",153858771,0.0037983038049
"387",153858778,0.000202253810073
"388",153858772,0.00308718972545
"389",153858777,0.000918188723499
"390",153858782,0.00156567323367
"391",153858760,0.000770136113428
"392",153858775,0.000537685969447
"393",153858759,0.00195525358109
"394",153858757,0.000222948606255
"395",153858767,0.000103226265768
"396",153858763,0.000646549877002
"397",153858761,0.000331716621315
"398",153858762,0.00168618075925
"399",153858770,0.00442034788501
"400",153858749,0.000635305905877
"401",153858764,0.000465988443858
"402",153858776,0.000153123335358
"403",153858768,0.00147091991682
"404",153858766,0.00263225284964
"405",153858476,0.000317151121408
"406",153858494,0.000907745873453
"407",153858498,0.000913371053361
"408",153858492,5.72200846513e-05
"409",153858500,0.00105177810141
"410",153858497,0.000922942711435
"411",153858488,0.00090011706031
"412",153858478,0.000960453568383
"413",153858493,0.00149140928402
"414",153858471,0.00133167223016
"415",153858489,1.62118139983e-05
"416",153858486,0.000589603439124
"417",153858491,0.000706028306308
"418",153858477,0.000735052467504
"419",153858495,0.00016319897307
"420",153858490,0.000484482143101
"421",153858487,0.0001925569404
"422",153858501,0.00126196732222
"423",153858507,0.0086485649135
"424",153858388,0.00122733624027
"425",153858393,0.000354509943014
"426",153858392,0.000188865758342
"427",153858395,0.00017933382454
"428",153858390,0.00018578757153
"429",153858394,0.000151801830513
"430",153858389,0.000173057382212
"431",153858462,0.000710738169644
"432",153858474,4.81109373239e-05
"433",153858472,0.000893271184444
"434",153858465,0.000677353250299
"435",153858485,0.000978031558441
"436",153858464,4.05506616823e-05
"437",153858475,0.000348058641062
"438",153858461,3.77632783451e-05
"439",153858496,0.000692630035825
"440",153858460,0.00122446173195
"441",153858463,0.00131246500065
"442",153858470,0.000549141427366
"443",153858473,0.00162094340489
"444",153858467,0.00067391771535
"445",153858329,0.000108064584165
"446",153858333,5.49174921079e-05
"447",153858322,0.00013187369368
"448",153858340,0.000366866954247
"449",153858338,0.000156638232548
"450",153858341,0.000152662453911
"451",153858330,4.78835599123e-05
"452",153858335,3.8253661409e-05
"453",153858326,9.33747623969e-05
"454",153858328,9.65244356116e-05
"455",153858339,0.000416773189013
"456",153858334,7.19758405931e-05
"457",153858316,0.000152662453938
"458",153858324,3.84437063792e-05
"459",153858269,0.000156358670686
"460",153858396,0.000149288791892
"461",153858386,0.000439029657712
"462",153858387,0.000131386295116
"463",153858375,0.000456344865681
"464",153858271,0.000281358317489
"465",153858385,0.000103647836702
"466",153858272,0.000200634458634
"467",153858270,0.000564186244729
"468",153858331,0.000411219283533
"469",153858346,0.000112193801913
"470",153858349,0.000501527453933
"471",153858354,0.000577671569086
"472",153858347,0.000415539936883
"473",153858342,0.000300950065646
"474",153858353,0.00033216459688
"475",153858344,0.000237051056945
"476",153858348,0.000505656352407
"477",153858345,0.000189701155191
"478",153858302,7.74534966492e-05
"479",153858332,0.000393082027167
"480",153858427,0.00102807915598
"481",153858352,0.000158714023346
"482",153858350,0.000109672323526
"483",153858351,0.000346969858811
"484",153858325,0.00014893033932
"485",153858323,0.000206195763139
"486",153858327,0.000145662334114
"487",153858303,0.000338877276238
"488",153858171,0.000508787339686
"489",153858170,0.00453690155029
"490",153858535,0.00150639489913
"491",153858143,9.95525406803e-05
"492",153858314,0.000366389923199
"493",153858536,0.00101227014566
"494",153858174,0.00111396416158
"495",153858534,0.000955613149936
"496",153858173,0.00298504759384
"497",153858144,0.0009692462075
"498",153858172,0.00125476297603
"499",153858533,0.000859617643726
"500",153858169,0.000982082201878
"501",153858168,0.000994208454784
"502",153858310,0.000461528877496
"503",153858313,0.000488084264674
"504",153857805,3.64400814917e-05
"505",153857807,3.75824999915e-05
"506",153857803,3.14558346882e-05
"507",153857806,8.6406630433e-05
"508",153858106,0.00124364225541
"509",153858111,0.00104478606898
"510",153857804,0.000107325978419
"511",153858165,0.00255431603608
"512",153857808,0.00348281025566
"513",153857801,0.00232957303967
"514",153857800,0.000929657902705
"515",153858164,0.00187771293366
"516",153858163,0.00403597585024
"517",153858160,0.000321970446007
"518",153858155,0.00109116564578
"519",153858162,0.00177170065132
"520",153858156,0.000310530114877
"521",153858157,0.00103453355399
"522",153858311,0.000148883957965
"523",153858115,0.00108333250819
"524",153858161,9.25253977333e-05
"525",153858307,0.000429982824854
"526",153858336,0.000422546989556
"527",153858312,0.000424539869419
"528",153858337,0.000122904862492
"529",153858308,0.000417383739869
"530",153858309,0.000145036524015
"531",153858138,0.00016542605357
"532",153858118,0.00312227646807
"533",153858146,3.17016352543e-05
"534",153858129,0.000182122456049
"535",153858134,9.17115722813e-05
"536",153858136,0.000191708422456
"537",153858131,0.000218048972816
"538",153858130,0.000178803704993
"539",153858135,0.000593504742181
"540",153858133,0.000163233975763
"541",153858132,0.000148135684745
"542",153858140,0.00137830625479
"543",153858105,0.00132030516223
"544",153858110,0.000313682986918
"545",153858141,0.000205607015975
"546",153858139,0.000598206511653
"547",153858145,7.30402744205e-05
"548",153858137,0.000342752158589
"549",153858109,0.000447608582764
"550",153859872,0.0028401120181
"551",153859876,0.00251163055101
"552",153859915,0.00152762937734
"553",153859873,0.000161843475421
"554",153859878,0.000409552597249
"555",153859920,0.00474595401882
"556",153859877,0.000503647037171
"557",153859916,0.0102996459028
"558",153859879,0.00181815913268
"559",153857444,0.000105479300815
"560",153857607,0.00184214410691
"561",153857613,0.00125695356284
"562",153857600,0.000533980462257
"563",153857608,0.00677573601672
"564",153857597,0.00169045815379
"565",153858866,0.00444924061281
"566",153856911,0.00308365414111
"567",153856903,0.000692798036883
"568",153856886,0.00142412732941
"569",153856922,5.39485034908e-05
"570",153856921,0.00265659779799
"571",153856919,0.000129713761681
"572",153856920,0.000115327209002
"573",153856927,0.000973941343357
"574",153856926,0.00130980467577
"575",153856868,0.00407956498415
"576",153856882,0.0119409097608
"577",153856870,0.00303512720566
"578",153856717,0.0026807905013
"579",153856566,0.00174744459733
"580",153856734,0.00715360370142
"581",153856576,0.00119005523942
"582",153856867,0.0123148575767
"583",153856680,0.00770949138544
"584",153857442,0.00985051290737
"585",153856869,0.0116181234726
"586",153856573,0.000669252941414
"587",153856666,0.000946637487159
"588",153858834,0.00464594631735
"589",153858802,0.000268766708781
"590",153858825,0.000120544890792
"591",153858710,0.00224783014601
"592",153858824,7.52616578412e-05
"593",153858826,0.000739208506684
"594",153858801,0.00187133979975
"595",153858738,0.00106215478815
"596",153858800,0.00358414638379
"597",153858711,0.00120304078324
"598",153858709,0.00187528993998
"599",153858793,0.000715106655971
"600",153858796,0.000164633010023
"601",153858701,0.000650806283356
"602",153858795,0.00291593759836
"603",153858700,0.000316775850155
"604",153858746,0.000393209777108
"605",153858744,0.000752213275158
"606",153858752,0.000720163621283
"607",153858745,0.000750992810996
"608",153858758,0.00143262723405
"609",153858655,0.0011304196989
"610",153858755,0.000300140748069
"611",153858754,0.000367346960423
"612",153858750,0.00171638793468
"613",153858756,0.000594958525951
"614",153858751,0.00170827934289
"615",153858748,0.00028816867685
"616",153858753,6.4236867061e-05
"617",153858644,0.00111185214921
"618",153858660,0.00189274135754
"619",153858651,0.000740740182784
"620",153858714,0.00133400043017
"621",153858360,0.000144269699901
"622",153858369,0.000585298902279
"623",153858376,0.000629841079737
"624",153858368,0.000165947187417
"625",153858364,0.000219045820099
"626",153858361,0.000967073952308
"627",153858382,0.0020117132119
"628",153858372,0.000161891799453
"629",153858365,0.000277696175875
"630",153858373,0.000481973880788
"631",153858079,0.000593919972084
"632",153858378,2.63082614781e-05
"633",153858362,0.000600526141255
"634",153858363,0.000287275721993
"635",153858380,0.000491017016984
"636",153858379,0.000829109134317
"637",153858381,0.000903422005468
"638",153858371,0.000803921333931
"639",153858086,0.000581120401733
"640",153858084,0.00035920836622
"641",153858045,0.000669911154965
"642",153858085,0.000403367830193
"643",153858050,0.000226838327521
"644",153858046,0.000377385528519
"645",153858048,0.000369632393298
"646",153858047,0.000390217936128
"647",153858076,0.000512048115934
"648",153858089,0.000499383120234
"649",153858075,0.000213010210516
"650",153858074,0.000344676395846
"651",153858054,0.000343771258742
"652",153858052,7.8043577371e-05
"653",153858044,0.000162963630358
"654",153858370,0.00137683875196
"655",153858051,3.51700091717e-05
"656",153858078,0.000759112308705
"657",153858088,0.00013345935134
"658",153858087,0.000458161281017
"659",153858030,0.000383606028935
"660",153858026,5.13207446476e-05
"661",153858073,0.000681065266732
"662",153858069,0.000375950976343
"663",153858025,0.000355857432885
"664",153858068,0.000158416874641
"665",153858027,0.000998090855891
"666",153858032,0.000352845850564
"667",153858082,0.000938198608142
"668",153858064,0.000365996769712
"669",153858031,0.00010647473687
"670",153858024,0.000719351995847
"671",153858065,0.000247844162687
"672",153858072,0.00111324831769
"673",153858080,8.43607081083e-05
"674",153858077,0.000393691394267
"675",153858081,0.000275775371476
"676",153858071,0.000420475324993
"677",153858029,0.000251470469479
"678",153858070,0.000606720763618
"679",153858735,0.000190965441903
"680",153858726,0.000801885533808
"681",153858734,0.000596071662821
"682",153858724,0.00161999586849
"683",153858725,0.00223467861998
"684",153858719,0.00175385971127
"685",153858737,0.000572029971556
"686",153858708,0.00249089925715
"687",153858739,0.000676840617132
"688",153858736,0.000187890234557
"689",153858718,0.00337929582382
"690",153858642,0.000566697441351
"691",153858717,9.03725687644e-05
"692",153858615,8.10619267615e-05
"693",153858623,0.000901912220451
"694",153858611,0.000373262034461
"695",153858619,0.000347079472504
"696",153858616,4.60927199807e-05
"697",153858617,0.000552075346955
"698",153858613,0.00020446252432
"699",153858614,0.00322656925185
"700",153858622,0.000333554510214
"701",153858646,0.00173395820774
"702",153858621,0.00030795352623
"703",153858638,0.00059157271263
"704",153858579,0.00111572275998
"705",153858639,0.000871277761033
"706",153858578,0.00168860352681
"707",153858632,0.000235375987934
"708",153858640,0.000501647227113
"709",153858629,0.000831907006959
"710",153858637,0.000413479122488
"711",153858612,0.00231559264382
"712",153858633,0.000225085430573
"713",153858630,0.00130949343445
"714",153858577,0.000130625203084
"715",153858631,0.000832760848891
"716",153858634,0.000751615653441
"717",153858580,0.000964365584361
"718",153858656,0.0022707368932
"719",153858083,0.00153541214537
"720",153858636,0.000127034983288
"721",153858635,0.0016257169951
"722",153858643,0.000487730305647
"723",153858690,0.00128094978832
"724",153858689,0.00098433111015
"725",153858593,0.000199645973595
"726",153858606,0.00025939143786
"727",153858590,0.000209911769556
"728",153858587,0.000869683268029
"729",153858585,0.000542446682605
"730",153858571,0.00047690524836
"731",153858591,0.00047668259882
"732",153858594,0.00012260570874
"733",153858573,0.000669634748395
"734",153858584,0.000183702670856
"735",153858568,0.000524076741765
"736",153858570,0.000548779941878
"737",153858582,0.000160093020723
"738",153858595,0.00050234473791
"739",153858589,0.000609994609992
"740",153858588,0.000219136946656
"741",153858618,0.00124068620742
"742",153858596,0.000325552127918
"743",153858586,0.000708620826799
"744",153858592,0.000113551319501
"745",153858572,0.000499842889074
"746",153858574,0.000491547998179
"747",153857967,0.000294127948514
"748",153858067,0.000909531483322
"749",153858061,0.00182312757729
"750",153858060,0.000185012128611
"751",153858059,0.00032100191523
"752",153857962,0.00129001413433
"753",153857973,0.00126510923577
"754",153858576,0.000606360156708
"755",153858062,0.00121841175997
"756",153857966,0.00138413726331
"757",153857968,0.000822319928031
"758",153857951,0.00121534987349
"759",153857954,0.000429211648354
"760",153857952,0.000489559272771
"761",153857946,0.00283230831819
"762",153857956,0.000698544782998
"763",153857958,0.000993800902531
"764",153857955,0.00231873444217
"765",153857953,0.000134383762731
"766",153857945,0.00144404889052
"767",153858569,0.000371916414903
"768",153857944,0.00049032253624
"769",153856538,0.000520493299185
"770",153857957,0.000759650451596
"771",153858262,0.000217423602076
"772",153858356,0.00047352602501
"773",153858263,0.000166347394068
"774",153858260,0.000368686279057
"775",153858267,0.000159992576191
"776",153858248,0.000209365943272
"777",153858264,0.000200752465765
"778",153858266,0.000231303118114
"779",153858268,0.000108309271992
"780",153858265,0.000451723933138
"781",153858261,0.000369632393286
"782",153858036,0.000528387222588
"783",153858011,0.000308259443054
"784",153858367,0.00085234793003
"785",153858254,7.14942143085e-05
"786",153858374,0.000448844931747
"787",153858250,0.000518870102423
"788",153858239,0.000169746185479
"789",153858240,0.000884068023844
"790",153858259,0.000211881194507
"791",153858253,0.000485128935258
"792",153858251,0.000317204273113
"793",153858049,0.000408744190668
"794",153858257,0.000182091456069
"795",153858252,9.16520070656e-05
"796",153858053,9.74243856921e-05
"797",153858255,0.000377442643864
"798",153858258,0.000559800871796
"799",153858256,0.000102718303677
"800",153858056,0.000122976025919
"801",153858366,7.76233030047e-05
"802",153858249,0.000446902392419
"803",153858055,6.14209956646e-05
"804",153858231,6.59138335798e-05
"805",153858241,0.00070028448385
"806",153858242,0.000245211249586
"807",153858230,0.000202085496202
"808",153858191,0.000469316864114
"809",153858238,0.000469039776999
"810",153858232,0.00040810551134
"811",153858247,0.000163879359817
"812",153858237,0.00032820229193
"813",153858229,4.11852518675e-05
"814",153858243,0.000153967134744
"815",153858234,0.000394796733762
"816",153858228,0.00028711330348
"817",153858227,0.00043939508896
"818",153858235,0.000377215420412
"819",153858233,0.000515606178001
"820",153858043,0.000441191788649
"821",153858007,0.00117261094429
"822",153858005,0.000331007409403
"823",153858012,0.000307851374606
"824",153858003,0.000334411801042
"825",153858123,0.00138021285401
"826",153858009,0.000827205936267
"827",153857925,0.000448778139691
"828",153857943,0.000210466746404
"829",153858023,3.67063254118e-05
"830",153857994,0.000113802711069
"831",153857986,0.00119452661209
"832",153858033,0.000139900596617
"833",153857997,0.000669126925904
"834",153858010,0.000458672729884
"835",153858008,0.000314975043683
"836",153858021,0.000638305664183
"837",153858002,0.000524378948723
"838",153858020,0.00100018382591
"839",153858022,0.000313098149363
"840",153857999,0.000649364240903
"841",153857996,0.000465509031357
"842",153857993,2.14320191018e-05
"843",153857935,0.000493036359302
"844",153857989,0.000108271001824
"845",153857936,0.000364075275404
"846",153858004,2.30658356216e-05
"847",153857991,7.76408395659e-05
"848",153858006,0.000299861737981
"849",153857988,0.000544428656852
"850",153857932,0.000354768263908
"851",153857985,0.00117122280477
"852",153857995,0.00035197341265
"853",153857990,0.000154674270926
"854",153857927,0.000308980262784
"855",153857934,0.000100063156772
"856",153857928,0.000631429117688
"857",153857992,0.000509474008594
"858",153857930,0.0005836555171
"859",153857929,0.000167325615754
"860",153857933,0.00016679433911
"861",153858028,0.00274378184414
"862",153858058,0.000915330499278
"863",153856523,0.00801810236186
"864",153858063,0.00110255008542
"865",153858066,0.0021041939738
"866",153857867,0.000180203513169
"867",153857868,0.0080270890979
"868",153857913,0.000385462476829
"869",153858121,0.000144156446856
"870",153857914,0.00214848814941
"871",153857866,0.00027381557489
"872",153857903,0.0040938847661
"873",153858120,0.000344111235142
"874",153857915,0.000176527416284
"875",153857909,0.0007845279113
"876",153858119,0.000298139122879
"877",153858116,0.000688030051167
"878",153857938,0.000772567020618
"879",153858122,0.000156522191331
"880",153858117,0.00273158878953
"881",153857911,0.00085323000563
"882",153857846,0.00142232031336
"883",153857848,0.00139633669881
"884",153857924,0.000331648468004
"885",153857886,0.000188055648428
"886",153857905,0.000709326938266
"887",153857887,0.000103950316876
"888",153857923,0.00063928868879
"889",153857931,0.00063846938142
"890",153857917,0.000928621390055
"891",153857926,7.64424939395e-05
"892",153857918,0.000133135768462
"893",153857908,0.000231956082542
"894",153857916,0.000323494877693
"895",153857910,0.000660485741393
"896",153857937,0.000522610301235
"897",153857939,0.000214311906663
"898",153857920,0.000260833520186
"899",153857922,0.000131872486405
"900",153857921,0.000730933442759
"901",153857907,7.25358628761e-05
"902",153857901,8.5296252866e-06
"903",153857843,0.000387752076107
"904",153857884,0.00011601914296
"905",153857883,0.00026354725353
"906",153857885,0.000149653988669
"907",153857840,0.00142169121659
"908",153857881,0.000292017812661
"909",153857894,0.00118297610497
"910",153857842,0.000129081090886
"911",153857844,0.000373314457128
"912",153857902,0.000722264045112
"913",153857897,0.00129132793928
"914",153857875,0.0013693221294
"915",153857898,0.000908448487336
"916",153857906,0.000275809987977
"917",153857833,0.000193202599117
"918",153857836,0.000481561381243
"919",153857838,1.38856686919e-05
"920",153857837,0.000348021258605
"921",153857835,0.000367521053892
"922",153857841,0.000294289852709
