"","edgeuid","median_average_speed"
"12026",153682759,5.52
"12027",153682760,5.6
"12028",153682762,3.3
"12029",153682763,3.03
"12030",153682764,4.2
"12031",153682765,5.06
"12032",153682766,5.14
"12033",153682767,4.41
"12034",153682768,4.115
"12035",153682770,2.68
"12036",153682776,4.515
"12037",153682777,5.445
"12038",153682778,4.84
"12039",153682779,3.96
"12040",153682780,5.06
"12041",153682803,4.895
"12042",153682804,3.74
"12043",153682806,4.29
"12044",153682807,3.64
"12045",153682808,7.27
"12046",153682818,7.3
"12047",153682819,6.51
"12048",153682820,6.85
"12049",153682822,0.15
"12050",153682824,7.32
"12051",153682832,5.42
"12052",153682833,5.14
"12053",153682834,5.53
"12054",153682838,5.22
"12055",153682840,4.66
"12056",153682841,4.81
"12057",153682842,3.595
"12058",153682845,2.97
"12059",153682846,2.88
"12060",153682847,3.04
"12061",153682850,3.67
"12062",153682851,4.915
"12063",153682852,5.425
"12064",153682855,6.235
"12065",153682878,4.35
"12066",153682880,5.26
"12067",153682881,5.83
"12068",153682882,5.8
"12069",153682884,5.85
"12070",153682892,6.79
"12071",153682893,6.55
"12072",153682894,6.05
"12073",153682895,6.2
"12074",153682896,6.6
"12075",153682899,6.79
"12076",153682908,5.79
"12077",153682909,6.48
"12078",153682945,7.84
"12079",153682947,8.31
"12080",153682948,8.58
"12081",153682949,8.32
"12082",153682952,8.4
"12083",153682955,8.86
"12084",153682960,9.29
"12085",153682962,6.01
"12086",153683002,7.92
"12087",153683015,6.8
"12088",153683017,7.91
"12089",153683018,8.52
"12090",153683019,8.64
"12091",153683021,5.26
"12092",153683022,8.5
"12093",153683023,7.49
"12094",153683025,10
"12095",153683026,7.605
"12096",153683027,8.27
"12097",153683028,7.26
"12098",153683030,9.6
"12099",153683031,8.12
"12100",153683033,7.61
"12101",153683064,4.79
"12102",153683103,4.89
"12103",153683144,3.815
"12104",153683170,5.17
"12105",153683174,2.65
"12106",153683175,5.29
"12107",153683181,5.16
"12108",153683184,6.18
"12109",153683185,6.47
"12110",153683186,6.11
"12111",153683187,6.88
"12112",153683190,3.01
"12113",153683191,3.04
"12114",153683192,1.77
"12115",153683193,2.4
"12116",153683194,4.55
"12117",153683195,5.03
"12118",153683196,4.97
"12119",153683198,3.41
"12120",153683206,4.22
"12121",153683230,6.72
"12122",153683247,10.81
"12123",153683293,4.71
"12124",153683309,7.02
"12125",153683310,7.23
"12126",153683314,8.39
"12127",153683315,7.05
"12128",153683342,0
"12129",153683344,8.52
"12130",153683345,0.65
"12131",153683346,2.785
"12132",153683347,4.365
"12133",153683350,5.17
"12134",153683381,5.41
"12135",153683394,9.36
"12136",153683395,9.21
"12137",153683396,8.74
"12138",153683397,6.795
"12139",153683400,6.66
"12140",153683405,8.07
"12141",153683417,7.21
"12142",153683418,6.86
"12143",153683419,7.38
"12144",153683422,8.14
"12145",153683426,4.9
"12146",153683428,4.1
"12147",153683429,3.88
"12148",153683430,6.53
"12149",153683445,6.995
"12150",153683449,7.62
"12151",153683450,7.75
"12152",153683451,6.57
"12153",153683455,7.06
"12154",153683483,7.58
"12155",153683485,7.96
"12156",153683486,7.94
"12157",153683500,4.61
"12158",153683516,0.21
"12159",153683518,5.705
"12160",153683519,5.27
"12161",153683522,5.38
"12162",153683525,5.215
"12163",153683530,4.79
"12164",153683550,4.41
"12165",153683551,3.29
"12166",153683556,2.77
"12167",153683563,3.11
"12168",153683564,1.74
"12169",153683567,1.5
"12170",153683568,2.02
"12171",153683569,2.24
"12172",153683575,3.7
"12173",153683576,2.49
"12174",153683599,0
"12175",153683619,4.23
"12176",153683620,0.17
"12177",153683641,0
"12178",153683659,2.32
"12179",153683670,1.19
"12180",153683673,1.45
"12181",153683678,1.925
"12182",153683681,3.9
"12183",153683683,4.285
"12184",153683686,4.305
"12185",153683688,4.675
"12186",153683693,4.325
"12187",153683696,3.045
"12188",153683700,3.55
"12189",153683701,3.35
"12190",153683702,3.13
"12191",153683714,2.75
"12192",153683717,2.13
"12193",153683719,2.04
"12194",153683721,2.41
"12195",153683722,4.39
"12196",153683724,2.93
"12197",153683725,2.69
"12198",153683726,3.17
"12199",153683727,3.59
"12200",153683728,2.3
"12201",153683729,3.06
"12202",153683730,2.545
"12203",153683731,2.905
"12204",153683732,3.44
"12205",153683733,2.34
"12206",153683734,2.945
"12207",153683741,2.49
"12208",153683742,2.6
"12209",153683748,3.185
"12210",153683749,0.1
"12211",153683750,4.41
"12212",153683770,3.44
"12213",153683771,3.05
"12214",153683776,2.85
"12215",153683780,2.78
"12216",153683818,4.96
"12217",153683859,4.785
"12218",153683860,4.035
"12219",153683864,5.015
"12220",153683880,5.355
"12221",153683881,5.36
"12222",153683882,5.08
"12223",153683883,2.79
"12224",153683884,4.955
"12225",153683885,5.05
"12226",153683887,5.16
"12227",153683888,5.24
"12228",153683908,5.15
"12229",153683909,5.34
"12230",153683923,5.59
"12231",153683951,4.1
"12232",153683957,2.69
"12233",153683977,5.74
"12234",153683978,5.87
"12235",153683979,5.03
"12236",153683980,5.78
"12237",153683982,5.55
"12238",153683983,6.46
"12239",153683986,6.74
"12240",153683987,6.15
"12241",153683993,5.64
"12242",153683995,5.91
"12243",153683996,5.77
"12244",153683997,5.645
"12245",153683998,5.395
"12246",153683999,6.695
"12247",153684001,3.65
"12248",153684002,5.1
"12249",153684004,5.1
"12250",153684006,4.43
"12251",153684008,5.91
"12252",153684010,4.9
"12253",153684011,4.22
"12254",153684012,4.36
"12255",153684018,4.87
"12256",153684020,5.57
"12257",153684023,6.41
"12258",153684024,6.03
"12259",153684034,6.62
"12260",153684035,6.695
"12261",153684036,7.695
"12262",153684038,5.67
"12263",153684042,5.06
"12264",153684044,6.635
"12265",153684045,5.5
"12266",153684046,7.225
"12267",153684051,6.13
"12268",153684090,4.35
"12269",153684115,6.82
"12270",153684116,7.245
"12271",153684117,7.55
"12272",153684118,8.71
"12273",153684120,8.02
"12274",153684121,7.07
"12275",153684126,6.96
"12276",153684129,7.36
"12277",153684130,7.97
"12278",153684131,8.16
"12279",153684200,1.85
"12280",153684201,1.87
"12281",153684202,2.03
"12282",153684204,2.32
"12283",153684205,2.12
"12284",153684210,0
"12285",153684211,3.63
"12286",153684212,3.16
"12287",153684225,1.175
"12288",153684229,2.38
"12289",153684231,2.915
"12290",153684234,3.14
"12291",153684235,6.335
"12292",153684237,4.88
"12293",153684238,6.39
"12294",153684239,4.72
"12295",153684241,3.125
"12296",153684243,4.31
"12297",153684246,5.08
"12298",153684247,3.91
"12299",153684250,4.63
"12300",153684252,3.25
"12301",153684253,2.95
"12302",153684254,4.39
"12303",153684256,1.77
"12304",153684258,3.02
"12305",153684263,5.73
"12306",153684266,5.23
"12307",153684267,5.05
"12308",153684268,5.63
"12309",153684269,6.68
"12310",153684272,4.345
"12311",153684303,3.4
"12312",153684304,2.65
"12313",153684306,2.19
"12314",153684314,2.58
"12315",153684429,1.76
"12316",153684430,1.635
"12317",153684431,2.01
"12318",153684469,5.84
"12319",153684471,6.215
"12320",153684474,5.69
"12321",153684480,6.15
"12322",153684483,4.67
"12323",153684527,2.05
"12324",153684530,2.76
"12325",153684531,2.24
"12326",153684545,1.99
"12327",153684549,2.04
"12328",153684553,1.97
"12329",153684560,2.13
"12330",153684562,2.23
"12331",153684563,1.97
"12332",153684565,1.79
"12333",153684566,2.04
"12334",153684568,2.12
"12335",153684569,2.22
"12336",153684571,4.43
"12337",153684575,8.79
"12338",153684576,8.605
"12339",153684578,9.25
"12340",153684579,9.84
"12341",153684582,10.635
"12342",153684585,2.59
"12343",153684594,6.68
"12344",153684596,3.39
"12345",153684597,3.08
"12346",153684598,2.32
"12347",153684599,2.82
"12348",153684600,2.49
"12349",153684601,1.45
"12350",153684605,5.2
"12351",153684611,1.61
"12352",153684629,8.68
"12353",153684630,7.29
"12354",153684633,1.92
"12355",153684634,2.28
"12356",153684635,1.965
"12357",153684636,1.965
"12358",153684639,1.76
"12359",153684640,1.655
"12360",153684641,1.7
"12361",153684644,1.89
"12362",153684645,1.79
"12363",153684648,1.455
"12364",153684649,1.83
"12365",153684654,1.98
"12366",153684656,1.76
"12367",153684657,3.305
"12368",153684658,1.545
"12369",153684667,1.61
"12370",153684669,1.84
"12371",153684670,4.11
"12372",153684672,3.155
"12373",153684674,5.665
"12374",153684676,8.23
"12375",153684677,8.52
"12376",153684680,6.68
"12377",153684681,7.33
"12378",153684683,7.84
"12379",153684684,8.41
"12380",153684701,7.66
"12381",153684702,7.33
"12382",153684706,7.64
"12383",153684708,7.44
"12384",153684715,7.32
"12385",153684716,7.36
"12386",153684718,6.81
"12387",153684774,8.48
"12388",153684777,7.53
"12389",153684814,5.15
"12390",153684817,5.25
"12391",153684818,5.66
"12392",153684828,5.63
"12393",153684829,5.02
"12394",153684830,4.91
"12395",153684843,5.15
"12396",153684846,6.17
"12397",153684847,6.38
"12398",153684848,6.05
"12399",153684849,110.845
"12400",153684851,6.695
"12401",153684856,6.375
"12402",153684857,6.14
"12403",153684859,6.315
"12404",153684863,6.2
"12405",153684873,7.03
"12406",153684881,6.9
"12407",153684896,5
"12408",153684897,7.51
"12409",153684898,3.5
"12410",153684899,0
"12411",153684900,0
"12412",153684901,6.78
"12413",153684902,7.75
"12414",153684903,4.64
"12415",153684904,4.6
"12416",153684905,8.12
"12417",153684906,0
"12418",153684907,7.47
"12419",153684908,8.915
"12420",153684909,7.755
"12421",153684910,6.4
"12422",153684912,3.215
"12423",153684913,4.41
"12424",153684914,3.18
"12425",153684915,4.57
"12426",153684917,5.5
"12427",153684918,4.59
"12428",153684919,4.67
"12429",153684920,4.42
"12430",153684921,11.02
"12431",153684923,6.38
"12432",153684924,6.305
"12433",153684926,6.285
"12434",153684928,6.255
"12435",153684929,6.275
"12436",153684946,10.39
"12437",153684949,10.505
"12438",153684950,7.035
"12439",153684970,10.4
"12440",153684972,10.55
"12441",153684976,9.79
"12442",153684977,11.05
"12443",153684978,6.545
"12444",153685003,2.15
"12445",153685004,2.12
"12446",153685027,10.51
"12447",153685028,10.545
"12448",153685037,8.92
"12449",153685042,10.68
"12450",153685043,6.675
"12451",153685046,10.36
"12452",153685050,10.56
"12453",153685051,9.31
"12454",153685057,9.18
"12455",153685062,8.45
"12456",153685063,8.05
"12457",153685069,8.12
"12458",153685073,7.99
"12459",153685075,7.54
"12460",153685081,6.16
"12461",153685083,3.26
"12462",153685085,5.44
"12463",153685086,6.69
"12464",153685087,5.87
"12465",153685092,2.73
"12466",153685093,3.58
"12467",153685104,2.48
"12468",153685116,2.36
"12469",153685118,2.17
"12470",153685119,10.09
"12471",153685121,6.735
"12472",153685122,7.325
"12473",153685124,3.42
"12474",153685125,7.3
"12475",153685126,5.62
"12476",153685127,6.08
"12477",153685128,5.545
"12478",153685129,5.45
"12479",153685130,5.26
"12480",153685131,9.14
"12481",153685132,9.67
"12482",153685148,6.8
"12483",153685149,6.45
"12484",153685150,6.99
"12485",153685155,7.235
"12486",153685158,7.165
"12487",153685159,7.29
"12488",153685163,7.43
"12489",153685164,7.16
"12490",153685167,6.095
"12491",153685180,1.69
"12492",153685181,1.67
"12493",153685225,6.04
"12494",153685226,1.035
"12495",153685229,3.77
"12496",153685230,4.35
"12497",153685233,1.31
"12498",153685234,1.4
"12499",153685238,2.55
"12500",153685240,1.64
"12501",153685245,1.81
"12502",153685599,1.88
"12503",153685607,1.74
"12504",153685613,2.25
"12505",153685615,2.21
"12506",153685617,2.11
"12507",153685630,1.94
"12508",153685939,5.96
"12509",153685948,6.43
"12510",153685951,2.505
"12511",153685955,3.375
"12512",153685956,5.105
"12513",153685966,6.115
"12514",153685970,4.87
"12515",153685972,5.445
"12516",153685973,5.63
"12517",153685981,5.615
"12518",153685984,6.015
"12519",153686095,6.36
"12520",153686105,1.795
"12521",153686176,4.985
"12522",153686177,1.255
"12523",153686182,9.295
"12524",153686203,2.26
"12525",153686205,2.23
"12526",153686210,4.9
"12527",153686222,5.16
"12528",153686223,4.56
"12529",153686227,7.195
"12530",153686230,4.18
"12531",153686233,2.53
"12532",153686234,3.35
"12533",153686236,2.1
"12534",153686238,2.55
"12535",153686239,3.5
"12536",153686241,2.81
"12537",153686242,6.37
"12538",153686243,8.51
"12539",153686244,8.59
"12540",153686245,7.48
"12541",153686248,4.67
"12542",153686249,5.47
"12543",153686255,1.73
"12544",153686256,1.8
"12545",153686257,2
"12546",153686258,2.08
"12547",153686259,1.75
"12548",153686261,2.18
"12549",153686262,2.12
"12550",153686267,2.3
"12551",153686268,2.39
"12552",153686270,1.71
"12553",153686277,3.37
"12554",153686283,2.11
"12555",153686284,1.99
"12556",153686285,2.18
"12557",153686286,3.24
"12558",153686287,9.53
"12559",153686293,5.545
"12560",153686297,3.09
"12561",153686304,2.66
"12562",153686310,5.625
"12563",153686312,4.91
"12564",153686326,2.17
"12565",153686329,7.5
"12566",153686330,6.055
"12567",153686331,4.505
"12568",153686333,6.66
"12569",153686335,7.35
"12570",153686336,6.605
"12571",153686338,6.27
"12572",153686341,8.56
"12573",153686342,6.07
"12574",153686343,5.155
"12575",153686344,4.26
"12576",153686346,9.56
"12577",153686347,7.3
"12578",153686348,0
"12579",153686358,8.75
"12580",153686413,1.185
"12581",153686416,1.95
"12582",153686488,4.76
"12583",153686489,2.13
"12584",153686506,8.25
"12585",153686507,1.59
"12586",153686508,2.41
"12587",153686509,7.08
"12588",153686512,3.06
"12589",153686513,2.36
"12590",153686519,8.52
"12591",153686520,7
"12592",153686521,5.92
"12593",153686522,4.32
"12594",153686523,7.58
"12595",153686524,7.76
"12596",153686525,3.14
"12597",153686539,8.98
"12598",153686540,8.865
"12599",153686542,3.78
"12600",153686543,3.28
"12601",153686554,8.35
"12602",153686556,6.965
"12603",153686594,3.76
"12604",153686599,4.26
"12605",153686600,4.935
"12606",153686604,3.57
"12607",153686606,4.85
"12608",153686615,5.73
"12609",153686633,5.71
"12610",153686638,2.36
"12611",153686639,6.4
"12612",153686648,4.8
"12613",153686649,9.67
"12614",153686650,5.05
"12615",153686676,2.05
"12616",153686677,2.11
"12617",153686679,2.36
"12618",153686682,2.64
"12619",153686684,2.19
"12620",153686685,2.1
"12621",153686687,2.03
"12622",153686688,1.55
"12623",153686693,2.04
"12624",153686695,2.21
"12625",153686696,2.38
"12626",153686706,2.22
"12627",153686710,2.33
"12628",153686711,2.17
"12629",153686712,2.3
"12630",153686714,2.41
"12631",153686721,10.77
"12632",153686722,10.32
"12633",153686727,5.635
"12634",153686731,5.99
"12635",153686732,6.125
"12636",153686735,6.165
"12637",153686736,6.55
"12638",153686737,10.04
"12639",153686738,9.765
"12640",153686740,6.93
"12641",153686741,6.975
"12642",153686746,9.61
"12643",153686748,6.89
"12644",153686750,9.46
"12645",153686752,9.15
"12646",153686753,8.895
"12647",153686754,8.6
"12648",153686762,2.07
"12649",153686763,8.545
"12650",153686765,6.53
"12651",153686766,6.11
"12652",153686831,8.78
"12653",153686835,7.31
"12654",153686836,6.41
"12655",153686837,5.66
"12656",153686839,5.82
"12657",153686840,4.81
"12658",153686841,5.05
"12659",153686842,9.16
"12660",153686843,9.46
"12661",153686846,4.88
"12662",153686850,5.125
"12663",153686852,5.34
"12664",153686854,5.57
"12665",153686893,5
"12666",153686905,4.94
"12667",153686909,4.23
"12668",153686912,3.86
"12669",153686916,5.64
"12670",153686918,9.74
"12671",153686920,5.655
"12672",153686922,5.915
"12673",153686924,5.91
"12674",153686925,5.78
"12675",153686930,6.55
"12676",153686931,6.675
"12677",153686934,6.635
"12678",153686935,6.775
"12679",153686936,6.67
"12680",153686937,9.43
"12681",153686938,6.64
"12682",153686939,6.73
"12683",153686941,7.11
"12684",153686943,5.93
"12685",153686945,6.57
"12686",153686947,6.59
"12687",153686950,9.57
"12688",153686953,7.765
"12689",153686955,7.835
"12690",153686959,9.235
"12691",153686962,6.32
"12692",153686965,5.54
"12693",153686966,3.7
"12694",153686967,5.28
"12695",153686968,9.64
"12696",153686969,10.28
"12697",153686973,4.97
"12698",153686975,5.08
"12699",153686977,9.02
"12700",153686978,8.86
"12701",153686983,9.09
"12702",153686986,8.81
"12703",153686988,7.98
"12704",153686993,8.65
"12705",153686997,7.11
"12706",153686999,6.07
"12707",153687009,4.84
"12708",153687011,6.59
"12709",153687014,3.875
"12710",153687017,5.025
"12711",153687019,5.075
"12712",153687020,5.17
"12713",153687021,3.97
"12714",153687022,1.25
"12715",153687024,7.75
"12716",153687029,7.93
"12717",153687031,4.39
"12718",153687033,7.83
"12719",153687035,7.99
"12720",153687038,6.45
"12721",153687040,8.88
"12722",153687043,5.86
"12723",153687045,5.61
"12724",153687046,5.73
"12725",153687050,4.86
"12726",153687051,4.79
"12727",153687052,4.44
"12728",153687060,4.52
"12729",153687064,4.71
"12730",153687065,4.415
"12731",153687067,4.435
"12732",153687068,4.29
"12733",153687069,2.35
"12734",153687070,2.37
"12735",153687072,4.075
"12736",153687073,3.83
"12737",153687074,3.445
"12738",153687075,3.62
"12739",153687076,3.78
"12740",153687081,3.6
"12741",153687216,4.56
"12742",153687232,6.1
"12743",153687233,6.04
"12744",153687240,6.36
"12745",153687241,6.17
"12746",153687242,4.82
"12747",153687244,6.08
"12748",153687249,6
"12749",153687253,5.4
"12750",153687254,5.67
"12751",153687263,9.4
"12752",153687264,10.16
"12753",153687269,10.49
"12754",153687270,10.3
"12755",153687274,3.66
"12756",153687275,5.405
"12757",153687283,6.59
"12758",153687286,6.45
"12759",153687293,10.215
"12760",153687295,5.995
"12761",153687296,6.75
"12762",153687298,6.42
"12763",153687311,6.17
"12764",153687314,5.87
"12765",153687315,6.2
"12766",153687316,5.55
"12767",153687325,5.93
"12768",153687327,5.61
"12769",153687328,6.08
"12770",153687335,10.385
"12771",153687338,10.65
"12772",153687345,6.01
"12773",153687346,6.49
"12774",153687349,6.84
"12775",153687353,7.09
"12776",153687373,10.465
"12777",153687397,10.035
"12778",153687398,10.145
"12779",153687399,9.83
"12780",153687401,8.14
"12781",153687411,8.4
"12782",153687412,8.09
"12783",153687416,3.17
"12784",153687431,4.06
"12785",153687433,4.56
"12786",153687435,5.06
"12787",153687437,6.56
"12788",153687438,6.82
"12789",153687439,6.69
"12790",153687453,5.75
"12791",153687455,5.93
"12792",153687456,5.26
"12793",153687457,4.21
"12794",153687458,4.305
"12795",153687459,5.27
"12796",153687460,5.65
"12797",153687475,5.99
"12798",153687478,6.18
"12799",153687479,5.91
"12800",153687480,7.52
"12801",153687481,5.045
"12802",153687482,6.17
"12803",153687498,5.77
"12804",153687499,5.55
"12805",153687506,2.315
"12806",153687507,2.135
"12807",153687572,1.86
"12808",153687712,9.61
"12809",153687727,0
"12810",153687730,0
"12811",153687741,5.34
"12812",153687792,5.27
"12813",153687807,1.41
"12814",153687897,2.69
"12815",153687898,9.47
"12816",153687900,4.55
"12817",153687903,6.17
"12818",153687906,7.37
"12819",153687910,4.225
"12820",153687911,5.615
"12821",153687914,5.88
"12822",153687941,7.92
"12823",153687943,7.8
"12824",153687948,8.23
"12825",153687951,7.375
"12826",153687953,5.68
"12827",153687954,5.515
"12828",153687955,7.28
"12829",153687957,7.59
"12830",153687958,5.665
"12831",153687959,8.205
"12832",153687960,8.2
"12833",153687961,4.42
"12834",153687962,4.12
"12835",153687963,4.16
"12836",153687964,3.47
"12837",153687968,8.13
"12838",153687987,4.65
"12839",153687988,4.41
"12840",153687989,1.95
"12841",153687990,4.36
"12842",153687991,4.45
"12843",153687992,4.24
"12844",153687994,8.93
"12845",153687998,2.89
"12846",153687999,5.12
"12847",153688001,3.31
"12848",153688005,5.165
"12849",153688006,4.8
"12850",153688007,4.53
"12851",153688011,4.89
"12852",153688030,8.46
"12853",153688031,8.765
"12854",153688034,5.185
"12855",153688037,9.73
"12856",153688039,5.68
"12857",153688064,0
"12858",153688068,0
"12859",153688085,4.34
"12860",153688090,6.435
"12861",153688091,10.08
"12862",153688092,0
"12863",153688093,6.95
"12864",153688095,8.37
"12865",153688096,7.125
"12866",153688099,6.875
"12867",153688100,5.68
"12868",153688101,7.91
"12869",153688102,4.99
"12870",153688106,9.87
"12871",153688111,9.765
"12872",153688112,10.29
"12873",153688113,9.5
"12874",153688114,9.8
"12875",153688115,9.54
"12876",153688116,9.94
"12877",153688118,6.42
"12878",153688119,9.1
"12879",153688120,7.525
"12880",153688121,8.32
"12881",153688128,2.42
"12882",153688129,2.36
"12883",153688130,2.6
"12884",153688144,3.25
"12885",153688145,3.75
"12886",153688146,3.37
"12887",153688150,0
"12888",153688151,4.49
"12889",153688153,0
"12890",153688158,0
"12891",153688169,0
"12892",153688178,8.3
"12893",153688187,8.11
"12894",153688188,10.52
"12895",153688204,8.49
"12896",153688209,9.36
"12897",153688210,7.78
"12898",153688211,6.97
"12899",153688212,3.17
"12900",153688213,4.5
"12901",153688214,7.825
"12902",153688219,0
"12903",153688220,5.83
"12904",153688221,5.93
"12905",153688225,4.95
"12906",153688228,2.73
"12907",153688229,3.14
"12908",153688230,0
"12909",153688235,2.87
"12910",153688239,8.7
"12911",153688248,8.04
"12912",153688255,3.04
"12913",153688259,5.73
"12914",153688260,1.71
"12915",153688261,3.22
"12916",153688275,2.49
"12917",153688276,2.89
"12918",153688277,2.32
"12919",153688279,2.13
"12920",153688305,6.06
"12921",153688310,8.64
"12922",153688313,9.59
"12923",153688330,2.91
"12924",153688332,7.98
"12925",153688353,5.55
"12926",153688354,5.47
"12927",153688356,5.31
"12928",153688357,5.12
"12929",153688359,5.37
"12930",153688360,5.39
"12931",153688362,5.41
"12932",153688364,5.33
"12933",153688365,4.8
"12934",153688366,4.81
"12935",153688396,6.84
"12936",153688398,5.82
"12937",153688400,7.9
"12938",153688401,7.3
"12939",153688402,6.405
"12940",153688404,5.28
"12941",153688406,4.24
"12942",153688420,4.04
"12943",153688421,4.36
"12944",153688422,3.68
"12945",153688586,4.04
"12946",153688751,2.36
"12947",153688773,1.53
"12948",153688883,7.55
"12949",153689073,2.37
"12950",153689543,5.59
"12951",153689546,4.93
"12952",153689547,5.02
"12953",153689563,6.46
"12954",153689564,6.65
"12955",153689565,6.42
"12956",153689569,6.56
"12957",153689571,5.92
"12958",153689572,5.86
"12959",153689573,6.12
"12960",153689576,5.12
"12961",153689578,6.42
"12962",153689581,6.09
"12963",153689591,1.44
"12964",153689618,0
"12965",153689626,0
"12966",153689628,5.82
"12967",153689650,5.9
"12968",153689652,5.45
"12969",153689654,5.95
"12970",153689659,3.8
"12971",153689661,5.15
"12972",153689664,1.29
"12973",153689665,4.14
"12974",153689668,4.9
"12975",153689669,4.45
"12976",153689671,3.37
"12977",153689672,3.42
"12978",153689673,6.04
"12979",153689675,8.01
"12980",153689690,6.16
"12981",153689804,6.22
"12982",153689836,6.24
"12983",153689849,5.87
"12984",153689850,5.6
"12985",153689851,5.89
"12986",153689865,5.86
"12987",153689870,5.91
"12988",153689873,5.78
"12989",153689883,5.32
"12990",153689884,5.37
"12991",153689888,5.86
"12992",153689946,5.93
"12993",153689949,5.57
"12994",153689956,5.47
"12995",153689958,5.37
"12996",153689968,5.4
"12997",153689969,2.26
"12998",153689992,2.465
"12999",153689994,2.56
"13000",153689996,2.65
"13001",153690020,2.37
"13002",153690022,2.65
"13003",153690024,2.65
"13004",153690076,2.92
"13005",153690077,4.24
"13006",153690078,3.28
"13007",153690103,6.48
"13008",153690109,3.48
"13009",153690111,4.59
"13010",153690113,5.48
"13011",153690123,20.23
"13012",153690124,6.93
"13013",153690126,84.01
"13014",153690131,4.825
"13015",153690132,3.43
"13016",153690141,6.87
"13017",153690142,6.77
"13018",153690276,0.04
"13019",153690277,2.17
"13020",153690278,4.25
"13021",153690290,2.565
"13022",153690291,2.57
"13023",153690292,2.715
"13024",153690293,2.945
"13025",153690316,1.08
"13026",153690326,1.15
"13027",153690329,1.19
"13028",153690330,1.31
"13029",153690333,2.96
"13030",153690335,1.09
"13031",153690337,2.88
"13032",153690339,1.52
"13033",153690340,5.6
"13034",153690343,5.28
"13035",153690344,4.955
"13036",153690345,5.55
"13037",153690346,5.13
"13038",153690349,6.42
"13039",153690366,2.3
"13040",153690367,2.46
"13041",153690371,3.43
"13042",153690372,3.71
"13043",153690373,3.95
"13044",153690374,2.8
"13045",153690468,2.83
"13046",153690469,3.1
"13047",153690471,2.98
"13048",153690472,2.895
"13049",153690474,2.825
"13050",153690476,2.93
"13051",153690481,3.025
"13052",153690485,2.93
"13053",153690496,2.695
"13054",153690497,2.51
"13055",153690502,2.165
"13056",153690506,2.165
"13057",153690507,1.81
"13058",153690510,1.43
"13059",153690763,5.27
"13060",153690767,5.26
"13061",153690771,5.23
"13062",153690774,5.16
"13063",153690775,5.3
"13064",153690778,6.82
"13065",153690793,7.06
"13066",153690795,3.535
"13067",153690796,1.65
"13068",153690798,7.08
"13069",153690800,0.88
"13070",153690813,7.17
"13071",153690816,6.96
"13072",153690819,6.85
"13073",153690820,6.67
"13074",153690823,6.42
"13075",153690824,6.4
"13076",153690827,6.7
"13077",153690830,6.83
"13078",153690831,7.01
"13079",153690832,7.11
"13080",153690836,6
"13081",153690837,4.72
"13082",153690923,7.11
"13083",153690934,6.97
"13084",153690935,7.25
"13085",153690937,7.15
"13086",153690938,6.92
"13087",153690943,7.21
"13088",153690945,7.39
"13089",153690952,7.1
"13090",153690955,6.83
"13091",153690968,5.855
"13092",153690970,7.4
"13093",153690971,5.53
"13094",153690973,5.38
"13095",153690974,6.01
"13096",153690976,4.915
"13097",153690977,4.535
"13098",153690978,6.35
"13099",153690979,6.62
"13100",153690980,7.74
"13101",153690984,6.78
"13102",153690995,5.245
"13103",153690996,6.62
"13104",153690998,6.37
"13105",153691002,6.3
"13106",153691006,5.6
"13107",153691092,6.49
"13108",153691096,6.27
"13109",153691098,0
"13110",153691100,3.885
"13111",153691102,6.53
"13112",153691105,0
"13113",153691110,3.53
"13114",153691114,0
"13115",153691115,5.56
"13116",153691117,5.74
"13117",153691119,4.02
"13118",153691120,7.46
"13119",153691121,3.72
"13120",153691122,5.625
"13121",153691125,3.4
"13122",153691126,3.47
"13123",153691129,3.595
"13124",153691132,3.865
"13125",153691134,24.42
"13126",153691135,0
"13127",153691137,7.77
"13128",153691138,7.65
"13129",153691140,8.28
"13130",153691145,7.82
"13131",153691147,0
"13132",153691148,0
"13133",153691150,7.93
"13134",153691151,0
"13135",153691155,0
"13136",153691161,5.635
"13137",153691166,6.38
"13138",153691168,0
"13139",153691169,0
"13140",153691170,6.89
"13141",153691177,7.4
"13142",153691178,0
"13143",153691179,0
"13144",153691180,6.94
"13145",153691184,3.845
"13146",153691190,0
"13147",153691196,7
"13148",153691197,0
"13149",153691200,6.91
"13150",153691203,0
"13151",153691231,2.7
"13152",153691251,3.88
"13153",153691261,7.04
"13154",153691262,0
"13155",153691264,7.14
"13156",153691267,11.06
"13157",153691269,6.28
"13158",153691272,5.64
"13159",153691273,4.4
"13160",153691276,6.94
"13161",153691279,5.42
"13162",153691282,7
"13163",153691290,7.13
"13164",153691294,6.97
"13165",153691299,7.04
"13166",153691300,14.75
"13167",153691315,9.03
"13168",153691334,5.96
"13169",153691335,3.23
"13170",153691336,7.33
"13171",153691347,6.63
"13172",153691348,10.89
"13173",153691351,11.06
"13174",153691356,6.17
"13175",153691357,10.81
"13176",153691381,9.61
"13177",153691382,5.72
"13178",153691385,5.57
"13179",153691387,8.48
"13180",153691390,7.96
"13181",153691392,5.39
"13182",153691394,5.58
"13183",153691397,6.72
"13184",153691398,5.17
"13185",153691404,5.02
"13186",153691407,5.24
"13187",153691409,4.54
"13188",153691425,3.12
"13189",153691426,7.71
"13190",153691427,5.04
"13191",153691428,4.64
"13192",153691430,5.34
"13193",153691447,3.43
"13194",153691493,4.25
"13195",153691498,2.87
"13196",153691507,0.86
"13197",153691510,0.98
"13198",153691512,0.98
