"","edgeuid","year","total_trips"
"46185",157521735,2021,60
"46186",157521736,2019,40
"46187",157521737,2019,30
"46188",157521738,2019,30
"46189",157521745,2019,35
"46190",157521749,2019,125
"46191",157521752,2019,130
"46192",157521759,2019,5
"46193",157521761,2019,15
"46194",157521762,2019,10
"46195",157521764,2019,15
"46196",157521765,2019,15
"46197",157521766,2019,10
"46198",157521767,2019,10
"46199",157521768,2019,15
"46200",157521771,2019,15
"46201",157521773,2019,15
"46202",157521774,2019,15
"46203",157521775,2019,5
"46204",157521776,2019,5
"46205",157521778,2019,5
"46206",157521781,2019,5
"46207",157521783,2019,5
"46208",157521784,2019,5
"46209",157521786,2019,5
"46210",157521786,2021,10
"46211",157521787,2019,5
"46212",157521788,2019,5
"46213",157521789,2019,5
"46214",157521791,2019,5
"46215",157521793,2019,5
"46216",157521794,2019,5
"46217",157521796,2019,5
"46218",157521807,2019,5
"46219",157521831,2019,5
"46220",157521833,2019,5
"46221",157521833,2021,10
"46222",157521834,2019,5
"46223",157521835,2019,5
"46224",157521839,2019,5
"46225",157521841,2019,5
"46226",157521849,2019,5
"46227",157521856,2019,5
"46228",157521864,2019,5
"46229",157521870,2019,5
"46230",157521872,2019,5
"46231",157521874,2019,5
"46232",157521880,2019,170
"46233",157521881,2019,175
"46234",157521885,2019,5
"46235",157521885,2021,5
"46236",157521886,2019,180
"46237",157521887,2019,5
"46238",157521887,2021,5
"46239",157521889,2019,175
"46240",157521890,2019,175
"46241",157521892,2019,170
"46242",157521896,2019,35
"46243",157521897,2019,35
"46244",157521898,2019,35
"46245",157521899,2019,165
"46246",157521900,2019,165
"46247",157521901,2019,165
"46248",157521902,2019,165
"46249",157521903,2019,125
"46250",157521909,2019,170
"46251",157521911,2019,130
"46252",157521913,2019,130
"46253",157521916,2019,125
"46254",157521917,2019,5
"46255",157521918,2019,120
"46256",157521919,2019,130
"46257",157521936,2019,170
"46258",157521937,2019,170
"46259",157522120,2019,875
"46260",157522125,2019,820
"46261",157522129,2019,655
"46262",157522130,2019,85
"46263",157522131,2019,250
"46264",157522132,2019,820
"46265",157522133,2019,90
"46266",157522133,2021,165
"46267",157522134,2019,30
"46268",157522135,2019,60
"46269",157522136,2019,95
"46270",157522137,2019,95
"46271",157522143,2019,35
"46272",157522143,2021,60
"46273",157522144,2019,35
"46274",157522145,2019,35
"46275",157522150,2019,40
"46276",157522152,2019,40
"46277",157522155,2019,35
"46278",157522165,2019,875
"46279",157522165,2021,230
"46280",157522170,2019,880
"46281",157522171,2019,880
"46282",157522172,2019,870
"46283",157522184,2021,10
"46284",157522198,2019,900
"46285",157522199,2019,890
"46286",157522200,2019,900
"46287",157522219,2019,900
"46288",157522219,2021,225
"46289",157522220,2019,900
"46290",157522227,2019,900
"46291",157522229,2021,5
"46292",157522230,2019,895
"46293",157522238,2019,915
"46294",157522241,2019,900
"46295",157522241,2021,220
"46296",157522243,2021,5
"46297",157522244,2019,915
"46298",157522250,2019,45
"46299",157522250,2021,40
"46300",157522251,2019,45
"46301",157522253,2019,880
"46302",157522254,2019,880
"46303",157522255,2019,885
"46304",157522257,2019,40
"46305",157522258,2019,45
"46306",157522259,2019,890
"46307",157522262,2019,45
"46308",157522266,2019,45
"46309",157522266,2021,40
"46310",157522269,2019,40
"46311",157522304,2019,915
"46312",157522308,2019,910
"46313",157522309,2019,900
"46314",157522310,2019,780
"46315",157522312,2019,895
"46316",157522316,2019,45
"46317",157522320,2019,45
"46318",157522320,2021,50
"46319",157522321,2019,45
"46320",157522325,2019,895
"46321",157522326,2019,890
"46322",157522329,2019,45
"46323",157522333,2019,45
"46324",157522335,2019,45
"46325",157522339,2019,40
"46326",157522340,2019,45
"46327",157522343,2019,40
"46328",157522346,2019,40
"46329",157522348,2019,40
"46330",157522349,2019,40
"46331",157522350,2019,40
"46332",157522351,2019,40
"46333",157522353,2019,40
"46334",157522354,2019,40
"46335",157522357,2019,40
"46336",157522359,2019,40
"46337",157522360,2019,35
"46338",157522362,2019,40
"46339",157522362,2021,125
"46340",157522364,2019,40
"46341",157522365,2019,40
"46342",157522366,2019,40
"46343",157522369,2019,40
"46344",157522373,2019,40
"46345",157522380,2019,895
"46346",157522380,2021,235
"46347",157522385,2019,890
"46348",157522391,2019,890
"46349",157522399,2019,890
"46350",157522407,2019,890
"46351",157522409,2019,10
"46352",157522411,2019,885
"46353",157522420,2019,45
"46354",157522420,2021,45
"46355",157522432,2019,10
"46356",157522433,2019,885
"46357",157522435,2019,10
"46358",157522438,2019,895
"46359",157522439,2019,900
"46360",157522444,2019,10
"46361",157522446,2019,895
"46362",157522448,2019,10
"46363",157522449,2019,890
"46364",157522457,2019,890
"46365",157522459,2019,10
"46366",157522481,2019,95
"46367",157522484,2019,95
"46368",157522488,2019,10
"46369",157522489,2019,5
"46370",157522490,2019,905
"46371",157522492,2019,90
"46372",157522493,2019,90
"46373",157522507,2019,40
"46374",157522510,2019,45
"46375",157522510,2021,125
"46376",157522512,2019,105
"46377",157522513,2019,40
"46378",157522514,2019,100
"46379",157522514,2021,270
"46380",157522526,2019,35
"46381",157522526,2021,60
"46382",157522528,2019,30
"46383",157522536,2019,35
"46384",157522537,2019,10
"46385",157522559,2019,15
"46386",157522566,2019,20
"46387",157522567,2019,20
"46388",157522568,2019,20
"46389",157522570,2019,20
"46390",157522570,2021,15
"46391",157522571,2019,20
"46392",157522582,2019,20
"46393",157522584,2019,25
"46394",157522585,2019,25
"46395",157522586,2019,35
"46396",157522587,2019,20
"46397",157522589,2019,35
"46398",157522590,2019,35
"46399",157522592,2019,35
"46400",157522592,2021,105
"46401",157522607,2019,35
"46402",157522612,2019,35
"46403",157522615,2019,35
"46404",157522616,2019,35
"46405",157522618,2019,35
"46406",157522623,2019,35
"46407",157522675,2019,120
"46408",157522684,2019,125
"46409",157522688,2019,120
"46410",157522690,2019,110
"46411",157522697,2019,110
"46412",157522739,2019,120
"46413",157522740,2019,105
"46414",157522741,2019,120
"46415",157522741,2021,145
"46416",157522742,2019,90
"46417",157522745,2019,120
"46418",157522747,2019,125
"46419",157522748,2019,125
"46420",157522755,2019,125
"46421",157522758,2019,130
"46422",157522783,2019,5
"46423",157522790,2019,5
"46424",157522807,2021,5
"46425",157522833,2019,5
"46426",157522834,2019,5
"46427",157522836,2019,5
"46428",157522839,2019,5
"46429",157522855,2019,5
"46430",157522890,2019,10
"46431",157522892,2019,910
"46432",157522893,2019,870
"46433",157522896,2019,15
"46434",157522897,2019,900
"46435",157522897,2021,235
"46436",157522899,2019,75
"46437",157522901,2019,90
"46438",157522901,2021,225
"46439",157522904,2019,15
"46440",157522905,2019,890
"46441",157522906,2019,15
"46442",157522908,2019,895
"46443",157522909,2019,900
"46444",157522912,2019,90
"46445",157522913,2019,90
"46446",157522916,2019,10
"46447",157522917,2019,5
"46448",157522918,2019,900
"46449",157522922,2019,90
"46450",157522922,2021,220
"46451",157522924,2019,95
"46452",157522926,2019,905
"46453",157522926,2021,245
"46454",157522928,2019,905
"46455",157522929,2019,15
"46456",157522929,2021,45
"46457",157522930,2019,905
"46458",157522931,2019,40
"46459",157522932,2019,15
"46460",157522938,2019,30
"46461",157522939,2019,55
"46462",157522977,2019,145
"46463",157522979,2019,135
"46464",157522983,2019,10
"46465",157522984,2019,145
"46466",157522986,2019,145
"46467",157522989,2019,145
"46468",157522990,2019,5
"46469",157522991,2019,10
"46470",157522992,2019,10
"46471",157522993,2019,1035
"46472",157522994,2019,10
"46473",157522995,2019,5
"46474",157522997,2019,5
"46475",157522999,2019,1080
"46476",157523007,2019,10
"46477",157523008,2019,1090
"46478",157523009,2019,10
"46479",157523010,2019,30
"46480",157523014,2019,10
"46481",157523017,2019,15
"46482",157523017,2021,10
"46483",157523018,2019,5
"46484",157523019,2019,10
"46485",157523021,2019,10
"46486",157523021,2021,5
"46487",157523022,2019,1145
"46488",157523025,2019,375
"46489",157523026,2019,1135
"46490",157523027,2019,25
"46491",157523028,2019,160
"46492",157523029,2019,10
"46493",157523030,2019,215
"46494",157523031,2019,20
"46495",157523034,2019,20
"46496",157523034,2021,20
"46497",157523038,2019,20
"46498",157523040,2019,25
"46499",157523041,2019,25
"46500",157523042,2019,15
"46501",157523043,2019,10
"46502",157523044,2019,20
"46503",157523088,2019,5
"46504",157523088,2021,20
"46505",157523107,2019,5
"46506",157523108,2019,5
"46507",157523109,2019,5
"46508",157523111,2019,215
"46509",157523112,2019,215
"46510",157523118,2019,220
"46511",157523121,2019,220
"46512",157523123,2019,220
"46513",157523125,2019,220
"46514",157523128,2019,5
"46515",157523129,2019,205
"46516",157523130,2019,205
"46517",157523131,2019,5
"46518",157523132,2019,875
"46519",157523140,2019,875
"46520",157523142,2019,885
"46521",157523143,2019,810
"46522",157523145,2019,690
"46523",157523148,2019,890
"46524",157523148,2021,255
"46525",157523149,2019,885
"46526",157523154,2019,885
"46527",157523155,2019,220
"46528",157523156,2019,220
"46529",157523158,2019,220
"46530",157523162,2019,220
"46531",157523166,2019,230
"46532",157523167,2019,220
"46533",157523196,2019,895
"46534",157523198,2019,890
"46535",157523198,2021,285
"46536",157523200,2019,715
"46537",157523202,2019,850
"46538",157523208,2019,875
"46539",157523210,2019,890
"46540",157523254,2019,235
"46541",157523329,2019,890
"46542",157523329,2021,300
"46543",157523330,2019,890
"46544",157523333,2019,890
"46545",157523349,2019,880
"46546",157523350,2019,895
"46547",157523352,2019,860
"46548",157523353,2019,880
"46549",157523353,2021,315
"46550",157523355,2019,5
"46551",157523356,2019,880
"46552",157523361,2019,880
"46553",157523364,2019,880
"46554",157523364,2021,310
"46555",157523365,2019,880
"46556",157523367,2019,880
"46557",157523375,2019,5
"46558",157523414,2019,5
"46559",157523416,2019,5
"46560",157523428,2019,5
"46561",157523431,2019,5
"46562",157523432,2019,5
"46563",157523563,2019,5
"46564",157523564,2019,5
"46565",157523565,2019,5
"46566",157523584,2019,5
"46567",157523585,2019,5
"46568",157523590,2019,10
"46569",157523604,2019,25
"46570",157523604,2021,20
"46571",157523605,2019,25
"46572",157523607,2019,25
"46573",157523609,2019,25
"46574",157523613,2019,25
"46575",157523614,2019,20
"46576",157523615,2019,15
"46577",157523643,2019,25
"46578",157523644,2019,20
"46579",157523651,2019,25
"46580",157523654,2019,25
"46581",157523665,2019,25
"46582",157523667,2019,25
"46583",157523669,2019,25
"46584",157523669,2021,15
"46585",157523716,2019,20
"46586",157523718,2019,20
"46587",157523720,2019,5
"46588",157523721,2019,5
"46589",157523722,2019,15
"46590",157523772,2019,10
"46591",157523773,2019,15
"46592",157523774,2019,15
"46593",157523777,2019,15
"46594",157523778,2019,15
"46595",157523780,2019,15
"46596",157523787,2019,15
"46597",157523790,2019,10
"46598",157523791,2019,5
"46599",157523792,2019,5
"46600",157523793,2019,10
"46601",157523795,2019,15
"46602",157523797,2019,15
"46603",157523798,2019,40
"46604",157523799,2019,15
"46605",157523804,2019,30
"46606",157523805,2019,20
"46607",157523806,2019,5
"46608",157523808,2019,30
"46609",157523809,2019,10
"46610",157523816,2019,40
"46611",157523818,2019,10
"46612",157523819,2019,15
"46613",157523821,2019,15
"46614",157523822,2019,15
"46615",157523865,2019,15
"46616",157523867,2019,15
"46617",157523887,2019,40
"46618",157523889,2019,30
"46619",157523890,2019,40
"46620",157523890,2021,55
"46621",157523892,2019,10
"46622",157523893,2019,10
"46623",157523893,2021,10
"46624",157523894,2019,40
"46625",157523895,2019,10
"46626",157523895,2021,10
"46627",157523897,2019,10
"46628",157523901,2019,10
"46629",157523901,2021,10
"46630",157523902,2019,10
"46631",157523903,2019,80
"46632",157523903,2021,85
"46633",157523904,2019,75
"46634",157523905,2019,75
"46635",157523906,2019,75
"46636",157523918,2019,10
"46637",157523921,2019,50
"46638",157523921,2021,70
"46639",157523922,2019,10
"46640",157523925,2019,50
"46641",157523928,2019,10
"46642",157523929,2019,10
"46643",157523931,2019,50
"46644",157523933,2019,45
"46645",157523934,2019,45
"46646",157523936,2019,45
"46647",157523936,2021,70
"46648",157523938,2019,45
"46649",157523948,2019,45
"46650",157523970,2021,5
"46651",157523988,2019,45
"46652",157523989,2019,45
"46653",157523989,2021,70
"46654",157523993,2019,45
"46655",157524011,2019,45
"46656",157524011,2021,70
"46657",157524012,2019,45
"46658",157524012,2021,70
"46659",157524015,2019,50
"46660",157524030,2019,40
"46661",157524036,2019,5
"46662",157524037,2019,5
"46663",157524044,2019,5
"46664",157524045,2019,10
"46665",157524046,2019,5
"46666",157524050,2021,5
"46667",157524064,2021,5
"46668",157524069,2019,10
"46669",157524075,2019,15
"46670",157524076,2019,15
"46671",157524077,2019,15
"46672",157524079,2019,5
"46673",157524084,2019,5
"46674",157524087,2019,5
"46675",157524089,2019,5
"46676",157524091,2019,5
"46677",157524091,2021,5
"46678",157524099,2019,75
"46679",157524132,2019,75
"46680",157524133,2019,75
"46681",157524133,2021,60
"46682",157524134,2019,70
"46683",157524156,2019,5
"46684",157524159,2019,5
"46685",157524159,2021,5
"46686",157524163,2019,5
"46687",157524165,2019,5
"46688",157524168,2019,5
"46689",157524168,2021,5
"46690",157524225,2019,70
"46691",157524228,2019,65
"46692",157524230,2019,60
"46693",157524237,2019,5
"46694",157524241,2019,5
"46695",157524242,2019,5
"46696",157524247,2019,50
"46697",157524253,2019,50
"46698",157524255,2019,5
"46699",157524256,2019,5
"46700",157524265,2019,5
"46701",157524269,2021,10
"46702",157524301,2019,50
"46703",157524302,2019,50
"46704",157524305,2019,50
"46705",157524319,2019,45
"46706",157524321,2019,45
"46707",157524327,2019,30
"46708",157524335,2019,30
"46709",157524336,2019,30
"46710",157524337,2019,30
"46711",157524339,2019,30
"46712",157524340,2019,30
"46713",157524347,2019,30
"46714",157524348,2019,15
"46715",157524350,2019,30
"46716",157524353,2019,30
"46717",157524356,2019,25
"46718",157524358,2019,25
"46719",157524360,2019,25
"46720",157524366,2019,25
"46721",157524368,2019,25
"46722",157524369,2019,25
"46723",157524372,2019,25
"46724",157524382,2019,25
"46725",157524420,2019,5
"46726",157524422,2019,20
"46727",157524423,2019,25
"46728",157524424,2019,20
"46729",157524425,2019,5
"46730",157524426,2019,15
"46731",157524433,2019,40
"46732",157524436,2019,40
"46733",157524452,2019,5
"46734",157524453,2019,30
"46735",157524472,2019,30
"46736",157524473,2019,30
"46737",157524475,2019,10
"46738",157524476,2019,20
"46739",157524478,2019,20
"46740",157524482,2019,5
"46741",157524483,2019,5
"46742",157524484,2019,5
"46743",157524486,2019,5
"46744",157524487,2019,5
"46745",157524488,2019,5
"46746",157524491,2019,5
"46747",157524494,2019,5
"46748",157524495,2019,5
"46749",157524496,2019,5
"46750",157524497,2019,5
"46751",157524512,2019,20
"46752",157524513,2019,20
"46753",157524544,2019,10
"46754",157524545,2019,10
"46755",157524546,2019,10
"46756",157524663,2019,170
"46757",157524665,2019,170
"46758",157524670,2019,170
"46759",157524674,2019,170
"46760",157524678,2019,170
"46761",157524678,2021,220
"46762",157524680,2019,170
"46763",157524680,2021,225
"46764",157524681,2019,170
"46765",157524685,2019,170
"46766",157524686,2019,170
"46767",157524687,2019,170
"46768",157524690,2019,165
"46769",157524691,2019,170
"46770",157524701,2019,170
"46771",157524702,2019,175
"46772",157524704,2019,175
"46773",157524705,2019,170
"46774",157524979,2019,880
"46775",157529552,2019,40
"46776",157529552,2021,70
"46777",157529553,2019,40
"46778",157529555,2019,45
"46779",157529555,2021,65
"46780",157529566,2019,55
"46781",157529571,2019,55
"46782",157529573,2019,50
"46783",157529588,2019,55
"46784",157529588,2021,65
"46785",157529591,2019,60
"46786",157529592,2019,5
"46787",157529593,2019,60
"46788",157529593,2021,75
"46789",157529594,2019,50
"46790",157529595,2019,50
"46791",157529638,2019,20
"46792",157529640,2019,20
"46793",157529641,2019,20
"46794",157529641,2021,25
"46795",157529642,2019,20
"46796",157529643,2019,20
"46797",157529657,2019,55
"46798",157529657,2021,75
"46799",157529658,2019,5
"46800",157529659,2019,15
"46801",157529659,2021,5
"46802",157529660,2019,5
"46803",157529661,2019,5
"46804",157529669,2019,5
"46805",157529671,2019,5
"46806",157529681,2019,30
"46807",157529684,2019,30
"46808",157529685,2019,30
"46809",157529686,2019,5
"46810",157529691,2019,5
"46811",157529692,2019,5
"46812",157529694,2019,15
"46813",157529694,2021,50
"46814",157529696,2019,10
"46815",157529697,2019,5
"46816",157529698,2019,10
"46817",157529699,2019,15
"46818",157529700,2019,15
"46819",157529701,2019,15
"46820",157529702,2019,20
"46821",157529704,2019,20
"46822",157529709,2019,10
"46823",157529710,2019,5
"46824",157529711,2019,20
"46825",157529712,2019,20
"46826",157529712,2021,10
"46827",157529713,2019,20
"46828",157529713,2021,10
"46829",157529721,2019,20
"46830",157529723,2019,20
"46831",157529725,2019,20
"46832",157529728,2019,20
"46833",157529729,2019,20
"46834",157529729,2021,25
"46835",157529732,2019,20
"46836",157529733,2019,20
"46837",157529736,2019,20
"46838",157529741,2019,20
"46839",157529743,2019,20
"46840",157529743,2021,10
"46841",157529744,2019,15
"46842",157529746,2019,5
"46843",157529749,2019,20
"46844",157529752,2019,20
"46845",157529753,2019,15
"46846",157529754,2019,20
"46847",157529755,2019,25
"46848",157529756,2019,25
"46849",157529757,2019,25
"46850",157529760,2019,15
"46851",157529763,2019,15
"46852",157529768,2019,15
"46853",157529773,2019,15
"46854",157529776,2019,15
"46855",157529778,2019,25
"46856",157529778,2021,20
"46857",157529781,2019,25
"46858",157529786,2019,25
"46859",157529792,2019,25
"46860",157529794,2019,25
"46861",157529795,2019,25
"46862",157529802,2019,15
"46863",157529803,2019,15
"46864",157529808,2019,25
"46865",157529830,2019,20
"46866",157529831,2019,30
"46867",157529834,2019,20
"46868",157529836,2019,30
"46869",157529838,2019,20
"46870",157529855,2019,25
"46871",157529860,2019,5
"46872",157529861,2019,5
"46873",157529861,2021,25
"46874",157529863,2019,10
"46875",157529866,2019,10
"46876",157529868,2021,10
"46877",157529907,2019,10
"46878",157529909,2019,10
"46879",157529909,2021,5
"46880",157529911,2019,15
"46881",157529925,2019,5
"46882",157529928,2019,5
"46883",157529929,2019,5
"46884",157529935,2019,5
"46885",157529937,2019,5
"46886",157529938,2019,5
"46887",157529938,2021,30
"46888",157529943,2019,5
"46889",157529943,2021,30
"46890",157529946,2019,5
"46891",157529948,2019,5
"46892",157529950,2019,5
"46893",157529952,2019,5
"46894",157529957,2019,5
"46895",157529958,2019,5
"46896",157529959,2019,5
"46897",157529962,2019,15
"46898",157529963,2019,10
"46899",157529964,2019,15
"46900",157529966,2019,15
"46901",157529973,2019,15
"46902",157529978,2019,15
"46903",157529979,2019,15
"46904",157529996,2019,5
"46905",157529998,2019,5
"46906",157530002,2019,5
"46907",157530010,2019,5
"46908",157530011,2019,5
"46909",157530011,2021,30
"46910",157530017,2019,5
"46911",157530023,2019,5
"46912",157530024,2019,5
"46913",157530024,2021,15
"46914",157530032,2019,5
"46915",157530034,2019,5
"46916",157530035,2019,20
"46917",157530042,2019,25
"46918",157530042,2021,15
"46919",157530043,2019,25
"46920",157530044,2019,25
"46921",157530045,2019,25
"46922",157530045,2021,15
"46923",157530046,2019,25
"46924",157530054,2019,25
"46925",157530056,2019,25
"46926",157530057,2019,20
"46927",157530058,2019,20
"46928",157530058,2021,20
"46929",157530059,2019,20
"46930",157530060,2019,20
"46931",157530065,2019,25
"46932",157530080,2019,10
"46933",157530082,2019,10
"46934",157530082,2021,15
"46935",157530085,2019,10
"46936",157530086,2019,10
"46937",157530087,2019,10
"46938",157530088,2019,10
"46939",157530090,2019,10
"46940",157530091,2019,5
"46941",157530092,2019,5
"46942",157530093,2019,5
"46943",157530155,2019,15
"46944",157530156,2019,20
"46945",157530156,2021,15
"46946",157530158,2019,20
"46947",157530159,2019,15
"46948",157530167,2019,5
"46949",157530169,2019,5
"46950",157530170,2019,15
"46951",157530171,2019,15
"46952",157530172,2019,15
"46953",157530175,2019,5
"46954",157530185,2019,15
"46955",157530194,2019,20
"46956",157530197,2019,20
"46957",157530197,2021,5
"46958",157530198,2019,20
"46959",157530208,2019,20
"46960",157530210,2019,20
"46961",157530218,2019,20
"46962",157530218,2021,5
"46963",157530219,2019,20
"46964",157530220,2019,20
"46965",157530228,2019,5
"46966",157530232,2019,10
"46967",157530232,2021,15
"46968",157530234,2019,20
"46969",157530234,2021,15
"46970",157530235,2019,10
"46971",157530236,2019,25
"46972",157530237,2019,15
"46973",157530238,2019,30
"46974",157530240,2019,10
"46975",157530241,2019,10
"46976",157530245,2019,5
"46977",157530247,2019,5
"46978",157530252,2019,15
"46979",157530254,2019,10
"46980",157530260,2019,10
"46981",157530272,2019,15
"46982",157530281,2021,5
"46983",157530285,2019,15
"46984",157530289,2019,15
"46985",157530289,2021,10
"46986",157530290,2019,10
"46987",157530291,2019,5
"46988",157530292,2019,10
"46989",157530293,2019,10
"46990",157530293,2021,10
"46991",157530295,2019,5
"46992",157530296,2019,5
"46993",157530297,2019,5
"46994",157530298,2019,5
"46995",157530299,2019,5
"46996",157530301,2019,5
"46997",157530302,2019,15
"46998",157530303,2019,15
"46999",157530304,2019,5
"47000",157530305,2019,5
"47001",157530306,2019,10
"47002",157530309,2019,5
"47003",157530310,2021,20
"47004",157530311,2019,5
"47005",157530312,2019,5
"47006",157530313,2019,5
"47007",157530315,2019,5
"47008",157530316,2019,5
"47009",157530317,2019,5
"47010",157530318,2019,5
"47011",157530320,2019,5
"47012",157530322,2019,5
"47013",157530330,2019,15
"47014",157530333,2019,15
"47015",157530337,2019,15
"47016",157530338,2019,15
"47017",157530341,2019,15
"47018",157530343,2019,10
"47019",157530347,2019,15
"47020",157530348,2019,10
"47021",157530350,2019,10
"47022",157530351,2019,10
"47023",157530352,2019,10
"47024",157530354,2019,15
"47025",157530355,2019,30
"47026",157530370,2019,5
"47027",157530372,2019,5
"47028",157530380,2019,5
"47029",157530382,2019,5
"47030",157530387,2019,5
"47031",157530389,2019,10
"47032",157530391,2019,10
"47033",157530392,2019,10
"47034",157530397,2019,10
"47035",157530398,2019,10
"47036",157530400,2019,10
"47037",157530400,2021,25
"47038",157530401,2019,10
"47039",157530404,2019,5
"47040",157530427,2019,5
"47041",157530435,2019,30
"47042",157530441,2019,10
"47043",157530442,2019,5
"47044",157530449,2019,30
"47045",157530452,2019,30
"47046",157530472,2021,10
"47047",157530475,2019,30
"47048",157530480,2019,30
"47049",157530480,2021,20
"47050",157530485,2019,25
"47051",157530485,2021,20
"47052",157530498,2019,15
"47053",157530505,2019,15
"47054",157530517,2019,15
"47055",157530518,2019,15
"47056",157530584,2019,15
"47057",157530588,2019,5
"47058",157530589,2019,10
"47059",157530590,2019,5
"47060",157530595,2019,5
"47061",157530621,2019,35
"47062",157530626,2019,35
"47063",157530632,2019,35
"47064",157530638,2019,40
"47065",157530638,2021,20
"47066",157530644,2019,40
"47067",157530650,2019,40
"47068",157530653,2019,40
"47069",157530654,2019,40
"47070",157530659,2019,40
"47071",157530674,2019,10
"47072",157530679,2019,20
"47073",157530679,2021,10
"47074",157530680,2019,40
"47075",157530680,2021,20
"47076",157530686,2019,40
"47077",157530687,2019,40
"47078",157530687,2021,20
"47079",157530691,2019,5
"47080",157530693,2019,5
"47081",157530694,2019,35
"47082",157530695,2019,5
"47083",157530697,2019,40
"47084",157530698,2019,5
"47085",157530699,2019,50
"47086",157530702,2019,50
"47087",157530712,2019,5
"47088",157530713,2019,5
"47089",157530716,2021,10
"47090",157530720,2019,5
"47091",157530732,2019,40
"47092",157530734,2019,35
"47093",157530735,2019,35
"47094",157530736,2019,35
"47095",157530737,2019,5
"47096",157530738,2019,5
"47097",157530739,2019,10
"47098",157530740,2019,40
"47099",157530741,2019,40
"47100",157530742,2019,40
"47101",157530745,2019,15
"47102",157530746,2019,15
"47103",157530747,2019,15
"47104",157530748,2019,15
"47105",157530749,2019,20
"47106",157530750,2019,20
"47107",157530751,2019,20
"47108",157530757,2019,40
"47109",157530760,2019,40
"47110",157530771,2019,20
"47111",157530772,2019,20
"47112",157530775,2019,20
"47113",157530776,2019,20
"47114",157530790,2019,20
"47115",157530790,2021,35
"47116",157530791,2019,20
"47117",157530802,2019,20
"47118",157530803,2019,25
"47119",157530810,2019,40
"47120",157530811,2019,40
"47121",157530827,2019,40
"47122",157530828,2019,40
"47123",157530831,2019,40
"47124",157530831,2021,30
"47125",157530847,2019,5
"47126",157530849,2019,5
"47127",157530850,2019,5
"47128",157530861,2019,5
"47129",157530862,2019,5
"47130",157530866,2019,5
"47131",157530867,2019,5
"47132",157530868,2019,5
"47133",157530869,2019,5
"47134",157530871,2019,5
"47135",157530874,2019,25
"47136",157530876,2019,25
"47137",157530877,2019,25
"47138",157530877,2021,30
"47139",157530886,2019,30
"47140",157530888,2019,30
"47141",157530889,2019,25
"47142",157530891,2019,30
"47143",157530891,2021,45
"47144",157530894,2019,30
"47145",157530915,2019,50
"47146",157530918,2019,50
"47147",157530918,2021,30
"47148",157530919,2019,45
"47149",157530920,2019,50
"47150",157530922,2019,30
"47151",157530924,2019,50
"47152",157530927,2019,45
"47153",157530931,2019,50
"47154",157530931,2021,25
"47155",157530936,2019,50
"47156",157530941,2019,50
"47157",157530949,2019,50
"47158",157530965,2019,5
"47159",157530966,2019,5
"47160",157530967,2019,5
"47161",157530970,2019,5
"47162",157530985,2019,5
"47163",157530986,2019,30
"47164",157530988,2019,25
"47165",157530991,2019,40
"47166",157530991,2021,45
"47167",157530999,2019,40
"47168",157531000,2019,30
"47169",157531003,2019,30
"47170",157531004,2019,30
"47171",157531005,2019,30
"47172",157531033,2021,10
"47173",157531041,2021,10
"47174",157531059,2019,5
"47175",157531060,2019,5
"47176",157531063,2019,5
"47177",157531063,2021,10
"47178",157531065,2019,5
"47179",157531068,2019,5
"47180",157531070,2019,5
"47181",157531071,2019,5
"47182",157531072,2019,5
"47183",157531080,2019,5
"47184",157531082,2019,5
"47185",157531084,2019,5
"47186",157531097,2019,50
"47187",157531099,2019,50
"47188",157531101,2019,40
"47189",157531101,2021,35
"47190",157531102,2019,45
"47191",157531102,2021,25
"47192",157531103,2019,5
"47193",157531108,2019,5
"47194",157531108,2021,5
"47195",157531110,2019,45
"47196",157531111,2019,45
"47197",157531112,2019,45
"47198",157531114,2019,30
"47199",157531116,2019,5
"47200",157531116,2021,5
"47201",157531121,2019,30
"47202",157531125,2019,20
"47203",157531125,2021,20
"47204",157531128,2019,20
"47205",157531129,2019,20
"47206",157531131,2019,20
"47207",157531133,2019,45
"47208",157531134,2019,30
"47209",157531135,2019,20
"47210",157531135,2021,30
"47211",157531136,2019,30
"47212",157531139,2019,45
"47213",157531150,2019,15
"47214",157531152,2019,15
"47215",157531152,2021,5
"47216",157531154,2019,10
"47217",157531163,2019,15
"47218",157531163,2021,5
"47219",157531172,2019,15
"47220",157531175,2019,15
"47221",157531176,2019,10
"47222",157531177,2019,15
"47223",157531179,2019,15
"47224",157531183,2019,20
"47225",157531184,2019,20
"47226",157531185,2019,30
"47227",157531185,2021,40
"47228",157531187,2019,10
"47229",157531189,2019,20
"47230",157531190,2019,20
"47231",157531201,2019,20
"47232",157531270,2019,5
"47233",157531286,2019,5
"47234",157531297,2019,5
"47235",157531298,2019,5
"47236",157531301,2019,5
"47237",157531302,2019,5
"47238",157531303,2019,5
"47239",157531305,2019,5
"47240",157531305,2021,10
"47241",157531319,2019,5
"47242",157531321,2019,5
"47243",157531323,2019,5
"47244",157531324,2019,5
"47245",157531325,2019,5
"47246",157531327,2019,5
"47247",157531369,2019,15
"47248",157531369,2021,10
"47249",157531370,2019,20
"47250",157531371,2019,25
"47251",157531373,2019,15
"47252",157531380,2019,25
"47253",157531381,2019,25
"47254",157531382,2019,25
"47255",157531383,2019,30
"47256",157531383,2021,30
"47257",157531384,2019,5
"47258",157531385,2019,15
"47259",157531386,2019,15
