"","edgeuid","year","total_trips"
"3624",153349933,2019,10
"3625",153349934,2019,1765
"3626",153349935,2019,10
"3627",153349936,2019,1755
"3628",153349937,2019,10
"3629",153349937,2021,10
"3630",153349938,2019,10
"3631",153349939,2019,190
"3632",153349945,2019,1735
"3633",153349946,2019,1340
"3634",153349946,2021,1730
"3635",153349947,2019,90
"3636",153349948,2019,95
"3637",153349949,2019,345
"3638",153349950,2019,90
"3639",153349954,2019,1635
"3640",153349957,2019,45
"3641",153349958,2019,635
"3642",153349959,2019,560
"3643",153349960,2019,765
"3644",153349961,2019,140
"3645",153349962,2019,735
"3646",153349963,2019,40
"3647",153349964,2019,965
"3648",153349964,2021,1570
"3649",153349965,2019,935
"3650",153349973,2019,5
"3651",153349975,2019,15
"3652",153349975,2021,15
"3653",153349976,2019,10
"3654",153349990,2019,375
"3655",153349991,2019,110
"3656",153349992,2019,35
"3657",153349995,2019,140
"3658",153349996,2019,260
"3659",153349996,2021,360
"3660",153349998,2019,460
"3661",153349999,2019,460
"3662",153350002,2019,385
"3663",153350004,2019,345
"3664",153350005,2019,55
"3665",153350005,2021,20
"3666",153350006,2019,560
"3667",153350007,2019,470
"3668",153350008,2019,245
"3669",153350010,2019,25
"3670",153350011,2019,200
"3671",153350011,2021,155
"3672",153350012,2019,345
"3673",153350012,2021,230
"3674",153350013,2019,625
"3675",153350014,2019,195
"3676",153350015,2019,220
"3677",153350016,2019,365
"3678",153350017,2019,410
"3679",153350017,2021,215
"3680",153350018,2019,395
"3681",153350019,2019,350
"3682",153350022,2019,165
"3683",153350023,2019,205
"3684",153350023,2021,235
"3685",153350024,2019,180
"3686",153350026,2019,15
"3687",153350027,2019,15
"3688",153350028,2019,5
"3689",153350029,2019,5
"3690",153350030,2021,5
"3691",153350032,2019,170
"3692",153350032,2021,205
"3693",153350033,2019,170
"3694",153350035,2019,165
"3695",153350043,2019,170
"3696",153350043,2021,205
"3697",153350045,2019,150
"3698",153350050,2019,495
"3699",153350050,2021,380
"3700",153350051,2019,230
"3701",153350052,2019,265
"3702",153350053,2019,110
"3703",153350054,2019,20
"3704",153350055,2019,15
"3705",153350058,2019,5
"3706",153350060,2019,240
"3707",153350061,2019,250
"3708",153350062,2019,215
"3709",153350062,2021,295
"3710",153350063,2019,245
"3711",153350064,2019,160
"3712",153350065,2019,195
"3713",153350065,2021,230
"3714",153350066,2019,135
"3715",153350067,2019,240
"3716",153350067,2021,200
"3717",153350068,2019,420
"3718",153350068,2021,530
"3719",153350069,2019,270
"3720",153350070,2019,30
"3721",153350071,2019,30
"3722",153350072,2019,120
"3723",153350073,2019,75
"3724",153350074,2019,190
"3725",153350075,2019,265
"3726",153350076,2019,1155
"3727",153350078,2019,130
"3728",153350082,2019,260
"3729",153350083,2019,220
"3730",153350084,2019,115
"3731",153350085,2019,270
"3732",153350086,2019,280
"3733",153350087,2019,60
"3734",153350088,2019,1415
"3735",153350089,2019,180
"3736",153350090,2019,1455
"3737",153350091,2019,410
"3738",153350091,2021,315
"3739",153350092,2019,395
"3740",153350093,2019,1815
"3741",153350094,2019,1550
"3742",153350095,2019,1540
"3743",153350096,2019,1395
"3744",153350096,2021,2310
"3745",153350101,2019,35
"3746",153350102,2019,15
"3747",153350103,2019,2140
"3748",153350104,2019,1990
"3749",153350106,2019,30
"3750",153350107,2019,2085
"3751",153350108,2019,1255
"3752",153350109,2019,1270
"3753",153350111,2019,1140
"3754",153350113,2019,785
"3755",153350114,2019,790
"3756",153350114,2021,1150
"3757",153350117,2019,395
"3758",153350117,2021,305
"3759",153350118,2019,165
"3760",153350119,2019,15
"3761",153350120,2019,15
"3762",153350123,2019,20
"3763",153350125,2019,15
"3764",153350126,2019,20
"3765",153350134,2019,10
"3766",153350134,2021,20
"3767",153350135,2019,5
"3768",153350138,2019,1270
"3769",153350140,2019,1270
"3770",153350141,2019,380
"3771",153350145,2019,10
"3772",153350146,2019,20
"3773",153350147,2019,55
"3774",153350148,2019,1855
"3775",153350149,2019,1835
"3776",153350151,2019,1750
"3777",153350152,2019,1475
"3778",153350153,2019,1475
"3779",153350154,2019,40
"3780",153350154,2021,1785
"3781",153350156,2019,35
"3782",153350158,2019,35
"3783",153350158,2021,15
"3784",153350159,2019,365
"3785",153350160,2019,760
"3786",153350163,2019,35
"3787",153350164,2019,30
"3788",153350165,2019,35
"3789",153350168,2019,25
"3790",153350169,2019,35
"3791",153350170,2019,395
"3792",153350174,2019,210
"3793",153350174,2021,530
"3794",153350175,2019,240
"3795",153350176,2019,285
"3796",153350178,2019,205
"3797",153350183,2019,5
"3798",153350189,2019,10
"3799",153350192,2019,15
"3800",153350193,2019,5
"3801",153350194,2019,15
"3802",153350195,2019,10
"3803",153350196,2019,10
"3804",153350198,2019,5
"3805",153350206,2019,1825
"3806",153350207,2019,165
"3807",153350207,2021,85
"3808",153350208,2019,265
"3809",153350209,2019,435
"3810",153350210,2019,50
"3811",153350211,2019,50
"3812",153350214,2019,60
"3813",153350221,2019,25
"3814",153350222,2019,5
"3815",153350222,2021,190
"3816",153350223,2019,25
"3817",153350223,2021,210
"3818",153350227,2019,10
"3819",153350228,2019,5
"3820",153350229,2019,5
"3821",153350230,2019,5
"3822",153350231,2019,5
"3823",153350232,2019,5
"3824",153350234,2019,5
"3825",153350235,2019,320
"3826",153350236,2019,25
"3827",153350237,2019,30
"3828",153350238,2019,30
"3829",153350239,2019,55
"3830",153350239,2021,10
"3831",153350240,2019,85
"3832",153350242,2019,60
"3833",153350243,2019,340
"3834",153350243,2021,450
"3835",153350244,2019,10
"3836",153350245,2019,30
"3837",153350246,2019,15
"3838",153350247,2019,30
"3839",153350247,2021,30
"3840",153350248,2019,100
"3841",153350251,2019,105
"3842",153350254,2019,380
"3843",153350256,2019,145
"3844",153350269,2019,10
"3845",153350270,2019,80
"3846",153350271,2019,110
"3847",153350276,2019,80
"3848",153350277,2019,80
"3849",153350278,2019,335
"3850",153350278,2021,405
"3851",153350280,2019,5
"3852",153350281,2019,5
"3853",153350282,2019,90
"3854",153350283,2019,20
"3855",153350285,2019,5
"3856",153350286,2019,5
"3857",153350292,2019,35
"3858",153350293,2019,45
"3859",153350294,2019,35
"3860",153350295,2019,25
"3861",153350296,2019,20
"3862",153350297,2019,30
"3863",153350297,2021,10
"3864",153350298,2019,20
"3865",153350299,2019,30
"3866",153350300,2019,30
"3867",153350301,2019,25
"3868",153350302,2019,30
"3869",153350307,2019,15
"3870",153350308,2019,5
"3871",153350309,2019,15
"3872",153350310,2019,5
"3873",153350311,2019,25
"3874",153350313,2019,10
"3875",153350314,2019,10
"3876",153350337,2019,50
"3877",153350338,2019,10
"3878",153350339,2019,30
"3879",153350340,2019,10
"3880",153350344,2019,5
"3881",153350345,2019,195
"3882",153350347,2019,10
"3883",153350348,2019,5
"3884",153350350,2019,20
"3885",153350351,2019,10
"3886",153350352,2019,45
"3887",153350353,2019,40
"3888",153350353,2021,75
"3889",153350354,2019,200
"3890",153350362,2019,120
"3891",153350362,2021,80
"3892",153350363,2019,215
"3893",153350363,2021,400
"3894",153350364,2019,110
"3895",153350369,2019,145
"3896",153350370,2019,95
"3897",153350371,2019,315
"3898",153350374,2019,170
"3899",153350375,2019,90
"3900",153350376,2019,95
"3901",153350377,2019,225
"3902",153350378,2019,200
"3903",153350379,2019,20
"3904",153350381,2019,20
"3905",153350382,2019,260
"3906",153350383,2019,250
"3907",153350384,2019,255
"3908",153350385,2019,295
"3909",153350386,2019,295
"3910",153350386,2021,475
"3911",153350387,2019,310
"3912",153350389,2019,175
"3913",153350390,2019,105
"3914",153350390,2021,325
"3915",153350391,2019,180
"3916",153350392,2021,10
"3917",153350393,2019,30
"3918",153350394,2019,10
"3919",153350395,2019,20
"3920",153350395,2021,20
"3921",153350396,2019,120
"3922",153350397,2019,25
"3923",153350399,2019,5
"3924",153350400,2019,5
"3925",153350404,2019,5
"3926",153350406,2019,20
"3927",153350407,2019,25
"3928",153350408,2019,5
"3929",153350410,2019,10
"3930",153350411,2019,10
"3931",153350412,2019,1765
"3932",153350414,2019,1825
"3933",153350414,2021,2390
"3934",153350415,2019,5
"3935",153350416,2019,1820
"3936",153350416,2021,2410
"3937",153350417,2019,1835
"3938",153350418,2019,15
"3939",153350419,2019,1855
"3940",153350420,2019,10
"3941",153350421,2019,1620
"3942",153350422,2019,10
"3943",153350423,2019,1780
"3944",153350425,2019,5
"3945",153350428,2019,15
"3946",153350429,2019,1435
"3947",153350430,2019,70
"3948",153350431,2019,445
"3949",153350431,2021,770
"3950",153350432,2019,1125
"3951",153350433,2019,265
"3952",153350434,2019,1350
"3953",153350435,2019,465
"3954",153350436,2019,1155
"3955",153350436,2021,1845
"3956",153350437,2019,1670
"3957",153350439,2019,35
"3958",153350440,2019,10
"3959",153350441,2019,190
"3960",153350442,2021,2505
"3961",153350449,2019,5
"3962",153350450,2019,10
"3963",153350451,2019,10
"3964",153350452,2019,25
"3965",153350453,2019,1065
"3966",153350454,2019,1040
"3967",153350455,2019,10
"3968",153350456,2019,5
"3969",153350457,2019,5
"3970",153350461,2019,5
"3971",153350464,2019,345
"3972",153350465,2019,20
"3973",153350466,2019,1625
"3974",153350466,2021,2390
"3975",153350468,2019,5
"3976",153350470,2019,1600
"3977",153350471,2019,1570
"3978",153350472,2019,420
"3979",153350474,2019,5
"3980",153350475,2019,1085
"3981",153350476,2019,1070
"3982",153350478,2019,130
"3983",153350478,2021,20
"3984",153350479,2019,45
"3985",153350480,2019,1025
"3986",153350482,2019,1035
"3987",153350483,2019,1025
"3988",153350487,2019,1025
"3989",153350487,2021,270
"3990",153350489,2019,65
"3991",153350490,2019,1025
"3992",153350495,2019,80
"3993",153350497,2019,920
"3994",153350497,2021,270
"3995",153350501,2019,80
"3996",153350502,2019,900
"3997",153350502,2021,270
"3998",153350503,2019,105
"3999",153350508,2019,1140
"4000",153350509,2019,1140
"4001",153350510,2019,120
"4002",153350512,2019,1070
"4003",153350513,2019,105
"4004",153350514,2019,520
"4005",153350515,2019,460
"4006",153350516,2019,95
"4007",153350517,2019,185
"4008",153350518,2019,315
"4009",153350520,2019,305
"4010",153350525,2019,365
"4011",153350526,2019,275
"4012",153350527,2019,430
"4013",153350529,2019,270
"4014",153350532,2019,595
"4015",153350533,2019,270
"4016",153350536,2019,1155
"4017",153350536,2021,350
"4018",153350538,2019,855
"4019",153350539,2019,260
"4020",153350539,2021,25
"4021",153350542,2019,265
"4022",153350543,2019,35
"4023",153350544,2019,45
"4024",153350545,2019,900
"4025",153350546,2019,940
"4026",153350548,2019,240
"4027",153350550,2019,245
"4028",153350550,2021,15
"4029",153350551,2019,30
"4030",153350552,2019,50
"4031",153350553,2019,35
"4032",153350554,2019,240
"4033",153350555,2019,60
"4034",153350555,2021,240
"4035",153350557,2019,270
"4036",153350558,2019,275
"4037",153350559,2019,45
"4038",153350560,2019,260
"4039",153350560,2021,35
"4040",153350562,2019,820
"4041",153350563,2019,85
"4042",153350568,2019,930
"4043",153350569,2019,290
"4044",153350570,2019,315
"4045",153350571,2019,430
"4046",153350572,2019,125
"4047",153350573,2019,5
"4048",153350596,2019,10
"4049",153350623,2019,15
"4050",153350641,2019,80
"4051",153350642,2019,80
"4052",153350643,2019,75
"4053",153350644,2019,80
"4054",153350646,2019,55
"4055",153350647,2019,75
"4056",153350654,2019,75
"4057",153350654,2021,135
"4058",153350655,2019,60
"4059",153350655,2021,110
"4060",153350671,2019,90
"4061",153350672,2019,90
"4062",153350673,2019,65
"4063",153350674,2019,90
"4064",153350675,2019,80
"4065",153350676,2019,80
"4066",153350676,2021,125
"4067",153350680,2019,90
"4068",153350876,2019,65
"4069",153350877,2019,85
"4070",153350878,2019,65
"4071",153350881,2019,160
"4072",153350883,2019,25
"4073",153350884,2019,100
"4074",153350885,2019,50
"4075",153350886,2019,115
"4076",153350887,2019,10
"4077",153350888,2019,110
"4078",153350889,2019,115
"4079",153350890,2019,80
"4080",153350891,2019,85
"4081",153350892,2019,60
"4082",153350893,2019,85
"4083",153350932,2019,5
"4084",153350933,2019,5
"4085",153350950,2019,10
"4086",153350951,2019,10
"4087",153350952,2019,15
"4088",153350953,2019,15
"4089",153351026,2021,5
"4090",153351028,2021,5
"4091",153351031,2021,5
"4092",153351048,2019,130
"4093",153351049,2019,110
"4094",153351050,2019,130
"4095",153351051,2019,105
"4096",153351054,2019,115
"4097",153351056,2019,115
"4098",153351064,2019,135
"4099",153351065,2019,125
"4100",153351066,2019,140
"4101",153351067,2019,135
"4102",153351068,2019,125
"4103",153351069,2019,135
"4104",153435514,2019,135
"4105",153435600,2019,150
"4106",153435701,2019,130
"4107",153435701,2021,85
"4108",153435709,2019,155
"4109",153435710,2019,135
"4110",153435713,2019,150
"4111",153435735,2019,20
"4112",153435741,2019,5
"4113",153435747,2019,20
"4114",153435747,2021,10
"4115",153435749,2021,35
"4116",153435750,2019,5
"4117",153435754,2019,5
"4118",153435754,2021,5
"4119",153435756,2019,5
"4120",153435757,2019,5
"4121",153435758,2019,5
"4122",153435759,2019,5
"4123",153435759,2021,10
"4124",153435760,2019,5
"4125",153435762,2021,5
"4126",153435763,2019,5
"4127",153435766,2019,5
"4128",153435766,2021,10
"4129",153435770,2019,5
"4130",153435771,2019,5
"4131",153435772,2019,5
"4132",153435773,2019,5
"4133",153435775,2019,5
"4134",153435776,2019,5
"4135",153435777,2019,15
"4136",153435779,2019,5
"4137",153435781,2019,5
"4138",153435785,2019,5
"4139",153438839,2019,10
"4140",153439668,2019,95
"4141",153439669,2019,95
"4142",153439670,2019,5
"4143",153439671,2019,5
"4144",153439671,2021,10
"4145",153439672,2019,5
"4146",153439673,2019,100
"4147",153439674,2019,15
"4148",153439675,2019,60
"4149",153439676,2019,5
"4150",153439677,2019,45
"4151",153439678,2019,15
"4152",153439679,2019,65
"4153",153439680,2019,15
"4154",153439681,2019,15
"4155",153439683,2019,65
"4156",153439685,2019,20
"4157",153439864,2019,10
"4158",153439866,2019,10
"4159",153439867,2019,10
"4160",153439869,2019,10
"4161",153439869,2021,25
"4162",153439870,2019,10
"4163",153439871,2019,10
"4164",153439871,2021,25
"4165",153439875,2019,10
"4166",153439875,2021,25
"4167",153439889,2019,10
"4168",153439896,2019,10
"4169",153439912,2019,10
"4170",153439919,2019,20
"4171",153439923,2019,20
"4172",153439933,2019,20
"4173",153439954,2019,5
"4174",153439958,2019,5
"4175",153439960,2019,5
"4176",153439962,2019,5
"4177",153439964,2019,5
"4178",153439968,2019,5
"4179",153439971,2019,5
"4180",153439972,2019,5
"4181",153439973,2019,5
"4182",153439985,2019,5
"4183",153439994,2021,5
"4184",153440083,2019,5
"4185",153440096,2019,5
"4186",153440097,2019,5
"4187",153440108,2019,5
"4188",153440111,2019,5
"4189",153440113,2019,5
"4190",153440114,2019,5
"4191",153440115,2019,5
"4192",153440116,2019,5
"4193",153440118,2019,10
"4194",153440119,2019,10
"4195",153440140,2019,10
"4196",153440141,2019,10
"4197",153440142,2019,10
"4198",153456408,2019,15
"4199",153456411,2019,15
"4200",153456413,2019,30
"4201",153456425,2019,15
"4202",153456425,2021,25
"4203",153456445,2019,20
"4204",153456445,2021,5
"4205",153456446,2019,30
"4206",153456447,2019,30
"4207",153456448,2019,10
"4208",153456449,2019,30
"4209",153456450,2019,35
"4210",153456451,2019,5
"4211",153456452,2019,15
"4212",153456454,2019,15
"4213",153456455,2019,40
"4214",153456458,2019,35
"4215",153456459,2021,5
"4216",153456460,2019,50
"4217",153456461,2019,50
"4218",153456461,2021,35
"4219",153456462,2019,50
"4220",153456463,2019,45
"4221",153456465,2019,10
"4222",153456468,2019,10
"4223",153456468,2021,10
"4224",153456470,2019,10
"4225",153456470,2021,5
"4226",153456474,2019,10
"4227",153456475,2019,10
"4228",153456478,2019,45
"4229",153456479,2019,15
"4230",153456480,2019,45
"4231",153456482,2019,5
"4232",153456483,2019,5
"4233",153456484,2019,25
"4234",153456485,2019,10
"4235",153456486,2019,10
"4236",153456487,2019,25
"4237",153456488,2019,5
"4238",153456489,2019,5
"4239",153456490,2019,10
"4240",153456491,2019,15
"4241",153456493,2019,10
"4242",153456494,2019,5
"4243",153456495,2019,10
"4244",153456497,2019,5
"4245",153456498,2019,5
"4246",153456499,2019,5
"4247",153456501,2019,5
"4248",153456502,2019,10
"4249",153456504,2019,10
"4250",153456506,2019,10
"4251",153456507,2019,10
"4252",153456509,2019,5
"4253",153456512,2019,5
"4254",153456513,2019,5
"4255",153456525,2021,5
"4256",153456527,2019,10
"4257",153456527,2021,25
"4258",153456531,2019,10
"4259",153456531,2021,35
"4260",153456532,2019,5
"4261",153456533,2019,5
"4262",153456534,2019,5
"4263",153456564,2019,5
"4264",153456667,2021,25
"4265",153456685,2021,25
"4266",153456690,2021,25
"4267",153456702,2019,5
"4268",153456705,2019,5
"4269",153456721,2021,25
"4270",153456788,2021,25
"4271",153456790,2021,25
"4272",153456799,2019,5
"4273",153456806,2021,25
"4274",153456809,2019,5
"4275",153456814,2019,5
"4276",153456819,2019,5
"4277",153456820,2019,5
"4278",153456830,2019,5
"4279",153456831,2019,10
"4280",153456832,2019,5
"4281",153456833,2019,5
"4282",153456835,2019,5
"4283",153456838,2019,5
"4284",153456838,2021,25
"4285",153456840,2019,5
"4286",153457266,2019,5
"4287",153519526,2019,605
"4288",153519527,2019,610
"4289",153519528,2019,590
"4290",153519534,2019,610
"4291",153519534,2021,500
"4292",153519535,2019,615
"4293",153519539,2019,560
"4294",153519541,2019,600
"4295",153519542,2019,605
"4296",153519544,2019,605
"4297",153519545,2019,595
"4298",153519812,2019,10
"4299",153519822,2019,15
"4300",153519826,2019,10
"4301",153519829,2019,10
"4302",153519830,2019,10
"4303",153519831,2019,10
"4304",153519832,2019,10
"4305",153519834,2019,10
"4306",153519835,2019,15
"4307",153519836,2019,5
"4308",153519837,2019,20
"4309",153519839,2019,25
"4310",153519840,2019,5
"4311",153519843,2019,30
"4312",153519846,2019,25
"4313",153519849,2019,20
"4314",153519854,2019,20
"4315",153519863,2019,25
"4316",153519864,2019,20
"4317",153519865,2019,15
"4318",153519866,2019,20
"4319",153519868,2019,20
"4320",153519869,2019,20
"4321",153519870,2019,20
"4322",153519872,2019,20
"4323",153519874,2019,20
"4324",153519886,2019,25
"4325",153519886,2021,10
"4326",153519891,2019,5
"4327",153519892,2019,5
"4328",153519905,2019,5
"4329",153519925,2019,5
"4330",153519927,2019,5
"4331",153519929,2019,5
"4332",153519930,2019,5
"4333",153519938,2019,5
"4334",153519946,2019,25
"4335",153519948,2019,25
"4336",153519948,2021,10
"4337",153519960,2019,5
"4338",153519961,2019,5
"4339",153519962,2019,5
"4340",153519963,2019,5
"4341",153519969,2019,5
"4342",153519989,2019,25
"4343",153519993,2019,25
"4344",153519994,2019,25
"4345",153519996,2019,25
"4346",153519996,2021,10
"4347",153519997,2019,25
"4348",153520004,2019,25
"4349",153520006,2019,25
"4350",153520020,2019,25
"4351",153520022,2019,25
"4352",153520026,2019,25
"4353",153520028,2019,25
"4354",153520029,2019,25
"4355",153520030,2019,25
"4356",153520034,2019,10
"4357",153520035,2019,30
"4358",153520037,2019,25
"4359",153520039,2019,25
"4360",153520040,2019,20
"4361",153520040,2021,15
"4362",153520043,2019,20
"4363",153520045,2019,10
"4364",153520046,2019,20
"4365",153520047,2019,5
"4366",153520049,2019,5
"4367",153520050,2019,25
"4368",153520051,2019,25
"4369",153520051,2021,10
"4370",153520062,2019,20
"4371",153520065,2019,20
"4372",153520072,2019,20
"4373",153520073,2019,20
"4374",153520074,2019,20
"4375",153528086,2021,5
"4376",153528114,2021,10
"4377",153528123,2021,5
"4378",153528133,2021,20
"4379",153528190,2019,5
"4380",153528193,2019,5
"4381",153528196,2019,5
"4382",153528199,2019,5
"4383",153528201,2019,5
"4384",153528266,2021,20
"4385",153528270,2021,20
"4386",153528277,2019,5
"4387",153528277,2021,10
"4388",153528280,2019,10
"4389",153528281,2019,10
"4390",153528282,2019,10
"4391",153528283,2019,10
"4392",153528451,2019,10
"4393",153528458,2019,10
"4394",153528460,2019,10
"4395",153528460,2021,20
"4396",153528461,2019,10
"4397",153528473,2019,10
"4398",153528475,2019,10
"4399",153528483,2019,15
"4400",153528484,2019,15
"4401",153528489,2019,5
"4402",153528496,2021,5
"4403",153528512,2019,5
"4404",153528527,2019,70
"4405",153528532,2021,5
"4406",153528533,2019,70
"4407",153528533,2021,65
"4408",153528534,2019,70
"4409",153528535,2019,70
"4410",153528536,2019,70
"4411",153528537,2019,70
"4412",153528546,2019,70
"4413",153528547,2019,70
"4414",153528548,2019,10
"4415",153528549,2019,70
"4416",153528549,2021,65
"4417",153528553,2019,5
"4418",153528556,2019,55
"4419",153528557,2019,5
"4420",153528559,2019,5
"4421",153528561,2019,5
"4422",153528562,2019,55
"4423",153528563,2019,65
"4424",153528564,2019,50
"4425",153528567,2019,35
"4426",153528572,2019,30
"4427",153528573,2019,5
"4428",153528575,2019,15
"4429",153528607,2019,10
"4430",153528608,2021,5
"4431",153528609,2019,10
"4432",153528611,2019,10
"4433",153528617,2019,10
"4434",153528617,2021,5
"4435",153528619,2019,10
"4436",153528622,2019,10
"4437",153528632,2019,10
"4438",153528634,2019,10
"4439",153528641,2019,10
"4440",153528648,2019,10
"4441",153528663,2021,15
"4442",153528682,2019,10
"4443",153528682,2021,5
"4444",153528683,2021,5
"4445",153528684,2019,10
"4446",153528710,2019,35
"4447",153528710,2021,55
"4448",153528716,2019,10
"4449",153528717,2019,10
"4450",153528718,2019,10
"4451",153528719,2019,10
"4452",153528731,2019,35
"4453",153528732,2019,35
"4454",153528741,2019,10
"4455",153528766,2019,5
"4456",153528774,2019,5
"4457",153528778,2021,15
"4458",153528781,2019,35
"4459",153528782,2019,35
"4460",153528783,2019,35
"4461",153528784,2019,35
"4462",153528789,2019,35
"4463",153528791,2019,35
"4464",153528792,2019,35
"4465",153528795,2019,35
"4466",153528796,2019,35
"4467",153528796,2021,35
"4468",153528798,2019,35
"4469",153528803,2019,40
"4470",153528805,2019,40
"4471",153528807,2019,35
"4472",153528810,2019,35
"4473",153528821,2019,40
"4474",153528821,2021,25
"4475",153528823,2019,40
"4476",153528824,2019,40
"4477",153528827,2019,40
"4478",153528833,2019,35
"4479",153528888,2021,5
"4480",153528890,2019,35
"4481",153528890,2021,55
"4482",153528892,2019,35
"4483",153528916,2019,35
"4484",153528921,2019,35
"4485",153528925,2019,20
"4486",153528926,2019,35
"4487",153528930,2019,35
"4488",153528931,2019,35
"4489",153528936,2019,35
"4490",153528943,2019,35
"4491",153528944,2019,35
"4492",153528985,2019,35
"4493",153528985,2021,25
"4494",153528989,2019,35
"4495",153528989,2021,25
"4496",153528991,2019,35
"4497",153528993,2019,35
"4498",153528995,2019,35
"4499",153528996,2019,35
"4500",153528997,2019,35
"4501",153529009,2019,40
"4502",153529014,2019,35
"4503",153529017,2019,35
"4504",153529019,2019,40
"4505",153529024,2019,40
"4506",153529028,2019,35
"4507",153529034,2019,40
"4508",153529046,2019,35
"4509",153529047,2019,35
"4510",153529067,2019,30
"4511",153529083,2019,25
"4512",153529086,2019,35
"4513",153529090,2019,35
"4514",153529091,2019,35
"4515",153529091,2021,55
"4516",153529100,2021,10
"4517",153529104,2021,15
"4518",153529118,2019,35
"4519",153529153,2021,5
"4520",153529155,2021,20
"4521",153529168,2019,25
"4522",153529177,2019,40
"4523",153529187,2019,40
"4524",153529188,2019,35
"4525",153529188,2021,55
"4526",153529206,2019,5
"4527",153529207,2019,35
"4528",153529209,2021,5
"4529",153529213,2019,5
"4530",153529219,2019,5
"4531",153529231,2019,5
"4532",153529232,2019,5
"4533",153529233,2019,5
"4534",153529234,2019,5
"4535",153529238,2019,5
"4536",153529240,2019,10
"4537",153529244,2019,10
"4538",153529246,2019,10
"4539",153529247,2019,5
"4540",153529252,2021,5
"4541",153529257,2021,5
"4542",153529260,2019,10
"4543",153529262,2019,5
"4544",153529263,2019,5
"4545",153529264,2019,5
"4546",153529266,2019,10
"4547",153529274,2019,20
"4548",153529280,2021,5
"4549",153529283,2019,15
"4550",153529290,2019,20
"4551",153529297,2019,10
"4552",153529298,2019,20
"4553",153529299,2019,20
"4554",153529300,2019,15
"4555",153529301,2019,35
"4556",153529305,2019,30
"4557",153529306,2019,5
"4558",153529307,2019,35
"4559",153529308,2019,5
"4560",153529310,2019,35
"4561",153529311,2019,5
"4562",153529312,2019,25
"4563",153529313,2019,20
"4564",153529323,2019,35
"4565",153529324,2019,35
"4566",153529328,2019,35
"4567",153529329,2019,35
"4568",153529351,2019,5
"4569",153529352,2019,50
"4570",153529359,2019,50
"4571",153529360,2019,30
"4572",153529361,2019,5
"4573",153529362,2019,25
"4574",153529362,2021,35
"4575",153529363,2019,45
"4576",153529364,2019,35
"4577",153529365,2019,35
"4578",153529366,2019,35
"4579",153529387,2019,30
"4580",153529387,2021,35
"4581",153529389,2019,40
"4582",153529393,2019,15
"4583",153529394,2019,5
"4584",153529395,2019,35
"4585",153529395,2021,25
"4586",153529396,2019,35
"4587",153529398,2019,35
"4588",153529399,2019,35
"4589",153529400,2019,35
"4590",153529403,2019,15
"4591",153529404,2019,5
"4592",153529405,2019,35
"4593",153529406,2019,10
"4594",153529407,2019,30
"4595",153529407,2021,30
"4596",153630232,2019,5
"4597",153630233,2019,10
"4598",153630236,2019,10
"4599",153630237,2019,10
"4600",153630239,2019,10
"4601",153630242,2019,10
"4602",153630242,2021,10
"4603",153630243,2019,10
"4604",153630243,2021,10
"4605",153630244,2019,10
"4606",153630246,2019,10
"4607",153630250,2019,10
"4608",153630251,2019,5
"4609",153630251,2021,10
"4610",153630252,2019,10
"4611",153630304,2019,15
"4612",153630306,2019,15
"4613",153630308,2019,15
"4614",153630312,2019,15
"4615",153630313,2021,5
"4616",153630319,2019,15
"4617",153630332,2019,15
"4618",153630334,2019,15
"4619",153630337,2019,15
"4620",153630337,2021,15
"4621",153630338,2019,15
"4622",153630347,2019,15
"4623",153630357,2019,15
"4624",153630362,2019,10
"4625",153630363,2019,10
"4626",153630370,2019,15
"4627",153630375,2019,15
"4628",153630377,2019,15
"4629",153630390,2019,15
"4630",153630393,2019,15
"4631",153630412,2019,15
"4632",153630412,2021,15
"4633",153630413,2019,15
"4634",153630418,2019,15
"4635",153630420,2019,15
"4636",153630427,2019,15
"4637",153632421,2019,10
"4638",153632462,2019,15
"4639",153632485,2019,5
"4640",153632486,2019,5
"4641",153632488,2019,5
"4642",153632489,2019,5
"4643",153632490,2019,5
"4644",153632497,2019,5
"4645",153632499,2019,5
"4646",153632506,2019,5
"4647",153632510,2019,5
"4648",153632515,2019,10
"4649",153632518,2019,10
"4650",153632523,2019,10
"4651",153632530,2019,5
"4652",153632533,2019,15
"4653",153632537,2019,15
"4654",153632538,2019,15
"4655",153632545,2019,10
"4656",153632546,2019,5
"4657",153632550,2021,5
"4658",153632556,2019,5
"4659",153632557,2019,5
"4660",153632559,2019,10
"4661",153632560,2019,10
"4662",153632562,2019,10
"4663",153632563,2021,5
"4664",153632565,2019,5
"4665",153632566,2019,15
"4666",153632567,2019,15
"4667",153632574,2019,15
"4668",153632581,2019,15
"4669",153632583,2019,15
"4670",153632584,2019,15
"4671",153632586,2019,5
"4672",153632588,2019,5
"4673",153632589,2019,5
"4674",153632606,2019,10
"4675",153632607,2019,10
"4676",153632609,2019,10
"4677",153632616,2019,10
"4678",153632618,2019,20
"4679",153632619,2019,10
"4680",153632620,2019,10
"4681",153632622,2019,10
"4682",153632626,2019,10
"4683",153632627,2019,10
"4684",153632638,2019,10
"4685",153632639,2019,10
"4686",153632640,2019,10
"4687",153632641,2019,10
"4688",153632644,2019,10
"4689",153632648,2019,15
"4690",153632649,2019,5
"4691",153632650,2019,20
"4692",153632652,2019,5
"4693",153632704,2019,20
