"","edgeuid","weekday","total_trips"
"12219",153779218,"Thu",5
"12220",153779218,"Sat",5
"12221",153779222,"Sun",5
"12222",153779222,"Wed",5
"12223",153779222,"Thu",5
"12224",153779230,"Sun",5
"12225",153779230,"Wed",5
"12226",153779230,"Thu",5
"12227",153779233,"Sun",5
"12228",153779233,"Tue",5
"12229",153779233,"Sat",10
"12230",153779234,"Sun",5
"12231",153779234,"Tue",5
"12232",153779234,"Thu",10
"12233",153779234,"Sat",20
"12234",153779235,"Sun",5
"12235",153779235,"Tue",5
"12236",153779235,"Sat",5
"12237",153779236,"Sun",5
"12238",153779236,"Tue",5
"12239",153779236,"Thu",10
"12240",153779236,"Sat",20
"12241",153779238,"Sun",15
"12242",153779238,"Mon",10
"12243",153779238,"Tue",5
"12244",153779238,"Wed",5
"12245",153779238,"Thu",20
"12246",153779238,"Sat",30
"12247",153779239,"Sun",15
"12248",153779239,"Mon",10
"12249",153779239,"Tue",5
"12250",153779239,"Wed",5
"12251",153779239,"Thu",20
"12252",153779239,"Sat",30
"12253",153779249,"Sat",5
"12254",153779250,"Sun",15
"12255",153779250,"Mon",10
"12256",153779250,"Tue",5
"12257",153779250,"Wed",5
"12258",153779250,"Thu",20
"12259",153779250,"Sat",30
"12260",153779251,"Sun",15
"12261",153779251,"Mon",10
"12262",153779251,"Tue",5
"12263",153779251,"Wed",5
"12264",153779251,"Thu",20
"12265",153779251,"Sat",25
"12266",153779257,"Sun",10
"12267",153779257,"Tue",5
"12268",153779257,"Wed",5
"12269",153779257,"Thu",20
"12270",153779257,"Sat",20
"12271",153779258,"Thu",5
"12272",153779277,"Sun",65
"12273",153779277,"Tue",5
"12274",153779277,"Wed",5
"12275",153779277,"Thu",5
"12276",153779277,"Sat",5
"12277",153779280,"Sun",65
"12278",153779280,"Tue",5
"12279",153779280,"Wed",5
"12280",153779280,"Thu",5
"12281",153779280,"Sat",5
"12282",153779299,"Sun",65
"12283",153779299,"Tue",5
"12284",153779299,"Thu",5
"12285",153779299,"Sat",5
"12286",153779300,"Sun",65
"12287",153779300,"Mon",5
"12288",153779300,"Tue",5
"12289",153779300,"Thu",5
"12290",153779300,"Sat",5
"12291",153779302,"Sun",40
"12292",153779302,"Tue",5
"12293",153779302,"Thu",5
"12294",153779303,"Sun",65
"12295",153779303,"Mon",5
"12296",153779303,"Tue",5
"12297",153779303,"Thu",5
"12298",153779303,"Fri",5
"12299",153779304,"Sun",55
"12300",153779304,"Mon",5
"12301",153779304,"Tue",5
"12302",153779304,"Thu",5
"12303",153779305,"Sun",60
"12304",153779305,"Tue",5
"12305",153779305,"Thu",5
"12306",153779305,"Fri",5
"12307",153779306,"Sun",65
"12308",153779306,"Mon",5
"12309",153779306,"Tue",5
"12310",153779306,"Thu",5
"12311",153779306,"Fri",5
"12312",153779308,"Sun",65
"12313",153779308,"Mon",5
"12314",153779308,"Tue",5
"12315",153779308,"Thu",5
"12316",153779308,"Fri",5
"12317",153779310,"Sun",65
"12318",153779310,"Mon",5
"12319",153779310,"Tue",5
"12320",153779310,"Thu",5
"12321",153779310,"Fri",5
"12322",153779311,"Sun",65
"12323",153779311,"Mon",5
"12324",153779311,"Tue",5
"12325",153779311,"Thu",5
"12326",153779311,"Fri",5
"12327",153779314,"Sun",55
"12328",153779314,"Mon",5
"12329",153779314,"Tue",5
"12330",153779314,"Fri",5
"12331",153779315,"Sun",65
"12332",153779315,"Mon",5
"12333",153779315,"Tue",5
"12334",153779315,"Thu",5
"12335",153779315,"Fri",5
"12336",153779315,"Sat",5
"12337",153779321,"Sun",65
"12338",153779321,"Mon",5
"12339",153779321,"Tue",5
"12340",153779321,"Thu",5
"12341",153779321,"Fri",5
"12342",153779321,"Sat",5
"12343",153779322,"Sun",65
"12344",153779322,"Mon",5
"12345",153779322,"Tue",5
"12346",153779322,"Thu",5
"12347",153779322,"Fri",5
"12348",153779322,"Sat",5
"12349",153779331,"Sun",65
"12350",153779331,"Tue",5
"12351",153779331,"Wed",5
"12352",153779331,"Thu",5
"12353",153779331,"Sat",5
"12354",153779333,"Sun",65
"12355",153779333,"Tue",5
"12356",153779333,"Wed",5
"12357",153779333,"Thu",5
"12358",153779333,"Sat",5
"12359",153779334,"Sun",65
"12360",153779334,"Tue",5
"12361",153779334,"Wed",5
"12362",153779334,"Thu",5
"12363",153779334,"Sat",5
"12364",153779336,"Sun",65
"12365",153779336,"Tue",5
"12366",153779336,"Wed",5
"12367",153779336,"Thu",5
"12368",153779336,"Sat",5
"12369",153779337,"Sat",5
"12370",153779339,"Sat",5
"12371",153779342,"Sat",5
"12372",153779343,"Sat",5
"12373",153779346,"Sat",5
"12374",153779348,"Sat",5
"12375",153779350,"Sat",5
"12376",153779351,"Sat",5
"12377",153779353,"Sat",5
"12378",153779356,"Sun",65
"12379",153779356,"Mon",5
"12380",153779356,"Tue",5
"12381",153779356,"Thu",5
"12382",153779356,"Fri",5
"12383",153779356,"Sat",5
"12384",153779362,"Sun",65
"12385",153779362,"Mon",5
"12386",153779362,"Tue",5
"12387",153779362,"Thu",5
"12388",153779362,"Sat",5
"12389",153779367,"Sun",65
"12390",153779367,"Mon",5
"12391",153779367,"Tue",5
"12392",153779367,"Thu",5
"12393",153779367,"Fri",5
"12394",153779367,"Sat",5
"12395",153779394,"Sat",10
"12396",153779398,"Sat",10
"12397",153779400,"Sun",65
"12398",153779400,"Mon",5
"12399",153779400,"Tue",5
"12400",153779400,"Thu",5
"12401",153779400,"Fri",5
"12402",153779400,"Sat",5
"12403",153779432,"Sun",5
"12404",153779432,"Wed",5
"12405",153779432,"Thu",5
"12406",153779452,"Sun",2665
"12407",153779452,"Mon",1045
"12408",153779452,"Tue",970
"12409",153779452,"Wed",1045
"12410",153779452,"Thu",1190
"12411",153779452,"Fri",1625
"12412",153779452,"Sat",2715
"12413",153779458,"Sun",1840
"12414",153779458,"Mon",695
"12415",153779458,"Tue",660
"12416",153779458,"Wed",670
"12417",153779458,"Thu",785
"12418",153779458,"Fri",1045
"12419",153779458,"Sat",1735
"12420",153779459,"Sun",2640
"12421",153779459,"Mon",1030
"12422",153779459,"Tue",950
"12423",153779459,"Wed",1040
"12424",153779459,"Thu",1180
"12425",153779459,"Fri",1615
"12426",153779459,"Sat",2705
"12427",153779460,"Sun",2685
"12428",153779460,"Mon",1015
"12429",153779460,"Tue",965
"12430",153779460,"Wed",1040
"12431",153779460,"Thu",1195
"12432",153779460,"Fri",1610
"12433",153779460,"Sat",2745
"12434",153779461,"Sun",2670
"12435",153779461,"Mon",1025
"12436",153779461,"Tue",965
"12437",153779461,"Wed",1045
"12438",153779461,"Thu",1190
"12439",153779461,"Fri",1625
"12440",153779461,"Sat",2710
"12441",153779464,"Sun",2650
"12442",153779464,"Mon",1030
"12443",153779464,"Tue",960
"12444",153779464,"Wed",1040
"12445",153779464,"Thu",1180
"12446",153779464,"Fri",1615
"12447",153779464,"Sat",2675
"12448",153779466,"Sun",2650
"12449",153779466,"Mon",1035
"12450",153779466,"Tue",965
"12451",153779466,"Wed",1045
"12452",153779466,"Thu",1185
"12453",153779466,"Fri",1620
"12454",153779466,"Sat",2675
"12455",153779468,"Sun",2680
"12456",153779468,"Mon",1055
"12457",153779468,"Tue",965
"12458",153779468,"Wed",1045
"12459",153779468,"Thu",1220
"12460",153779468,"Fri",1655
"12461",153779468,"Sat",2705
"12462",153779472,"Sun",2690
"12463",153779472,"Mon",1050
"12464",153779472,"Tue",970
"12465",153779472,"Wed",1055
"12466",153779472,"Thu",1210
"12467",153779472,"Fri",1645
"12468",153779472,"Sat",2715
"12469",153779473,"Sun",2715
"12470",153779473,"Mon",1045
"12471",153779473,"Tue",975
"12472",153779473,"Wed",1055
"12473",153779473,"Thu",1205
"12474",153779473,"Fri",1640
"12475",153779473,"Sat",2715
"12476",153779475,"Sun",2675
"12477",153779475,"Mon",1065
"12478",153779475,"Tue",970
"12479",153779475,"Wed",1055
"12480",153779475,"Thu",1215
"12481",153779475,"Fri",1650
"12482",153779475,"Sat",2715
"12483",153779483,"Sun",5
"12484",153779483,"Sat",5
"12485",153779485,"Sun",5
"12486",153779485,"Sat",5
"12487",153779497,"Sun",5
"12488",153779520,"Sun",535
"12489",153779520,"Mon",210
"12490",153779520,"Tue",240
"12491",153779520,"Wed",240
"12492",153779520,"Thu",255
"12493",153779520,"Fri",370
"12494",153779520,"Sat",545
"12495",153779532,"Sun",550
"12496",153779532,"Mon",215
"12497",153779532,"Tue",260
"12498",153779532,"Wed",230
"12499",153779532,"Thu",265
"12500",153779532,"Fri",360
"12501",153779532,"Sat",575
"12502",153779533,"Sun",5
"12503",153779552,"Sun",10
"12504",153779558,"Sun",10
"12505",153779573,"Sun",10
"12506",153779573,"Mon",5
"12507",153779573,"Sat",15
"12508",153779574,"Sun",5
"12509",153779574,"Mon",5
"12510",153779574,"Sat",15
"12511",153779576,"Sun",5
"12512",153779576,"Sat",15
"12513",153779577,"Sun",5
"12514",153779577,"Mon",5
"12515",153779577,"Sat",15
"12516",153779591,"Sun",5
"12517",153779591,"Sat",5
"12518",153779592,"Sun",5
"12519",153779592,"Sat",5
"12520",153779593,"Sun",5
"12521",153779593,"Sat",5
"12522",153779595,"Sun",5
"12523",153779595,"Sat",5
"12524",153779603,"Sat",5
"12525",153779605,"Sun",5
"12526",153779605,"Sat",5
"12527",153779609,"Sat",5
"12528",153779611,"Sun",5
"12529",153779612,"Sun",5
"12530",153779621,"Sat",5
"12531",153779629,"Fri",10
"12532",153779631,"Sun",5
"12533",153779644,"Sun",10
"12534",153779644,"Tue",5
"12535",153779644,"Fri",10
"12536",153779644,"Sat",5
"12537",153779645,"Sun",5
"12538",153779645,"Wed",5
"12539",153779645,"Thu",5
"12540",153779645,"Sat",10
"12541",153779654,"Sun",5
"12542",153779654,"Wed",5
"12543",153779654,"Thu",5
"12544",153779654,"Sat",10
"12545",153779655,"Sun",5
"12546",153779655,"Wed",5
"12547",153779655,"Thu",5
"12548",153779655,"Sat",10
"12549",153779687,"Sun",2720
"12550",153779687,"Mon",1040
"12551",153779687,"Tue",985
"12552",153779687,"Wed",1065
"12553",153779687,"Thu",1195
"12554",153779687,"Fri",1630
"12555",153779687,"Sat",2725
"12556",153779701,"Mon",5
"12557",153779704,"Mon",5
"12558",153779706,"Mon",5
"12559",153779709,"Mon",5
"12560",153779710,"Mon",5
"12561",153779716,"Mon",5
"12562",153779717,"Mon",5
"12563",153779720,"Mon",5
"12564",153779724,"Mon",5
"12565",153779726,"Mon",5
"12566",153779735,"Mon",10
"12567",153779739,"Mon",10
"12568",153779742,"Sun",2725
"12569",153779742,"Mon",1040
"12570",153779742,"Tue",985
"12571",153779742,"Wed",1070
"12572",153779742,"Thu",1190
"12573",153779742,"Fri",1640
"12574",153779742,"Sat",2725
"12575",153779743,"Sun",2730
"12576",153779743,"Mon",1045
"12577",153779743,"Tue",995
"12578",153779743,"Wed",1070
"12579",153779743,"Thu",1185
"12580",153779743,"Fri",1630
"12581",153779743,"Sat",2735
"12582",153779746,"Sun",2740
"12583",153779746,"Mon",1035
"12584",153779746,"Tue",990
"12585",153779746,"Wed",1080
"12586",153779746,"Thu",1175
"12587",153779746,"Fri",1630
"12588",153779746,"Sat",2745
"12589",153779747,"Sun",2730
"12590",153779747,"Mon",1010
"12591",153779747,"Tue",980
"12592",153779747,"Wed",1090
"12593",153779747,"Thu",1170
"12594",153779747,"Fri",1600
"12595",153779747,"Sat",2755
"12596",153779760,"Mon",5
"12597",153779761,"Mon",5
"12598",153779762,"Mon",10
"12599",153779785,"Sun",955
"12600",153779785,"Mon",420
"12601",153779785,"Tue",535
"12602",153779785,"Wed",420
"12603",153779785,"Thu",365
"12604",153779785,"Fri",620
"12605",153779785,"Sat",810
"12606",153779787,"Sun",5
"12607",153779787,"Wed",5
"12608",153779787,"Thu",10
"12609",153779787,"Sat",5
"12610",153779788,"Sun",190
"12611",153779788,"Mon",30
"12612",153779788,"Tue",35
"12613",153779788,"Wed",35
"12614",153779788,"Thu",35
"12615",153779788,"Fri",60
"12616",153779788,"Sat",105
"12617",153779793,"Sun",570
"12618",153779793,"Mon",230
"12619",153779793,"Tue",220
"12620",153779793,"Wed",225
"12621",153779793,"Thu",210
"12622",153779793,"Fri",300
"12623",153779793,"Sat",525
"12624",153779799,"Sun",5
"12625",153779801,"Sun",955
"12626",153779801,"Mon",415
"12627",153779801,"Tue",535
"12628",153779801,"Wed",425
"12629",153779801,"Thu",370
"12630",153779801,"Fri",620
"12631",153779801,"Sat",805
"12632",153779802,"Sun",955
"12633",153779802,"Mon",415
"12634",153779802,"Tue",535
"12635",153779802,"Wed",425
"12636",153779802,"Thu",370
"12637",153779802,"Fri",620
"12638",153779802,"Sat",805
"12639",153779804,"Sun",935
"12640",153779804,"Mon",430
"12641",153779804,"Tue",530
"12642",153779804,"Wed",420
"12643",153779804,"Thu",345
"12644",153779804,"Fri",595
"12645",153779804,"Sat",790
"12646",153779809,"Sun",955
"12647",153779809,"Mon",420
"12648",153779809,"Tue",535
"12649",153779809,"Wed",420
"12650",153779809,"Thu",370
"12651",153779809,"Fri",620
"12652",153779809,"Sat",805
"12653",153779851,"Sun",5
"12654",153779853,"Sun",5
"12655",153779881,"Sun",5
"12656",153779902,"Sun",185
"12657",153779902,"Mon",30
"12658",153779902,"Tue",25
"12659",153779902,"Wed",30
"12660",153779902,"Thu",30
"12661",153779902,"Fri",60
"12662",153779902,"Sat",105
"12663",153779903,"Sun",5
"12664",153779903,"Wed",5
"12665",153779903,"Thu",5
"12666",153779903,"Sat",10
"12667",153779904,"Sun",185
"12668",153779904,"Mon",30
"12669",153779904,"Tue",25
"12670",153779904,"Wed",30
"12671",153779904,"Thu",30
"12672",153779904,"Fri",60
"12673",153779904,"Sat",105
"12674",153779905,"Sun",190
"12675",153779905,"Mon",40
"12676",153779905,"Tue",25
"12677",153779905,"Wed",25
"12678",153779905,"Thu",25
"12679",153779905,"Fri",65
"12680",153779905,"Sat",115
"12681",153779906,"Sun",190
"12682",153779906,"Mon",45
"12683",153779906,"Tue",30
"12684",153779906,"Wed",25
"12685",153779906,"Thu",25
"12686",153779906,"Fri",60
"12687",153779906,"Sat",115
"12688",153779907,"Sun",180
"12689",153779907,"Mon",45
"12690",153779907,"Tue",30
"12691",153779907,"Wed",20
"12692",153779907,"Thu",25
"12693",153779907,"Fri",60
"12694",153779907,"Sat",105
"12695",153779912,"Sun",5
"12696",153779913,"Sun",5
"12697",153779914,"Sun",5
"12698",153779917,"Sun",5
"12699",153779924,"Sun",190
"12700",153779924,"Mon",35
"12701",153779924,"Tue",25
"12702",153779924,"Wed",35
"12703",153779924,"Thu",30
"12704",153779924,"Fri",60
"12705",153779924,"Sat",105
"12706",153779926,"Sun",175
"12707",153779926,"Mon",25
"12708",153779926,"Tue",15
"12709",153779926,"Wed",30
"12710",153779926,"Thu",30
"12711",153779926,"Fri",60
"12712",153779926,"Sat",95
"12713",153779927,"Sun",175
"12714",153779927,"Mon",25
"12715",153779927,"Tue",15
"12716",153779927,"Wed",35
"12717",153779927,"Thu",30
"12718",153779927,"Fri",60
"12719",153779927,"Sat",100
"12720",153779929,"Sun",190
"12721",153779929,"Mon",35
"12722",153779929,"Tue",30
"12723",153779929,"Wed",35
"12724",153779929,"Thu",35
"12725",153779929,"Fri",60
"12726",153779929,"Sat",100
"12727",153779930,"Sun",190
"12728",153779930,"Mon",35
"12729",153779930,"Tue",30
"12730",153779930,"Wed",35
"12731",153779930,"Thu",35
"12732",153779930,"Fri",70
"12733",153779930,"Sat",100
"12734",153779939,"Sun",185
"12735",153779939,"Mon",30
"12736",153779939,"Tue",20
"12737",153779939,"Wed",30
"12738",153779939,"Thu",30
"12739",153779939,"Fri",60
"12740",153779939,"Sat",105
"12741",153779940,"Sun",185
"12742",153779940,"Mon",30
"12743",153779940,"Tue",20
"12744",153779940,"Wed",30
"12745",153779940,"Thu",30
"12746",153779940,"Fri",60
"12747",153779940,"Sat",105
"12748",153779942,"Sun",185
"12749",153779942,"Mon",30
"12750",153779942,"Tue",20
"12751",153779942,"Wed",30
"12752",153779942,"Thu",30
"12753",153779942,"Fri",60
"12754",153779942,"Sat",105
"12755",153779962,"Sun",185
"12756",153779962,"Mon",30
"12757",153779962,"Tue",20
"12758",153779962,"Wed",30
"12759",153779962,"Thu",30
"12760",153779962,"Fri",60
"12761",153779962,"Sat",105
"12762",153779964,"Sun",185
"12763",153779964,"Mon",30
