"","edgeuid","total_trips"
"11451",153680028,30
"11452",153680030,30
"11453",153680052,35
"11454",153680057,30
"11455",153680071,40
"11456",153680072,35
"11457",153680074,35
"11458",153680075,35
"11459",153680076,5
"11460",153680080,5
"11461",153680081,5
"11462",153680083,35
"11463",153680084,45
"11464",153680103,35
"11465",153680107,35
"11466",153680109,70
"11467",153680110,40
"11468",153680114,5
"11469",153680118,5
"11470",153680119,5
"11471",153680120,45
"11472",153680135,50
"11473",153680137,50
"11474",153680139,105
"11475",153680140,5
"11476",153680141,45
"11477",153680143,5
"11478",153680145,50
"11479",153680147,40
"11480",153680148,45
"11481",153680151,50
"11482",153680154,5
"11483",153680157,35
"11484",153680158,5
"11485",153680160,130
"11486",153680161,10
"11487",153680162,80
"11488",153680163,155
"11489",153680164,80
"11490",153680168,5
"11491",153680172,75
"11492",153680173,80
"11493",153680174,135
"11494",153680192,75
"11495",153680193,70
"11496",153680200,5
"11497",153680201,65
"11498",153680207,145
"11499",153680223,40
"11500",153680232,40
"11501",153680235,85
"11502",153680237,40
"11503",153680244,65
"11504",153680252,40
"11505",153680260,90
"11506",153680261,35
"11507",153680263,35
"11508",153680264,25
"11509",153680265,15
"11510",153680269,145
"11511",153680287,5
"11512",153680288,75
"11513",153680289,70
"11514",153680290,35
"11515",153680295,25
"11516",153680300,75
"11517",153680309,60
"11518",153680312,140
"11519",153680313,50
"11520",153680315,5
"11521",153680326,75
"11522",153680337,65
"11523",153680339,70
"11524",153680343,75
"11525",153680344,75
"11526",153680345,85
"11527",153680351,80
"11528",153680353,80
"11529",153680357,75
"11530",153680376,15
"11531",153680377,5
"11532",153680378,5
"11533",153680379,10
"11534",153680381,5
"11535",153680386,5
"11536",153680387,5
"11537",153680388,5
"11538",153680390,5
"11539",153680391,5
"11540",153680392,5
"11541",153680394,5
"11542",153680396,5
"11543",153680398,5
"11544",153680399,15
"11545",153680400,15
"11546",153680405,15
"11547",153680420,75
"11548",153680423,70
"11549",153680479,15
"11550",153680485,15
"11551",153680488,15
"11552",153680489,25
"11553",153680527,25
"11554",153680528,60
"11555",153680529,50
"11556",153680551,60
"11557",153680552,60
"11558",153680553,60
"11559",153680555,60
"11560",153680587,55
"11561",153680589,55
"11562",153680591,55
"11563",153680592,35
"11564",153680593,125
"11565",153680594,130
"11566",153680595,60
"11567",153680596,55
"11568",153680606,50
"11569",153680611,50
"11570",153680612,60
"11571",153680613,40
"11572",153680615,55
"11573",153680619,45
"11574",153680620,75
"11575",153680621,20
"11576",153680623,20
"11577",153680624,20
"11578",153680625,55
"11579",153680628,20
"11580",153680629,25
"11581",153680631,15
"11582",153680635,65
"11583",153680637,70
"11584",153680646,5
"11585",153680648,5
"11586",153680653,10
"11587",153680655,10
"11588",153680656,15
"11589",153680657,15
"11590",153680658,15
"11591",153680659,15
"11592",153680660,10
"11593",153680663,10
"11594",153680665,10
"11595",153680666,10
"11596",153680667,5
"11597",153680670,5
"11598",153680671,5
"11599",153680672,5
"11600",153680685,5
"11601",153680686,5
"11602",153680687,5
"11603",153680688,5
"11604",153680689,5
"11605",153680691,5
"11606",153680703,15
"11607",153680707,15
"11608",153680709,35
"11609",153680710,10
"11610",153680714,15
"11611",153680715,30
"11612",153680720,30
"11613",153680721,30
"11614",153680729,30
"11615",153680749,10
"11616",153680754,10
"11617",153680766,15
"11618",153680769,35
"11619",153680771,15
"11620",153680772,35
"11621",153680774,35
"11622",153680790,10
"11623",153680796,10
"11624",153680799,10
"11625",153680806,25
"11626",153680807,25
"11627",153680809,25
"11628",153680851,10
"11629",153680852,15
"11630",153680855,15
"11631",153680857,15
"11632",153680859,15
"11633",153680865,15
"11634",153680867,15
"11635",153680869,5
"11636",153680874,10
"11637",153680875,5
"11638",153680876,10
"11639",153680877,50
"11640",153680878,10
"11641",153680896,5
"11642",153680910,5
"11643",153680925,5
"11644",153680926,5
"11645",153680927,5
"11646",153680928,5
"11647",153680940,5
"11648",153680941,5
"11649",153680942,5
"11650",153680943,5
"11651",153680946,5
"11652",153680947,5
"11653",153680950,5
"11654",153680952,5
"11655",153680956,5
"11656",153680958,5
"11657",153680959,5
"11658",153680960,5
"11659",153680969,40
"11660",153680990,25
"11661",153680991,25
"11662",153680992,25
"11663",153680993,35
"11664",153680996,25
"11665",153680997,25
"11666",153680998,35
"11667",153681004,25
"11668",153681006,25
"11669",153681007,30
"11670",153681008,5
"11671",153681009,5
"11672",153681010,5
"11673",153681011,5
"11674",153681014,25
"11675",153681015,5
"11676",153681016,30
"11677",153681018,40
"11678",153681019,10
"11679",153681020,10
"11680",153681021,25
"11681",153681022,30
"11682",153681023,25
"11683",153681024,35
"11684",153681025,35
"11685",153681026,35
"11686",153681032,10
"11687",153681033,5
"11688",153681037,10
"11689",153681038,10
"11690",153681039,5
"11691",153681040,5
"11692",153681041,10
"11693",153681044,5
"11694",153681046,5
"11695",153681051,5
"11696",153681052,15
"11697",153681053,5
"11698",153681054,5
"11699",153681055,5
"11700",153681056,5
"11701",153681058,5
"11702",153681063,5
"11703",153681080,5
"11704",153681083,15
"11705",153681094,20
"11706",153681110,5
"11707",153681115,20
"11708",153681118,5
"11709",153681126,20
"11710",153681135,30
"11711",153681136,30
"11712",153681137,25
"11713",153681138,75
"11714",153681143,15
"11715",153681144,15
"11716",153681163,30
"11717",153681166,30
"11718",153681175,30
"11719",153681177,40
"11720",153681178,30
"11721",153681182,20
"11722",153681183,25
"11723",153681185,20
"11724",153681186,10
"11725",153681192,30
"11726",153681193,30
"11727",153681200,30
"11728",153681201,30
"11729",153681203,40
"11730",153681204,30
"11731",153681205,30
"11732",153681206,10
"11733",153681207,25
"11734",153681208,10
"11735",153681210,25
"11736",153681216,70
"11737",153681218,70
"11738",153681220,65
"11739",153681221,65
"11740",153681224,25
"11741",153681225,25
"11742",153681231,25
"11743",153681232,25
"11744",153681233,25
"11745",153681235,65
"11746",153681236,65
"11747",153681237,25
"11748",153681240,25
"11749",153681252,25
"11750",153681254,25
"11751",153681266,25
"11752",153681268,25
"11753",153681269,60
"11754",153681271,20
"11755",153681273,25
"11756",153681275,20
"11757",153681277,20
"11758",153681278,20
"11759",153681280,20
"11760",153681281,55
"11761",153681282,25
"11762",153681300,10
"11763",153681321,25
"11764",153681322,25
"11765",153681323,15
"11766",153681324,25
"11767",153681329,5
"11768",153681331,15
"11769",153681333,15
"11770",153681335,15
"11771",153681336,15
"11772",153681339,20
"11773",153681340,15
"11774",153681341,20
"11775",153681342,20
"11776",153681343,15
"11777",153681344,30
"11778",153681345,10
"11779",153681347,15
"11780",153681348,15
"11781",153681349,35
"11782",153681350,20
"11783",153681351,20
"11784",153681352,25
"11785",153681353,30
"11786",153681355,95
"11787",153681356,20
"11788",153681357,20
"11789",153681358,25
"11790",153681359,5
"11791",153681360,5
"11792",153681362,30
"11793",153681364,20
"11794",153681365,25
"11795",153681366,20
"11796",153681367,25
"11797",153681368,15
"11798",153681369,35
"11799",153681381,35
"11800",153681382,35
"11801",153681390,5
"11802",153681393,5
"11803",153681394,5
"11804",153681398,5
"11805",153681403,5
"11806",153681407,50
"11807",153681408,40
"11808",153681409,40
"11809",153681410,45
"11810",153681411,5
"11811",153681412,45
"11812",153681418,80
"11813",153681419,45
"11814",153681420,95
"11815",153681421,50
"11816",153681432,90
"11817",153681434,45
"11818",153681435,45
"11819",153681436,45
"11820",153681438,40
"11821",153681450,35
"11822",153681452,65
"11823",153681453,35
"11824",153681454,35
"11825",153681526,5
"11826",153681690,65
"11827",153681698,65
"11828",153681709,65
"11829",153681759,65
"11830",153681760,65
"11831",153681763,80
"11832",153681783,70
"11833",153681809,70
"11834",153681833,60
"11835",153681835,5
"11836",153681838,65
"11837",153681839,65
"11838",153681843,165
"11839",153681844,65
"11840",153681847,60
"11841",153681848,175
"11842",153681849,60
"11843",153681858,65
"11844",153681872,70
"11845",153681873,55
"11846",153681874,70
"11847",153681892,10
"11848",153681893,10
"11849",153681894,10
"11850",153681953,5
"11851",153681961,10
"11852",153681962,15
"11853",153681965,20
"11854",153681966,15
"11855",153681967,20
"11856",153681977,15
"11857",153681979,15
"11858",153682011,15
"11859",153682013,15
"11860",153682015,15
"11861",153682016,20
"11862",153682018,15
"11863",153682027,10
"11864",153682036,10
"11865",153682038,10
"11866",153682040,10
"11867",153682044,10
"11868",153682046,10
"11869",153682050,10
"11870",153682051,10
"11871",153682059,10
"11872",153682063,5
"11873",153682064,5
"11874",153682066,5
"11875",153682067,5
"11876",153682071,5
"11877",153682072,5
"11878",153682074,5
"11879",153682087,5
"11880",153682186,10
"11881",153682238,5
"11882",153682239,5
"11883",153682251,10
"11884",153682252,10
"11885",153682254,10
"11886",153682255,10
"11887",153682257,10
"11888",153682260,5
"11889",153682261,10
"11890",153682263,25
"11891",153682266,5
"11892",153682268,5
"11893",153682278,5
"11894",153682281,25
"11895",153682282,25
"11896",153682284,25
"11897",153682285,5
"11898",153682286,15
"11899",153682316,10
"11900",153682343,10
"11901",153682346,20
"11902",153682369,35
"11903",153682371,25
"11904",153682372,25
"11905",153682377,20
"11906",153682378,25
"11907",153682379,35
"11908",153682407,10
"11909",153682408,10
"11910",153682409,5
"11911",153682410,20
"11912",153682411,10
"11913",153682412,10
"11914",153682425,25
"11915",153682428,10
"11916",153682429,10
"11917",153682431,25
"11918",153682434,10
"11919",153682435,10
"11920",153682448,25
"11921",153682449,25
"11922",153682456,25
"11923",153682465,25
"11924",153682466,25
"11925",153682468,5
"11926",153682484,25
"11927",153682498,10
"11928",153682499,5
"11929",153682505,5
"11930",153682508,5
"11931",153682511,5
"11932",153682514,5
"11933",153682521,25
"11934",153682523,35
"11935",153682524,30
"11936",153682525,25
"11937",153682526,25
"11938",153682528,10
"11939",153682529,5
"11940",153682530,5
"11941",153682532,5
"11942",153682534,5
"11943",153682535,5
"11944",153682536,25
"11945",153682538,25
"11946",153682540,30
"11947",153682541,35
"11948",153682542,30
"11949",153682547,30
"11950",153682559,25
"11951",153682562,30
"11952",153682563,25
"11953",153682564,35
"11954",153682566,5
"11955",153682567,5
"11956",153682569,5
"11957",153682571,5
"11958",153682573,30
"11959",153682574,30
"11960",153682575,30
"11961",153682576,30
"11962",153682580,10
"11963",153682581,10
"11964",153682582,35
"11965",153682583,20
"11966",153682584,25
"11967",153682586,20
"11968",153682588,35
"11969",153682589,15
"11970",153682590,10
"11971",153682591,20
"11972",153682593,35
"11973",153682596,10
"11974",153682597,10
"11975",153682598,10
"11976",153682602,35
"11977",153682604,20
"11978",153682606,10
"11979",153682607,10
"11980",153682609,35
"11981",153682611,10
"11982",153682612,10
"11983",153682613,10
"11984",153682632,5
"11985",153682640,5
"11986",153682643,5
"11987",153682644,5
"11988",153682645,5
"11989",153682646,5
"11990",153682649,5
"11991",153682650,5
"11992",153682652,5
"11993",153682655,5
"11994",153682657,40
"11995",153682658,40
"11996",153682662,20
"11997",153682664,5
"11998",153682665,10
"11999",153682667,40
"12000",153682669,10
"12001",153682670,15
"12002",153682671,20
"12003",153682672,20
"12004",153682673,15
"12005",153682677,15
"12006",153682679,40
"12007",153682681,15
"12008",153682683,15
"12009",153682684,15
"12010",153682685,15
"12011",153682687,20
"12012",153682689,15
"12013",153682697,15
"12014",153682700,15
"12015",153682713,15
"12016",153682715,20
"12017",153682717,20
"12018",153682719,10
"12019",153682720,15
"12020",153682726,15
"12021",153682727,15
"12022",153682729,20
"12023",153682731,15
"12024",153682749,5
"12025",153682758,5
"12026",153682759,5
"12027",153682760,40
"12028",153682762,5
"12029",153682763,5
"12030",153682764,10
"12031",153682765,5
"12032",153682766,40
"12033",153682767,10
"12034",153682768,10
"12035",153682770,5
"12036",153682776,20
"12037",153682777,60
"12038",153682778,10
"12039",153682779,5
"12040",153682780,10
"12041",153682803,10
"12042",153682804,5
"12043",153682806,5
"12044",153682807,30
"12045",153682808,5
"12046",153682818,50
"12047",153682819,90
"12048",153682820,50
"12049",153682822,5
"12050",153682824,55
"12051",153682832,45
"12052",153682833,50
"12053",153682834,45
"12054",153682838,45
"12055",153682840,45
"12056",153682841,40
"12057",153682842,50
"12058",153682845,90
"12059",153682846,50
"12060",153682847,90
"12061",153682850,50
"12062",153682851,90
"12063",153682852,50
"12064",153682855,50
"12065",153682878,85
"12066",153682880,45
"12067",153682881,45
"12068",153682882,85
"12069",153682884,45
"12070",153682892,55
"12071",153682893,45
"12072",153682894,45
"12073",153682895,45
"12074",153682896,30
"12075",153682899,55
"12076",153682908,45
"12077",153682909,45
"12078",153682945,25
"12079",153682947,25
"12080",153682948,25
"12081",153682949,35
"12082",153682952,35
"12083",153682955,25
"12084",153682960,30
"12085",153682962,5
"12086",153683002,25
"12087",153683015,5
"12088",153683017,15
"12089",153683018,10
"12090",153683019,15
"12091",153683021,5
"12092",153683022,10
"12093",153683023,5
"12094",153683025,10
"12095",153683026,20
"12096",153683027,15
"12097",153683028,15
"12098",153683030,10
"12099",153683031,25
"12100",153683033,20
"12101",153683064,10
"12102",153683103,5
"12103",153683144,20
"12104",153683170,5
"12105",153683174,5
"12106",153683175,10
"12107",153683181,5
"12108",153683184,5
"12109",153683185,5
"12110",153683186,5
"12111",153683187,5
"12112",153683190,10
"12113",153683191,5
"12114",153683192,5
"12115",153683193,5
"12116",153683194,5
"12117",153683195,5
"12118",153683196,5
"12119",153683198,5
"12120",153683206,5
"12121",153683230,5
"12122",153683247,5
"12123",153683293,5
"12124",153683309,5
"12125",153683310,20
"12126",153683314,5
"12127",153683315,20
"12128",153683342,10
"12129",153683344,5
"12130",153683345,5
"12131",153683346,10
"12132",153683347,10
"12133",153683350,5
"12134",153683381,5
"12135",153683394,5
"12136",153683395,5
"12137",153683396,5
"12138",153683397,20
"12139",153683400,25
"12140",153683405,5
"12141",153683417,20
"12142",153683418,5
"12143",153683419,5
"12144",153683422,5
"12145",153683426,10
"12146",153683428,10
"12147",153683429,5
"12148",153683430,25
"12149",153683445,50
"12150",153683449,25
"12151",153683450,15
"12152",153683451,25
"12153",153683455,25
"12154",153683483,25
"12155",153683485,20
"12156",153683486,25
"12157",153683500,10
"12158",153683516,5
"12159",153683518,10
"12160",153683519,10
"12161",153683522,10
"12162",153683525,10
"12163",153683530,5
"12164",153683550,15
"12165",153683551,5
"12166",153683556,5
"12167",153683563,5
"12168",153683564,5
"12169",153683567,10
"12170",153683568,5
"12171",153683569,5
"12172",153683575,5
"12173",153683576,5
"12174",153683599,10
"12175",153683619,15
"12176",153683620,5
"12177",153683641,10
"12178",153683659,5
"12179",153683670,5
"12180",153683673,5
"12181",153683678,10
"12182",153683681,50
"12183",153683683,10
"12184",153683686,10
"12185",153683688,10
"12186",153683693,10
"12187",153683696,10
"12188",153683700,65
"12189",153683701,65
"12190",153683702,55
"12191",153683714,5
"12192",153683717,5
"12193",153683719,5
"12194",153683721,5
"12195",153683722,5
"12196",153683724,10
"12197",153683725,5
"12198",153683726,60
"12199",153683727,5
"12200",153683728,45
"12201",153683729,60
"12202",153683730,50
"12203",153683731,30
"12204",153683732,5
"12205",153683733,35
"12206",153683734,55
"12207",153683741,5
"12208",153683742,60
"12209",153683748,55
"12210",153683749,5
"12211",153683750,50
"12212",153683770,5
"12213",153683771,5
"12214",153683776,5
"12215",153683780,5
"12216",153683818,5
"12217",153683859,65
"12218",153683860,65
"12219",153683864,55
"12220",153683880,55
"12221",153683881,55
"12222",153683882,60
"12223",153683883,5
"12224",153683884,75
"12225",153683885,65
"12226",153683887,70
"12227",153683888,70
"12228",153683908,5
"12229",153683909,5
"12230",153683923,5
"12231",153683951,5
"12232",153683957,10
"12233",153683977,5
"12234",153683978,80
"12235",153683979,20
"12236",153683980,20
"12237",153683982,5
"12238",153683983,20
"12239",153683986,20
"12240",153683987,20
"12241",153683993,30
"12242",153683995,25
"12243",153683996,20
"12244",153683997,20
"12245",153683998,20
"12246",153683999,20
"12247",153684001,5
"12248",153684002,5
"12249",153684004,5
"12250",153684006,5
"12251",153684008,50
"12252",153684010,40
"12253",153684011,40
"12254",153684012,40
"12255",153684018,40
"12256",153684020,40
"12257",153684023,35
"12258",153684024,40
"12259",153684034,15
"12260",153684035,20
"12261",153684036,20
"12262",153684038,40
"12263",153684042,30
"12264",153684044,40
"12265",153684045,75
"12266",153684046,65
"12267",153684051,5
"12268",153684090,5
"12269",153684115,145
"12270",153684116,65
"12271",153684117,65
"12272",153684118,65
"12273",153684120,65
"12274",153684121,65
"12275",153684126,60
"12276",153684129,140
"12277",153684130,60
"12278",153684131,65
"12279",153684200,5
"12280",153684201,5
"12281",153684202,5
"12282",153684204,5
"12283",153684205,5
"12284",153684210,5
"12285",153684211,15
"12286",153684212,5
"12287",153684225,10
"12288",153684229,5
"12289",153684231,10
"12290",153684234,10
"12291",153684235,30
"12292",153684237,5
"12293",153684238,5
"12294",153684239,5
"12295",153684241,35
"12296",153684243,25
"12297",153684246,10
"12298",153684247,45
"12299",153684250,25
"12300",153684252,25
"12301",153684253,5
"12302",153684254,25
"12303",153684256,5
"12304",153684258,5
"12305",153684263,70
"12306",153684266,60
"12307",153684267,65
"12308",153684268,75
"12309",153684269,70
"12310",153684272,50
"12311",153684303,5
"12312",153684304,5
"12313",153684306,5
"12314",153684314,5
"12315",153684429,5
"12316",153684430,10
"12317",153684431,5
"12318",153684469,10
"12319",153684471,10
"12320",153684474,10
"12321",153684480,10
"12322",153684483,10
"12323",153684527,5
"12324",153684530,5
"12325",153684531,5
"12326",153684545,5
"12327",153684549,5
"12328",153684553,15
"12329",153684560,15
"12330",153684562,5
"12331",153684563,5
"12332",153684565,5
"12333",153684566,5
"12334",153684568,5
"12335",153684569,5
"12336",153684571,85
"12337",153684575,85
"12338",153684576,40
"12339",153684578,40
"12340",153684579,40
"12341",153684582,40
"12342",153684585,5
"12343",153684594,5
"12344",153684596,5
"12345",153684597,5
"12346",153684598,5
"12347",153684599,5
"12348",153684600,5
"12349",153684601,5
"12350",153684605,5
"12351",153684611,5
"12352",153684629,5
"12353",153684630,5
"12354",153684633,10
"12355",153684634,15
"12356",153684635,10
"12357",153684636,10
"12358",153684639,5
"12359",153684640,10
"12360",153684641,10
"12361",153684644,5
"12362",153684645,5
"12363",153684648,10
"12364",153684649,5
"12365",153684654,5
"12366",153684656,5
"12367",153684657,10
"12368",153684658,10
"12369",153684667,5
"12370",153684669,5
"12371",153684670,10
"12372",153684672,10
"12373",153684674,10
"12374",153684676,5
"12375",153684677,5
"12376",153684680,30
"12377",153684681,15
"12378",153684683,15
"12379",153684684,15
"12380",153684701,20
"12381",153684702,25
"12382",153684706,25
"12383",153684708,25
"12384",153684715,25
"12385",153684716,25
"12386",153684718,25
"12387",153684774,15
"12388",153684777,20
"12389",153684814,180
"12390",153684817,185
"12391",153684818,70
"12392",153684828,185
"12393",153684829,70
"12394",153684830,70
"12395",153684843,75
"12396",153684846,75
"12397",153684847,65
"12398",153684848,75
"12399",153684849,30
"12400",153684851,60
"12401",153684856,60
"12402",153684857,105
"12403",153684859,10
"12404",153684863,55
"12405",153684873,20
"12406",153684881,25
"12407",153684896,85
"12408",153684897,5
"12409",153684898,10
"12410",153684899,5
"12411",153684900,5
"12412",153684901,15
"12413",153684902,30
"12414",153684903,15
"12415",153684904,5
"12416",153684905,5
"12417",153684906,5
"12418",153684907,15
"12419",153684908,20
"12420",153684909,20
"12421",153684910,15
"12422",153684912,10
"12423",153684913,55
"12424",153684914,5
"12425",153684915,55
"12426",153684917,15
"12427",153684918,45
"12428",153684919,45
"12429",153684920,80
"12430",153684921,15
"12431",153684923,55
"12432",153684924,10
"12433",153684926,50
"12434",153684928,50
"12435",153684929,50
"12436",153684946,15
"12437",153684949,10
"12438",153684950,80
"12439",153684970,15
"12440",153684972,10
"12441",153684976,20
"12442",153684977,15
"12443",153684978,205
"12444",153685003,5
"12445",153685004,5
"12446",153685027,15
"12447",153685028,10
"12448",153685037,15
"12449",153685042,15
"12450",153685043,90
"12451",153685046,15
"12452",153685050,15
"12453",153685051,20
"12454",153685057,15
"12455",153685062,15
"12456",153685063,15
"12457",153685069,15
"12458",153685073,15
"12459",153685075,15
"12460",153685081,5
"12461",153685083,5
"12462",153685085,5
"12463",153685086,5
"12464",153685087,5
"12465",153685092,5
"12466",153685093,5
"12467",153685104,5
"12468",153685116,5
"12469",153685118,5
"12470",153685119,15
"12471",153685121,90
"12472",153685122,20
"12473",153685124,5
"12474",153685125,5
"12475",153685126,5
"12476",153685127,10
"12477",153685128,10
"12478",153685129,5
"12479",153685130,5
"12480",153685131,20
"12481",153685132,20
"12482",153685148,225
"12483",153685149,90
"12484",153685150,90
"12485",153685155,90
"12486",153685158,90
"12487",153685159,90
"12488",153685163,90
"12489",153685164,90
"12490",153685167,90
"12491",153685180,5
"12492",153685181,15
"12493",153685225,10
"12494",153685226,10
"12495",153685229,5
"12496",153685230,15
"12497",153685233,15
"12498",153685234,10
"12499",153685238,5
"12500",153685240,5
"12501",153685245,5
"12502",153685599,5
"12503",153685607,5
"12504",153685613,5
"12505",153685615,5
"12506",153685617,5
"12507",153685630,5
"12508",153685939,10
"12509",153685948,10
"12510",153685951,10
"12511",153685955,10
"12512",153685956,10
"12513",153685966,10
"12514",153685970,10
"12515",153685972,10
"12516",153685973,10
"12517",153685981,10
"12518",153685984,10
"12519",153686095,5
"12520",153686105,10
"12521",153686176,10
"12522",153686177,10
"12523",153686182,10
"12524",153686203,5
"12525",153686205,5
"12526",153686210,15
"12527",153686222,10
"12528",153686223,5
"12529",153686227,10
"12530",153686230,15
"12531",153686233,5
"12532",153686234,20
"12533",153686236,5
"12534",153686238,5
"12535",153686239,5
"12536",153686241,5
"12537",153686242,15
"12538",153686243,10
"12539",153686244,5
"12540",153686245,10
"12541",153686248,10
"12542",153686249,5
"12543",153686255,5
"12544",153686256,5
"12545",153686257,5
"12546",153686258,5
"12547",153686259,5
"12548",153686261,5
"12549",153686262,5
"12550",153686267,5
"12551",153686268,5
"12552",153686270,5
"12553",153686277,5
"12554",153686283,5
"12555",153686284,5
"12556",153686285,5
"12557",153686286,5
"12558",153686287,5
"12559",153686293,10
"12560",153686297,5
"12561",153686304,5
"12562",153686310,10
"12563",153686312,10
"12564",153686326,10
"12565",153686329,10
"12566",153686330,10
"12567",153686331,25
"12568",153686333,70
"12569",153686335,55
"12570",153686336,65
"12571",153686338,70
"12572",153686341,15
"12573",153686342,60
"12574",153686343,140
"12575",153686344,140
"12576",153686346,10
"12577",153686347,60
"12578",153686348,5
"12579",153686358,5
"12580",153686413,10
"12581",153686416,5
"12582",153686488,45
"12583",153686489,5
"12584",153686506,5
"12585",153686507,5
"12586",153686508,5
"12587",153686509,5
"12588",153686512,5
"12589",153686513,5
"12590",153686519,5
"12591",153686520,145
"12592",153686521,10
"12593",153686522,5
"12594",153686523,5
"12595",153686524,70
"12596",153686525,5
"12597",153686539,10
"12598",153686540,75
"12599",153686542,170
"12600",153686543,75
"12601",153686554,10
"12602",153686556,85
"12603",153686594,80
"12604",153686599,85
"12605",153686600,85
"12606",153686604,75
"12607",153686606,80
"12608",153686615,95
"12609",153686633,85
"12610",153686638,5
"12611",153686639,90
"12612",153686648,155
"12613",153686649,70
"12614",153686650,110
"12615",153686676,5
"12616",153686677,5
"12617",153686679,5
"12618",153686682,5
"12619",153686684,5
"12620",153686685,5
"12621",153686687,5
"12622",153686688,5
"12623",153686693,5
"12624",153686695,5
"12625",153686696,5
"12626",153686706,5
"12627",153686710,5
"12628",153686711,5
"12629",153686712,5
"12630",153686714,5
"12631",153686721,20
"12632",153686722,20
"12633",153686727,90
"12634",153686731,90
"12635",153686732,90
"12636",153686735,90
"12637",153686736,225
"12638",153686737,25
"12639",153686738,20
"12640",153686740,90
"12641",153686741,90
"12642",153686746,25
"12643",153686748,85
"12644",153686750,20
"12645",153686752,20
"12646",153686753,20
"12647",153686754,25
"12648",153686762,5
"12649",153686763,20
"12650",153686765,230
"12651",153686766,95
"12652",153686831,20
"12653",153686835,95
"12654",153686836,95
"12655",153686837,95
"12656",153686839,225
"12657",153686840,95
"12658",153686841,85
"12659",153686842,20
"12660",153686843,20
"12661",153686846,95
"12662",153686850,90
"12663",153686852,90
"12664",153686854,90
"12665",153686893,5
"12666",153686905,5
"12667",153686909,5
"12668",153686912,5
"12669",153686916,90
"12670",153686918,20
"12671",153686920,90
"12672",153686922,90
"12673",153686924,215
"12674",153686925,225
"12675",153686930,90
"12676",153686931,95
"12677",153686934,95
"12678",153686935,95
"12679",153686936,95
"12680",153686937,25
"12681",153686938,95
"12682",153686939,95
"12683",153686941,95
"12684",153686943,5
"12685",153686945,5
"12686",153686947,5
"12687",153686950,20
"12688",153686953,95
"12689",153686955,230
"12690",153686959,95
"12691",153686962,5
"12692",153686965,5
"12693",153686966,5
"12694",153686967,5
"12695",153686968,100
"12696",153686969,100
"12697",153686973,5
"12698",153686975,5
"12699",153686977,25
"12700",153686978,20
"12701",153686983,100
"12702",153686986,100
"12703",153686988,85
"12704",153686993,230
"12705",153686997,100
"12706",153686999,100
"12707",153687009,5
"12708",153687011,5
"12709",153687014,10
"12710",153687017,10
"12711",153687019,10
"12712",153687020,10
"12713",153687021,5
"12714",153687022,5
"12715",153687024,20
"12716",153687029,5
"12717",153687031,5
"12718",153687033,15
"12719",153687035,20
"12720",153687038,5
"12721",153687040,15
"12722",153687043,100
"12723",153687045,100
"12724",153687046,100
"12725",153687050,100
"12726",153687051,225
"12727",153687052,100
"12728",153687060,100
"12729",153687064,220
"12730",153687065,75
"12731",153687067,95
"12732",153687068,5
"12733",153687069,5
"12734",153687070,5
"12735",153687072,85
"12736",153687073,85
"12737",153687074,75
"12738",153687075,185
"12739",153687076,185
"12740",153687081,85
"12741",153687216,5
"12742",153687232,5
"12743",153687233,5
"12744",153687240,5
"12745",153687241,5
"12746",153687242,10
"12747",153687244,5
"12748",153687249,5
"12749",153687253,5
"12750",153687254,5
"12751",153687263,15
"12752",153687264,15
"12753",153687269,15
"12754",153687270,15
"12755",153687274,85
"12756",153687275,85
"12757",153687283,195
"12758",153687286,85
"12759",153687293,10
"12760",153687295,85
"12761",153687296,90
"12762",153687298,90
"12763",153687311,5
"12764",153687314,5
"12765",153687315,5
"12766",153687316,5
"12767",153687325,5
"12768",153687327,5
"12769",153687328,5
"12770",153687335,10
"12771",153687338,10
"12772",153687345,5
"12773",153687346,5
"12774",153687349,5
"12775",153687353,5
"12776",153687373,10
"12777",153687397,10
"12778",153687398,10
"12779",153687399,10
"12780",153687401,15
"12781",153687411,15
"12782",153687412,15
"12783",153687416,5
"12784",153687431,65
"12785",153687433,95
"12786",153687435,60
"12787",153687437,90
"12788",153687438,95
"12789",153687439,90
"12790",153687453,90
"12791",153687455,90
"12792",153687456,70
"12793",153687457,80
"12794",153687458,85
"12795",153687459,90
"12796",153687460,90
"12797",153687475,90
"12798",153687478,90
"12799",153687479,215
"12800",153687480,60
"12801",153687481,75
"12802",153687482,95
"12803",153687498,100
"12804",153687499,100
"12805",153687506,10
"12806",153687507,10
"12807",153687572,5
"12808",153687712,15
"12809",153687727,10
"12810",153687730,10
"12811",153687741,5
"12812",153687792,10
"12813",153687807,20
"12814",153687897,5
"12815",153687898,5
"12816",153687900,5
"12817",153687903,5
"12818",153687906,5
"12819",153687910,10
"12820",153687911,10
"12821",153687914,5
"12822",153687941,15
"12823",153687943,15
"12824",153687948,10
"12825",153687951,20
"12826",153687953,65
"12827",153687954,65
"12828",153687955,20
"12829",153687957,20
"12830",153687958,65
"12831",153687959,20
"12832",153687960,25
"12833",153687961,65
"12834",153687962,60
"12835",153687963,170
"12836",153687964,5
"12837",153687968,15
"12838",153687987,70
"12839",153687988,60
"12840",153687989,5
"12841",153687990,70
"12842",153687991,5
"12843",153687992,65
"12844",153687994,5
"12845",153687998,5
"12846",153687999,5
"12847",153688001,5
"12848",153688005,140
