OID_;edgeUID;osmId;km
172;157503653;131945880;0,677637234507000
173;153754004;106574693;0,020791049152600
174;153754066;106574693;0,010517202153700
175;153754999;201139732;0,020089765666700
176;153757906;556105727;0,004768084931330
177;153764285;244950246;0,059453421867100
178;153776989;30509661;0,564116937840000
179;153777690;25778152;0,017829662147100
180;153777702;25808572;0,019097017968500
181;153778353;168251486;0,047210275890400
182;153778699;168256090;0,110912280613000
183;153779475;23982703;0,037054568201900
184;153782999;938402096;0,150081622106000
185;153786826;155642082;0,061367657797700
186;153792943;166651670;0,008564489998770
187;153798139;497283759;0,008541633243600
188;153803582;954408683;0,004715561621480
189;153804051;188312978;0,001422108345070
190;153808070;438496871;0,195629095946000
191;153816098;819204931;0,002606993106610
192;153827694;24258968;0,008088644832360
193;153829132;993506135;0,015085865110900
194;153829192;30524798;0,013322040871200
195;153829762;306721404;0,036939459153500
196;153830883;797042866;0,017177650151100
197;157449566;49160328;0,071672398354700
198;157488670;736783527;0,024089156552700
199;157491271;891718461;0,002593489957860
200;157494614;883878832;0,036907448594800
201;157501678;74673661;0,035085198013900
202;157519516;540229562;0,009903523874190
203;157521094;43319313;0,007438630547570
204;157522769;205175721;0,147128333009000
205;153751231;23015536;0,028854306350200
206;153751409;886645462;0,017547630836300
207;153764378;346833206;0,041128486581700
208;153773979;931038587;0,000429680999797
209;153775441;27382091;0,032737089248400
210;153777422;191573723;0,005220950968880
211;153777633;218523890;0,002774359461450
212;153779154;168561860;0,054558741035800
213;153779167;747508839;0,021483147998600
214;153781020;159016296;0,012916268543700
215;153781727;914950575;0,004887861053180
216;153782074;886630314;0,016503681984800
217;153784113;171041140;0,028351537561400
218;153786463;30448773;0,024008442571100
219;153787057;15736055;0,334646550064000
220;153789029;907306973;0,003420160282240
221;153796358;274469802;0,002545839216590
222;153797362;785460722;0,058256686087700
223;153801156;480819400;0,025278867456000
224;153817414;74492571;0,036120125074700
225;153825959;979888734;0,326435670316000
226;153827277;511976341;0,018906771593300
227;153832331;436479841;0,059536254630400
228;153887246;126697228;0,041999610607800
229;153887426;30523142;0,008589360398150
230;157451378;259293964;0,027033631671300
231;157485766;187026036;0,089491323792200
232;157486894;210742169;0,002969004655960
233;157489960;793808277;0,008493698773150
234;157491269;891718464;0,012026135810200
235;157501875;325388256;0,149399916786000
236;157520608;550495173;0,023604896680400
237;153748783;555914064;0,019576829635000
238;153751158;107557229;0,617605597974000
239;153751174;30526189;0,006504912945600
240;153756128;245809830;0,056391306198400
241;153756328;184923403;0,010547035048400
242;153756482;609038202;0,132255021612000
243;153773617;927092981;0,049322055216100
244;153775835;312091131;0,091946281781100
245;153782531;936781027;0,006658858015400
246;153783795;156455072;0,032225015294900
247;153785780;852012535;0,095763586137800
248;153793225;193684981;0,068226875543100
249;153794683;227666136;0,056297258256300
250;153797245;202007148;0,007655912906530
251;153797386;421982485;0,084122985245300
252;153798200;497283704;0,093466391591100
253;153800385;175016236;0,007691858616610
254;153807927;30510374;0,025077547637100
255;153821842;942248732;0,007284635682120
256;153822342;30507193;0,145256514138000
257;153823196;952383280;0,182483121167000
258;153824806;30507219;0,037655116187400
259;153825125;969239203;0,178978998204000
260;153827047;299865902;0,073456018901900
261;153827327;989753755;0,046912903907600
262;153828371;30524819;0,051297303309100
263;153887281;361493852;0,003288861054980
264;157489462;200070664;0,232999571748000
265;157496497;28482045;0,027670675723000
266;157501087;173338936;0,035903028748100
267;157503456;67740370;0,012521770111900
268;157522425;69255722;0,024765611165600
269;157522435;773119166;0,028629268774600
270;157522442;871811571;0,081755369698800
271;157523189;30523799;0,022364484346400
272;153745914;234175154;0,067164550873100
273;153749546;147125585;0,014514213925100
274;153750208;405588708;0,336167786203000
275;153751981;256536814;0,008827131614920
276;153752630;30512761;0,031283876653300
277;153757086;30526004;0,005659082662910
278;153776102;156037778;0,087182959771600
279;153776537;156190860;0,027574702652600
280;153778186;169420497;0,020499135209600
281;153779029;491263075;0,020207070981300
282;153783055;191689785;0,013211170196200
283;153785020;102822014;0,080505879076600
284;153785389;155870542;0,006834626308500
285;153786137;160588364;0,013153049112200
286;153787263;163258897;0,155122531032000
287;153791872;317643922;0,133858699615000
288;153794115;988832704;0,006419722142050
289;153795730;168967494;0,014124928842700
290;153800081;264272726;0,006306064581700
291;153807029;220130040;0,002568773613530
292;153820011;120278545;0,836997152805000
293;153820025;328753112;0,998372938636000
294;153820798;274162464;0,042443261377200
295;153824966;130556222;0,995014276998000
296;153826236;305775965;0,258219093295000
297;153827236;991011295;0,004604008357790
298;153829844;78411507;0,091219438796600
299;153830812;233053658;0,117845171705000
300;153832753;30523150;0,051826411682300
301;157448946;23712607;0,051108675238800
302;157492383;473485640;0,002021285749340
303;157494634;30509991;0,008690033135600
304;157496001;69489915;0,018824116123600
305;157520656;850512573;0,005023176087370
306;157520860;33041503;0,024922269982700
307;157521016;743073662;0,007401857551110
308;157524825;391535570;0,001860255404310
309;153751365;886645455;0,012922515677500
310;153762746;164288661;0,210584373049000
311;153762752;145476037;0,254386385445000
312;153764211;225895169;0,081542811418900
313;153775198;254021411;0,032028382210800
314;153781594;159845631;0,013814107990800
315;153781634;23008505;0,013885732200500
316;153785608;915783193;0,031510584444000
317;153788611;12540638;0,029043906526300
318;153788985;907267791;0,012677273277700
319;153790338;912824057;0,062203583328600
320;153808041;56476725;0,084105572273400
321;153813307;51947792;0,219767350183000
322;153818551;896967884;0,998674082169000
323;153821475;884872066;0,126917703470000
324;153821476;884305567;0,180893067393000
325;153822498;946091030;0,087052351455800
326;153822940;914653405;0,014510736972200
327;153824579;967686964;0,309938998113000
328;153826829;965091856;0,148197387144000
329;153826997;988956243;0,024842709503600
330;153829437;75134911;0,034911521103700
331;153830627;663806109;0,011936230797400
332;153830970;1010377979;0,047151643166200
333;157449618;354678679;0,021658871639700
334;157450070;407074826;0,134290364963000
335;157450780;138948305;0,113915907087000
336;157451306;48554615;0,041873828035200
337;157486019;154916004;0,053114710681600
338;157486074;155045926;0,018450819932100
339;157486221;358589092;0,017197578888700
340;157492140;191581688;0,037041111521600
341;157494909;30508959;0,007071688964830
342;157522049;547873864;0,006853186050540
343;157522141;157320949;0,013408752078400
344;153751975;263480738;0,029805918518100
345;153754532;201431626;0,025219613166600
346;153761232;23503243;0,189521942982000
347;153773944;919873282;0,004520105774020
348;153776471;16568602;0,055176752803800
349;153777088;191736734;0,056347720366600
350;153784777;193892030;0,014438339445900
351;153788151;744395658;0,180489440249000
352;153790089;886222138;0,011115125278600
353;153793511;1015812140;0,009050106335370
354;153795326;156375901;0,001021710813080
355;153805492;37898858;0,136821687445000
356;153812639;121701198;0,015320506788700
357;153825260;24257691;0,010961090116200
358;153826561;987811341;0,011637947937700
359;153829608;1015946388;0,064854829014700
360;153830680;147175145;0,449196079834000
361;157451167;436707772;0,019724578749200
362;157485786;187025999;0,005944481973260
363;157492181;478284916;0,012239824049200
364;157496599;28222181;0,067085966921300
365;157497079;238818455;0,029726430034500
366;157503585;64943018;0,011006355502200
367;157522041;547875728;0,006362183370590
368;157522069;158923986;0,033728518810500
369;157522310;77962605;0,003640705179280
370;157522332;545053840;0,007682529856090
371;157522584;157321042;0,018794286229500
372;153748999;30512425;0,047625171332100
373;153749006;205442626;0,210075385755000
374;153751203;200440031;0,032926517145500
375;153751303;257770339;0,057697729634600
376;153753909;242446827;0,007420496670790
377;153754200;30510081;0,011645311272600
378;153757303;885292702;0,006669143605380
379;153778584;30507729;0,056137797385400
380;153779952;114134198;0,191274237728000
381;153780283;225553155;0,049074796438300
382;153781043;159097951;0,074822845625000
383;153781389;523650349;0,071857705424400
384;153785968;30448735;0,016964160249100
385;153788167;863578100;0,020814122749000
386;153789182;909917698;0,050974985681200
387;153790462;886542549;0,010180289837400
388;153790721;796356430;0,010049549535500
389;153793975;456926267;0,040457906965600
390;153795450;748615555;0,429201298506000
391;153798872;913838055;0,006362117045170
392;153802365;166222144;0,033858218450400
393;153803346;169313391;0,100602027343000
394;153805139;64933458;0,064752355687300
395;153807330;45241678;0,012148753342600
396;153811901;136867837;0,057585656201600
397;153814263;132575669;0,085144085826300
398;153818398;30524394;0,036289370936400
399;153818399;30524394;0,040348260101100
400;153819329;165276497;0,132637235679000
401;153820369;234782312;0,010983871517800
402;153821659;208421729;0,025554790327400
403;153821858;942583002;0,004576492487800
404;153824098;964390357;0,015180095461000
405;153825549;965440631;0,070405879133700
406;153830165;967612682;0,012400243259500
407;153831354;633928475;0,054970245954200
408;157490205;155121508;0,004660957534080
409;157492098;65288939;0,126462016215000
410;157500878;136018504;0,182756965741000
411;157501460;520628223;0,006051831626160
412;157520432;516779767;0,021783808842200
413;157522187;158924137;0,038684183043300
414;153742668;330030426;0,014509572249100
415;153750364;37248862;0,012155194758200
416;153751279;23015536;0,068531312943300
417;153752745;495057559;0,032727033312900
418;153777716;953076926;0,018065591099200
419;153778614;591664455;0,037038337089600
420;153778622;548303944;0,253487192702000
421;153780403;23804249;0,099089316072700
422;153781365;681185761;0,082364623525300
423;153781958;437721600;0,042307599037200
424;153784181;110065876;0,022856904059500
425;153787096;168555581;0,031184746405300
426;153793286;192931837;0,010470859124600
427;153795058;138326110;0,006407349050280
428;153795291;156375901;0,003580783515130
429;153799669;131445919;0,007607279617670
430;153804343;777312992;0,004580604446030
431;153810258;22953289;0,105460708551000
432;153812797;482689463;0,206079768792000
433;153813312;803287029;0,027534548858900
434;153817619;723962456;0,049655270639700
435;153819303;75718306;0,216878663275000
436;153819960;129221080;0,035905066189200
437;153820731;69022451;0,002643267329870
438;153826824;965289834;0,009091206004720
439;153829614;260133347;0,179096904050000
440;153830986;1010964872;0,007892526607210
441;153831576;28116579;0,007642909539520
442;153832660;653184926;0,013663593927100
443;157522136;67917332;0,011887289522900
444;153749970;546010396;0,102463165187000
445;153750193;708021379;0,134860314612000
446;153753058;201431624;0,039034138684900
447;153757147;30526004;0,008430744536700
448;153769503;80914172;0,101555580706000
449;153778908;168559402;0,007771075170920
450;153785987;760019850;0,017985468829000
451;153787767;971390922;0,013917680227400
452;153788472;160614656;0,147787989278000
453;153789890;897944402;0,027028298616100
454;153791365;552561228;0,009965915705560
455;153800468;203983329;0,028639914196900
456;153801303;886339595;0,040198055115500
457;153805978;972053879;0,013671709678700
458;153815013;51070202;0,051346837235500
459;153817313;163253739;0,017703124133800
460;153818855;395043228;0,182141954804000
461;153823564;957001541;0,012387809214300
462;153825766;979874628;0,006298024982070
463;153827210;69025585;0,020842650911900
464;153827379;69025572;0,048123025109000
465;153827475;1010063120;0,003990715713370
466;153828270;436611388;0,057348425483800
467;153831973;71735552;0,049226055325200
468;157450340;997449860;0,043188939664300
469;157491916;244042275;0,043367626826100
470;157496136;134400738;0,023567028009800
471;157501955;262539277;0,566580272411000
472;153751175;387757775;0,067541862708900
473;153751269;107567965;0,040598263691300
474;153752485;104952153;0,023035278694900
475;153754245;201135559;0,035454848534600
476;153754290;201152994;0,079177980242300
477;153754709;188307458;0,109125889245000
478;153755870;214801780;0,088580641061400
479;153756940;30526025;0,036281582585700
480;153764343;171508466;0,061466554756500
481;153773110;936380127;0,007534296662360
482;153780558;23610451;0,034367433820400
483;153781064;159155084;0,055353132225900
484;153781384;162076205;0,036555958875200
485;153782997;938402096;0,033774583990900
486;153783070;168847855;0,019619516207900
487;153790713;711950529;0,084845755417000
488;153790995;34955608;0,005374681248010
489;153801721;552404148;0,027654100855400
490;153816791;135614533;0,068953468421200
491;153827638;983414738;0,340367277561000
492;153831356;301969539;0,034136088552300
493;157492125;333394151;0,015853445204700
494;157496570;880199718;0,011785882539000
495;157496661;179587026;0,019200214148100
496;157523008;550856181;0,025125703168400
497;153748936;215816946;0,761981407861000
498;153754725;186132789;0,062220297896400
499;153756814;201132014;0,014540032856100
500;153764757;14843743;0,087465652811500
501;153778888;14311691;0,038284575854200
502;153779426;783587000;0,034388913720700
503;153779945;254676433;0,019586656080900
504;153788451;905247493;0,066282356253900
505;153788615;861116820;0,042128402159100
506;153789409;912871369;0,023806112149400
507;153796761;805388230;0,030266286533100
508;153803959;92220368;0,022623954969600
509;153804764;64132649;0,007840711710990
510;153815574;134043706;0,074830035012400
511;153817006;564387432;0,025979522497700
512;153818833;421267866;0,852491202585000
513;153821990;941082717;0,093059305225000
514;153822142;242875834;0,182628781803000
515;153822398;946558248;0,605487474797000
516;153823300;953999066;0,008663953546780
517;153823816;957937908;0,011047757972400
518;153824815;881576303;0,050251380201100
519;153826008;955272606;0,044790231077000
520;153828836;69024943;0,021290989092600
521;157448992;517009695;0,123275947066000
522;157495154;884754866;0,003628445669090
523;157496046;30526739;0,014937580182100
524;157496766;710518370;0,015658955834700
525;157501695;30524037;0,128481522148000
526;157502960;64398447;0,022107749382000
527;157520653;850512573;0,070060531015100
528;157521737;160130940;0,158681805837000
529;153753305;106357643;0,032429615620400
530;153754501;201431625;0,055024803015300
531;153755033;201132004;0,006440667372170
532;153762730;145476035;0,839837486884000
533;153774102;210977361;0,044428031763700
534;153776406;258651941;0,028864612734500
535;153779298;935098191;0,007452969952360
536;153783367;868825397;0,018526251493300
537;153784643;17093877;0,044959205380900
538;153792973;192546962;0,112838248994000
539;153793900;673071070;0,034094507397200
540;153793924;25979789;0,254128553462000
541;153794471;162356226;0,170965187527000
542;153796836;74484276;0,021193637512900
543;153806831;413170878;0,015032488622200
544;153809159;156155146;0,010374227406200
545;153809567;170226481;0,005355850263340
546;153809825;886734434;0,002972426840270
547;153814441;40026532;0,014605344417600
548;153816226;886106173;0,014464715977500
549;153817449;997382369;0,159203273834000
550;153820311;26635983;0,052561855727100
551;153832973;797569347;0,186285895067000
552;153887338;30523025;0,040354830175200
553;157490812;776370463;0,003294610239300
554;157492158;191581692;0,067428574503400
555;157493168;246533320;0,343212903084000
556;157493484;60775637;0,048759762999800
557;157496475;880126960;0,045759257305800
558;157496601;28222181;0,024368320945600
559;157497640;523808308;0,026143420810000
560;157503389;555750762;0,009482490803850
561;157522342;547861621;0,007476042651630
562;157523105;160572456;0,021688362256100
563;153742697;39631891;0,301342431629000
564;153756604;326197837;0,022682011833200
565;153764947;813271911;0,034995098277900
566;153778460;802006793;0,016699083900900
567;153781080;1011398733;0,033156942110700
568;153787021;956556226;0,289342436547000
569;153789276;911382311;0,131989738164000
570;153789544;874230030;0,004595010394980
571;153792885;451298148;0,099043235812000
572;153793795;122094423;0,059915887979700
573;153796328;104978828;0,027506505932200
574;153804856;229118879;0,001280425141140
575;153807025;144828758;0,010413410169300
576;153807073;54833069;0,011616235706200
577;153807863;95573906;0,014068322411800
578;153807952;74768244;0,070498034504900
579;153812069;682214456;0,138065186481000
580;153813272;413007586;0,009022127002230
581;153817908;901679136;0,041158877288300
582;153820555;783422273;0,174791931686000
583;153821200;208263885;0,482421750096000
584;153824795;176686947;0,123649087161000
585;153828581;993275296;0,011928854662100
586;153829940;68880098;0,021884686090500
587;153830191;967612673;0,064162321231600
588;153832016;87505450;0,114779596507000
589;153832694;30523103;0,032786756692500
590;153832988;111328874;0,006402126154960
591;157449565;47006477;0,007778723177600
592;157486130;886256166;0,015303622989200
593;157488032;154573071;0,009076108756260
594;157491566;891718563;0,003110749233360
595;157503252;380826481;0,132107727187000
596;157503694;68023831;0,125991334329000
597;157520219;175573040;0,029074627322500
598;157521838;516645199;0,032622806928500
599;157522142;157320949;0,020657219418400
600;153752581;30525860;0,262083575008000
601;153773312;929634030;0,004329948446830
602;153773798;919873272;0,010556945739800
603;153774827;997269611;0,077569021479400
604;153777169;191914358;0,059416253899100
605;153778742;55740878;0,010869652575600
606;153783088;210851187;0,118309426493000
607;153783617;30900895;0,005771224972310
608;153784853;169997681;0,055750660857100
609;153786505;160490213;0,019787836810100
610;153787227;25334737;0,034963268572500
611;153788259;30506538;0,017846544868600
612;153789011;911163450;0,027235182600000
613;153789690;23633774;0,003441055722530
614;153790747;32210844;0,151257375842000
615;153792287;480366139;0,078264552959700
616;153796296;162705069;0,018630823783600
617;153796629;876056112;0,003912489724920
618;153804748;229117782;0,010289389949800
619;153804946;229113497;0,002990410020550
620;153805605;68764377;0,000830797266068
621;153807749;373425588;0,006124525199530
622;153814770;150298978;0,100219507000000
623;153815171;25631918;0,027479733828100
624;153816058;136337947;0,055330791605100
625;153816577;111770972;0,091470286333200
626;153824093;762431322;0,456115425015000
627;153827118;30523531;0,005294328872290
628;153831725;301969546;0,008788982318770
629;153831838;635342461;0,035815188062100
630;153831839;117970364;0,033446728868500
631;157450699;207599588;0,007419292581050
632;157454512;180380501;0,035770593294700
633;157493738;170441743;0,029791449748600
634;157501481;43323778;0,026366899881700
635;157503018;67803391;0,011086780967600
636;157520416;516790085;0,052100389231000
637;157521485;415136929;0,032650964846300
638;157522575;157321031;0,024282976345400
639;153750562;1005063271;0,003393863143410
640;153764650;225891254;0,016804137819600
641;153769456;800627100;0,005078878840370
642;153775178;196544893;0,038475951135400
643;153780060;929722107;0,030703439533200
644;153784159;159152703;0,024742314649900
645;153785209;155723458;0,086964780354200
646;153785690;915626828;0,005114266824190
647;153786988;155729935;0,155250435995000
648;153788031;156832639;0,190321163303000
649;153788188;30506538;0,055363737747300
650;153788691;727737040;0,151757062723000
651;153789679;874230037;0,449384282515000
652;153789978;896473957;0,065245063367700
653;153790877;650143916;0,071218213569100
654;153792387;785460737;0,032119930045700
655;153793640;120580638;0,018412233275600
656;153794341;544715831;0,112203938970000
657;153796634;28162247;0,032990733375900
658;153807015;54843090;0,013635243882200
659;153817979;498763054;0,020414338186200
660;153819639;170266124;0,007993877019210
661;153824873;948823765;0,020493822940400
662;153825044;24257692;0,423197649723000
663;153826094;892954296;0,041540414856500
664;153828791;69024938;0,008695247396360
665;153831833;108252165;0,005926194305800
666;153832910;169560393;0,066892862111700
667;157489610;131620698;0,008103165788310
668;157491758;884754843;0,023009142782000
669;157492165;478285493;0,025147889123000
670;157493755;50989721;0,034111497882100
671;157494700;884363439;0,040704779281800
672;157522645;551460037;0,020070564090100
673;153748682;47272511;0,057823586906900
674;153752067;881536530;0,017855644087400
675;153755146;201129912;0,015080398779400
676;153755710;201141997;0,002884204739300
677;153764837;305525754;0,043114079981700
678;153777349;300536859;0,007406484696270
679;153778078;32918743;0,007727261314300
680;153781486;162076235;0,047302584032800
681;153783963;168750333;0,021019494675400
682;153791717;202617989;0,038115815282700
683;153803453;98724320;0,027293504304600
684;153812801;482689468;0,208694055656000
685;153818665;892958662;0,238316550367000
686;153819162;33398071;0,155036874909000
687;153823044;954753861;0,210826197401000
688;153824069;963593477;0,158975878464000
689;153825826;669957420;0,051490067506400
690;153828051;514896536;0,008780722768780
691;153828185;536309698;0,414023250156000
692;157453122;42134260;0,195282933620000
693;157485912;181090609;0,084365285644000
694;157486220;358589083;0,028305379045000
695;157520796;549381101;0,023116445126800
696;157520902;77962596;0,025013736161400
697;157524848;875712163;0,004327170007890
698;153745693;202895513;0,037040061317000
699;153749697;886642641;0,021613658138600
700;153751881;151093254;0,070082144247100
701;153755060;30526032;0,022432812901900
702;153755681;31167860;0,108382607967000
703;153764722;804830182;0,059362724414200
704;153764758;423868043;0,029365967563300
705;153764887;886520444;0,017683567384900
706;153777082;191573717;0,028029722714700
707;153777526;123906542;0,022828922969600
708;153778160;193723597;0,047915511244600
709;153779921;1013530123;0,018734402423000
710;153784196;292759258;0,057380138068600
711;153786975;956556218;0,084880560556000
712;153793906;27378523;0,065606266663700
713;153795803;51398146;0,022890001664400
714;153795846;169971813;0,022022578315600
715;153808905;39333751;0,005530482995720
716;153811735;254069621;0,043894638730000
717;153812032;28162141;0,044372268706700
718;153816655;886106142;0,011068548301700
719;153820315;26635981;0,165696159497000
720;153820608;499959089;0,074119419919900
721;153829018;30524795;0,105620210404000
722;153830564;798871750;0,288719184862000
723;153831502;117572892;0,022920910213900
724;157449220;73299425;0,017743842509700
725;157449812;187026001;0,040833394071300
726;157485775;187026005;0,009436963241280
727;157490215;957595289;0,006995850620420
728;157491495;146037620;0,022438953093400
729;157497267;190049969;0,046385554349400
730;157522329;158923973;0,071113636508300
731;153748768;30522496;0,026007976844400
732;153752565;1019374774;0,008860836945430
733;153753167;109248957;0,050956849253900
734;153755165;201142712;0,006752511636780
735;153756487;189529828;0,049914372022600
736;153756667;106574702;0,020089829788400
737;153776173;796423780;0,028365811768600
738;153782129;255657842;0,029786648789500
739;153782900;941408898;0,312422760623000
740;153784271;159826457;0,019319000466700
741;153784689;69415903;0,023330159610600
742;153787425;156829259;0,263924163729000
743;153788806;909748968;0,028101183056900
744;153790420;951564404;0,024836306574200
745;153796245;74486943;0,069380804467300
746;153796250;74486943;0,013922952927000
747;153803345;240793547;0,003118588675450
748;153812319;321090487;0,022607640363000
749;153814808;37935066;0,070095006437100
750;153816356;321025787;0,035588948061000
751;153817044;30525384;0,063381757955400
752;153818584;877148093;0,103865613252000
753;153821663;208421733;0,015544912795200
754;153821859;942092905;0,257577205243000
755;153828045;25390934;0,134120947927000
756;153828565;993275294;0,026736455218000
757;153830800;340727118;0,987145889818000
758;153832170;634134904;0,040566815929800
759;157449544;560339245;0,004861906867320
760;157452836;23736077;0,046280129314000
761;157452874;132074535;0,010184830513700
762;157487541;757877446;0,003531205215720
763;157488357;479114001;0,065457060044600
764;157488465;881831437;0,014542040068800
765;157494350;885950295;0,020453844844200
766;157494822;886630394;0,028269409259100
767;157494881;30509114;0,053935989463500
768;157495599;160958282;0,209081558350000
769;157500855;30524553;0,050194443451900
770;157502521;747682743;0,073297360689500
771;157503639;422944583;0,152584935642000
772;153750604;116168766;0,249026733294000
773;153750683;30512506;0,307636927025000
774;153754242;201135572;0,005394088518730
