"","edgeuid","month","total_trips"
"28640",153828027,"June",100
"28641",153828029,"June",100
"28642",153828033,"September",35
"28643",153828035,"June",100
"28644",153828036,"June",105
"28645",153828042,"June",140
"28646",153828050,"June",5
"28647",153828051,"June",5
"28648",153828052,"June",5
"28649",153828054,"June",5
"28650",153828058,"June",5
"28651",153828063,"June",5
"28652",153828070,"June",80
"28653",153828077,"June",75
"28654",153828078,"June",120
"28655",153828083,"June",80
"28656",153828083,"September",65
"28657",153828089,"June",140
"28658",153828090,"June",140
"28659",153828090,"September",100
"28660",153828091,"June",140
"28661",153828094,"June",140
"28662",153828098,"June",140
"28663",153828125,"June",120
"28664",153828126,"June",120
"28665",153828128,"June",125
"28666",153828128,"September",90
"28667",153828149,"September",5
"28668",153828213,"September",5
"28669",153828226,"June",5
"28670",153828229,"June",5
"28671",153828232,"June",5
"28672",153828233,"June",5
"28673",153828418,"June",30
"28674",153828428,"June",30
"28675",153828429,"June",30
"28676",153828430,"June",30
"28677",153828461,"June",35
"28678",153828472,"June",45
"28679",153828474,"June",40
"28680",153828476,"June",30
"28681",153828478,"June",30
"28682",153828482,"June",30
"28683",153828483,"June",35
"28684",153828484,"June",35
"28685",153828494,"June",30
"28686",153828496,"June",30
"28687",153828498,"June",30
"28688",153828499,"June",30
"28689",153828499,"September",10
"28690",153828503,"June",30
"28691",153828506,"June",30
"28692",153828513,"June",30
"28693",153828516,"June",30
"28694",153828520,"June",30
"28695",153828526,"June",30
"28696",153828531,"June",30
"28697",153828532,"June",30
"28698",153828535,"June",45
"28699",153828547,"June",45
"28700",153828557,"June",30
"28701",153828560,"June",25
"28702",153828562,"June",25
"28703",153828567,"June",25
"28704",153828568,"June",20
"28705",153828579,"June",30
"28706",153828600,"June",15
"28707",153828600,"September",25
"28708",153828603,"June",15
"28709",153828614,"June",15
"28710",153828614,"September",10
"28711",153828617,"June",15
"28712",153828623,"June",15
"28713",153828624,"June",15
"28714",153828629,"June",15
"28715",153828629,"September",10
"28716",153828633,"June",15
"28717",153828639,"September",5
"28718",153828653,"June",15
"28719",153828653,"September",10
"28720",153828659,"June",15
"28721",153828662,"June",15
"28722",153828662,"September",10
"28723",153828666,"June",15
"28724",153828668,"June",15
"28725",153828671,"June",15
"28726",153828675,"June",15
"28727",153828687,"June",135
"28728",153828693,"June",135
"28729",153828698,"June",135
"28730",153828708,"June",135
"28731",153828713,"September",15
"28732",153828714,"June",130
"28733",153828719,"June",30
"28734",153828726,"June",30
"28735",153828727,"June",30
"28736",153828728,"June",30
"28737",153828730,"June",30
"28738",153828732,"June",30
"28739",153828733,"June",30
"28740",153828735,"June",130
"28741",153828737,"June",60
"28742",153828739,"June",155
"28743",153828740,"June",155
"28744",153828742,"June",60
"28745",153828743,"June",155
"28746",153828748,"June",60
"28747",153828750,"June",50
"28748",153828750,"September",45
"28749",153828757,"June",50
"28750",153828758,"June",50
"28751",153828759,"June",50
"28752",153828771,"June",150
"28753",153828776,"June",120
"28754",153828776,"September",95
"28755",153828778,"June",145
"28756",153828785,"June",145
"28757",153828786,"June",150
"28758",153828790,"June",150
"28759",153828792,"June",150
"28760",153828795,"June",150
"28761",153828797,"June",150
"28762",153828840,"June",5
"28763",153828873,"September",5
"28764",153828876,"June",30
"28765",153828883,"June",50
"28766",153828884,"June",50
"28767",153828884,"September",45
"28768",153828885,"June",50
"28769",153828886,"June",40
"28770",153828887,"June",50
"28771",153828892,"June",50
"28772",153828893,"June",50
"28773",153828900,"June",5
"28774",153828921,"June",50
"28775",153828926,"June",5
"28776",153828928,"June",50
"28777",153828932,"June",50
"28778",153828946,"June",10
"28779",153828947,"June",10
"28780",153828948,"June",10
"28781",153828950,"June",5
"28782",153828951,"June",5
"28783",153828955,"June",5
"28784",153828964,"June",50
"28785",153829006,"September",20
"28786",153829030,"September",20
"28787",153829037,"September",20
"28788",153829095,"June",15
"28789",153829101,"September",10
"28790",153829103,"June",15
"28791",153829106,"September",5
"28792",153829110,"June",15
"28793",153829113,"September",15
"28794",153829116,"June",15
"28795",153829119,"June",50
"28796",153829120,"June",45
"28797",153829122,"June",55
"28798",153829124,"June",55
"28799",153829129,"June",5
"28800",153829130,"June",15
"28801",153829133,"June",5
"28802",153829138,"June",5
"28803",153829141,"June",5
"28804",153829143,"June",15
"28805",153829144,"June",55
"28806",153829145,"June",45
"28807",153829146,"June",10
"28808",153829149,"June",45
"28809",153829151,"June",55
"28810",153829157,"June",55
"28811",153829157,"September",50
"28812",153829205,"June",55
"28813",153829208,"June",55
"28814",153829216,"June",55
"28815",153829216,"September",45
"28816",153829217,"June",55
"28817",153829217,"September",45
"28818",153829218,"June",60
"28819",153829240,"June",50
"28820",153829247,"June",50
"28821",153829258,"June",50
"28822",153829258,"September",50
"28823",153829262,"June",50
"28824",153829266,"June",50
"28825",153829272,"June",50
"28826",153829279,"June",50
"28827",153829288,"June",50
"28828",153829291,"June",50
"28829",153829318,"June",60
"28830",153829326,"June",60
"28831",153829327,"June",60
"28832",153829327,"September",75
"28833",153829338,"June",140
"28834",153829339,"June",135
"28835",153829340,"June",145
"28836",153829341,"June",145
"28837",153829344,"June",130
"28838",153829346,"June",145
"28839",153829351,"June",150
"28840",153829384,"June",150
"28841",153829393,"June",150
"28842",153829395,"June",160
"28843",153829403,"September",25
"28844",153829410,"September",25
"28845",153829486,"September",15
"28846",153829489,"June",145
"28847",153829490,"June",130
"28848",153829493,"June",130
"28849",153829523,"June",130
"28850",153829526,"September",20
"28851",153829534,"September",15
"28852",153829538,"September",15
"28853",153829550,"June",125
"28854",153829550,"September",130
"28855",153829551,"June",125
"28856",153829553,"June",125
"28857",153829554,"June",125
"28858",153829554,"September",130
"28859",153829560,"June",125
"28860",153829630,"June",60
"28861",153829631,"June",60
"28862",153829633,"June",55
"28863",153829644,"June",60
"28864",153829645,"June",60
"28865",153829648,"June",60
"28866",153829649,"June",65
"28867",153829651,"June",65
"28868",153829653,"June",65
"28869",153829654,"June",65
"28870",153829656,"June",65
"28871",153829661,"June",70
"28872",153829662,"June",70
"28873",153829664,"June",60
"28874",153829664,"September",75
"28875",153829665,"June",65
"28876",153829672,"June",60
"28877",153829674,"June",65
"28878",153829676,"June",65
"28879",153829678,"June",65
"28880",153829678,"September",80
"28881",153829680,"June",65
"28882",153829682,"June",65
"28883",153829682,"September",80
"28884",153829683,"June",65
"28885",153829687,"June",70
"28886",153829689,"June",70
"28887",153829693,"June",70
"28888",153829696,"June",70
"28889",153829696,"September",80
"28890",153829697,"June",65
"28891",153829698,"June",70
"28892",153829702,"June",70
"28893",153829710,"June",70
"28894",153829723,"June",70
"28895",153829724,"June",70
"28896",153829755,"June",70
"28897",153829758,"June",70
"28898",153829767,"June",70
"28899",153829769,"June",70
"28900",153829796,"June",150
"28901",153829797,"June",555
"28902",153829801,"June",550
"28903",153829802,"June",160
"28904",153829804,"June",555
"28905",153829805,"June",545
"28906",153829806,"June",70
"28907",153829806,"September",70
"28908",153829807,"June",70
"28909",153829822,"June",555
"28910",153829824,"June",40
"28911",153829825,"June",65
"28912",153829826,"June",680
"28913",153829827,"June",680
"28914",153829831,"June",30
"28915",153829832,"June",580
"28916",153829833,"June",30
"28917",153829833,"September",25
"28918",153829834,"June",155
"28919",153829841,"June",155
"28920",153829843,"June",560
"28921",153829844,"June",560
"28922",153829845,"June",185
"28923",153829846,"June",5
"28924",153829846,"September",5
"28925",153829868,"June",5
"28926",153829869,"June",125
"28927",153829870,"June",580
"28928",153829872,"June",590
"28929",153829874,"June",590
"28930",153829874,"September",25
"28931",153829875,"June",590
"28932",153829875,"September",25
"28933",153829876,"June",590
"28934",153829885,"June",550
"28935",153829887,"June",165
"28936",153829896,"June",165
"28937",153829897,"June",540
"28938",153829897,"September",10
"28939",153829898,"June",5
"28940",153829899,"June",165
"28941",153829900,"June",5
"28942",153829901,"June",540
"28943",153829903,"June",550
"28944",153829975,"June",580
"28945",153829995,"June",5
"28946",153829996,"June",5
"28947",153829999,"June",5
"28948",153830000,"June",5
"28949",153830001,"June",5
"28950",153830002,"June",5
"28951",153830010,"June",5
"28952",153830010,"September",10
"28953",153830011,"June",5
"28954",153830021,"September",10
"28955",153830044,"September",5
"28956",153830050,"September",10
"28957",153830398,"September",15
"28958",153830483,"June",5
"28959",153830485,"June",5
"28960",153830485,"September",15
"28961",153830487,"June",5
"28962",153830488,"September",5
"28963",153830492,"June",20
"28964",153830493,"June",20
"28965",153830494,"June",15
"28966",153830496,"June",15
"28967",153830497,"June",10
"28968",153830501,"June",5
"28969",153830502,"June",5
"28970",153830503,"June",5
"28971",153830506,"June",25
"28972",153830506,"September",35
"28973",153830507,"June",5
"28974",153830509,"June",25
"28975",153830510,"June",5
"28976",153830517,"June",5
"28977",153830518,"June",5
"28978",153830519,"September",5
"28979",153830520,"June",5
"28980",153830522,"June",5
"28981",153830524,"June",5
"28982",153830531,"September",5
"28983",153830534,"September",5
"28984",153830537,"June",5
"28985",153830540,"June",5
"28986",153830541,"June",5
"28987",153830545,"June",30
"28988",153830546,"June",10
"28989",153830551,"June",30
"28990",153830552,"June",30
"28991",153830553,"June",30
"28992",153830558,"June",30
"28993",153830561,"June",30
"28994",153830562,"June",30
"28995",153830562,"September",35
"28996",153830563,"June",25
"28997",153830570,"June",15
"28998",153830571,"June",20
"28999",153830572,"June",20
"29000",153830576,"June",25
"29001",153830577,"June",25
"29002",153830577,"September",35
"29003",153830578,"June",30
"29004",153830579,"June",30
"29005",153830580,"June",30
"29006",153830582,"June",20
"29007",153830583,"June",25
"29008",153830585,"June",30
"29009",153830587,"June",30
"29010",153830589,"June",30
"29011",153830593,"June",30
"29012",153830594,"June",30
"29013",153830596,"June",30
"29014",153830606,"June",10
"29015",153830607,"June",10
"29016",153830608,"June",30
"29017",153830612,"June",30
"29018",153830617,"September",5
"29019",153830619,"June",10
"29020",153830621,"June",5
"29021",153830623,"June",10
"29022",153830624,"June",5
"29023",153830629,"June",5
"29024",153830630,"June",5
"29025",153830708,"June",20
"29026",153830709,"June",20
"29027",153830710,"June",20
"29028",153830711,"September",5
"29029",153830712,"June",20
"29030",153830714,"June",20
"29031",153830718,"June",20
"29032",153830719,"June",10
"29033",153830720,"June",10
"29034",153830721,"June",10
"29035",153830724,"June",10
"29036",153830736,"June",30
"29037",153830738,"September",5
"29038",153830742,"June",10
"29039",153830742,"September",15
"29040",153830746,"June",15
"29041",153830746,"September",15
"29042",153830747,"June",15
"29043",153830748,"June",5
"29044",153830750,"June",5
"29045",153830752,"June",10
"29046",153830754,"June",10
"29047",153830757,"June",10
"29048",153830758,"June",10
"29049",153830759,"June",20
"29050",153830761,"June",10
"29051",153830763,"June",10
"29052",153830765,"June",10
"29053",153830766,"June",5
"29054",153830767,"June",5
"29055",153830768,"June",20
"29056",153830769,"June",15
"29057",153830770,"June",5
"29058",153830774,"June",5
"29059",153830775,"June",5
"29060",153830777,"June",5
"29061",153830780,"June",10
"29062",153830782,"June",10
"29063",153830785,"June",15
"29064",153830789,"June",15
"29065",153830808,"June",5
"29066",153830809,"June",5
"29067",153830813,"June",5
"29068",153830819,"June",5
"29069",153830823,"June",5
"29070",153830825,"June",5
"29071",153830848,"June",5
"29072",153830850,"June",5
"29073",153830854,"June",5
"29074",153830857,"June",5
"29075",153830858,"June",5
"29076",153830862,"June",5
"29077",153830896,"September",15
"29078",153830906,"September",20
"29079",153830963,"June",120
"29080",153830965,"June",120
"29081",153830967,"June",120
"29082",153830980,"June",120
"29083",153830981,"June",120
"29084",153830992,"June",120
"29085",153830992,"September",125
"29086",153830994,"June",120
"29087",153830996,"June",120
"29088",153831001,"June",120
"29089",153831002,"June",5
"29090",153831017,"June",5
"29091",153831018,"June",5
"29092",153831019,"June",120
"29093",153831019,"September",130
"29094",153831020,"June",5
"29095",153831036,"June",125
"29096",153831041,"June",125
"29097",153831088,"June",125
"29098",153831090,"June",120
"29099",153831097,"June",120
"29100",153831097,"September",130
"29101",153831099,"June",120
"29102",153831106,"June",120
"29103",153831109,"June",120
"29104",153831110,"June",110
"29105",153831111,"June",120
"29106",153831112,"June",120
"29107",153831114,"June",120
"29108",153831116,"June",120
"29109",153831135,"September",15
"29110",153831144,"June",125
"29111",153831145,"June",125
"29112",153831146,"June",125
"29113",153831150,"June",125
"29114",153831152,"June",125
"29115",153831152,"September",115
"29116",153831153,"June",125
"29117",153831155,"June",125
"29118",153831158,"June",125
"29119",153831159,"June",125
"29120",153831159,"September",120
"29121",153831160,"September",5
"29122",153831162,"September",5
"29123",153831164,"June",125
"29124",153831224,"June",160
"29125",153831241,"June",145
"29126",153831245,"June",145
"29127",153831246,"June",145
"29128",153831255,"June",150
"29129",153831259,"June",160
"29130",153831260,"June",160
"29131",153831261,"June",135
"29132",153831270,"June",145
"29133",153831271,"June",15
"29134",153831272,"June",20
"29135",153831274,"June",20
"29136",153831275,"June",20
"29137",153831278,"June",20
"29138",153831281,"June",20
"29139",153831282,"June",20
"29140",153831283,"June",160
"29141",153831284,"June",155
"29142",153831285,"June",150
"29143",153831295,"June",135
"29144",153831299,"June",135
"29145",153831300,"June",140
"29146",153831301,"June",135
"29147",153831308,"June",135
"29148",153831313,"June",145
"29149",153831313,"September",130
"29150",153831314,"June",135
"29151",153831315,"June",135
"29152",153831317,"June",135
"29153",153831317,"September",130
"29154",153831322,"June",140
"29155",153831323,"June",140
"29156",153831326,"June",135
"29157",153831328,"June",135
"29158",153831335,"June",140
"29159",153831336,"June",150
"29160",153831336,"September",130
"29161",153831337,"June",150
"29162",153831338,"June",160
"29163",153831341,"June",155
"29164",153831344,"June",155
"29165",153831347,"June",160
"29166",153831365,"June",10
"29167",153831381,"June",5
"29168",153831383,"June",5
"29169",153831386,"June",5
"29170",153831388,"June",5
"29171",153831399,"June",5
"29172",153831422,"June",5
"29173",153831426,"June",5
"29174",153831433,"June",5
"29175",153831434,"June",5
"29176",153831435,"June",5
"29177",153831447,"June",5
"29178",153831449,"June",25
"29179",153831453,"June",25
"29180",153831455,"June",30
"29181",153831456,"June",25
"29182",153831458,"June",30
"29183",153831462,"June",25
"29184",153831464,"June",25
"29185",153831465,"June",25
"29186",153831467,"June",25
"29187",153831468,"June",25
"29188",153831468,"September",5
"29189",153831469,"June",705
"29190",153831470,"June",710
"29191",153831471,"June",705
"29192",153831473,"June",710
"29193",153831475,"June",585
"29194",153831476,"June",120
"29195",153831478,"June",590
"29196",153831478,"September",20
"29197",153831479,"June",715
"29198",153831480,"June",25
"29199",153831481,"June",120
"29200",153831482,"June",60
"29201",153831483,"June",590
"29202",153831484,"June",715
"29203",153831493,"June",705
"29204",153831501,"June",30
"29205",153831502,"June",35
"29206",153831503,"June",15
"29207",153831504,"June",705
"29208",153831505,"June",645
"29209",153831508,"June",650
"29210",153831510,"June",5
"29211",153831511,"June",5
"29212",153831513,"June",5
"29213",153831535,"June",35
"29214",153831535,"September",70
"29215",153831536,"June",655
"29216",153831537,"June",645
"29217",153831538,"June",645
"29218",153831539,"June",40
"29219",153831541,"June",645
"29220",153831542,"June",650
"29221",153831542,"September",85
"29222",153831544,"June",655
"29223",153831546,"June",10
"29224",153831549,"June",700
"29225",153831550,"June",705
"29226",153831551,"June",700
"29227",153831552,"June",5
"29228",153831553,"June",5
"29229",153831555,"June",5
"29230",153831556,"June",5
"29231",153831558,"June",5
"29232",153831574,"June",660
"29233",153831577,"June",40
"29234",153831578,"June",660
"29235",153831581,"June",10
"29236",153831582,"June",10
"29237",153831583,"June",10
"29238",153831584,"June",10
"29239",153831585,"June",10
"29240",153831589,"June",10
"29241",153831590,"June",10
"29242",153831592,"June",10
"29243",153831594,"June",10
"29244",153831604,"June",665
"29245",153831607,"June",660
"29246",153831608,"June",10
"29247",153831613,"June",10
"29248",153831618,"June",10
"29249",153831619,"June",10
"29250",153831621,"June",10
"29251",153831623,"June",10
"29252",153831624,"June",10
"29253",153831687,"June",155
"29254",153831692,"June",155
"29255",153831693,"June",165
"29256",153831700,"June",160
"29257",153831702,"June",670
"29258",153831703,"June",655
"29259",153831704,"June",10
"29260",153831705,"June",40
"29261",153831705,"September",75
"29262",153831706,"June",655
"29263",153831707,"June",35
"29264",153831708,"June",20
"29265",153831709,"June",35
"29266",153831709,"September",25
"29267",153831710,"June",155
"29268",153831711,"June",10
"29269",153831712,"June",155
"29270",153831714,"June",155
"29271",153831729,"June",150
"29272",153831730,"June",155
"29273",153831731,"June",765
"29274",153831732,"June",770
"29275",153831733,"June",80
"29276",153831733,"September",40
"29277",153831734,"June",80
"29278",153831735,"June",895
"29279",153831735,"September",325
"29280",153831737,"June",895
"29281",153831738,"June",80
"29282",153831742,"June",10
"29283",153831748,"June",10
"29284",153831749,"June",890
"29285",153831751,"June",120
"29286",153831755,"June",810
"29287",153831756,"June",10
"29288",153831757,"June",790
"29289",153831758,"June",55
"29290",153831765,"June",720
"29291",153831766,"June",720
"29292",153831770,"June",705
"29293",153831772,"June",705
"29294",153831773,"June",240
"29295",153831774,"June",225
"29296",153831775,"June",250
"29297",153831787,"June",705
"29298",153831788,"June",675
"29299",153831792,"June",710
"29300",153831797,"June",250
"29301",153831807,"June",255
"29302",153831809,"June",5
"29303",153831814,"June",5
"29304",153831815,"June",255
"29305",153831816,"June",250
"29306",153831817,"June",5
"29307",153831818,"June",260
"29308",153831820,"June",240
"29309",153831821,"June",240
"29310",153831825,"June",710
"29311",153831831,"June",705
"29312",153831840,"June",5
"29313",153831841,"June",5
"29314",153831855,"June",5
"29315",153831856,"June",700
"29316",153831857,"June",5
"29317",153831860,"June",690
"29318",153831861,"June",55
"29319",153831863,"June",40
"29320",153831866,"June",125
"29321",153831870,"June",145
"29322",153831872,"June",145
"29323",153831876,"June",145
"29324",153831876,"September",20
"29325",153831882,"June",810
"29326",153831914,"June",180
"29327",153831915,"June",175
"29328",153831916,"June",175
"29329",153831919,"June",170
"29330",153831920,"June",240
"29331",153831920,"September",290
"29332",153831922,"June",230
"29333",153831925,"June",250
"29334",153831930,"June",245
"29335",153831932,"June",265
"29336",153831938,"June",260
"29337",153831942,"June",260
"29338",153831945,"June",255
"29339",153831946,"June",200
"29340",153831947,"June",200
"29341",153831950,"June",205
"29342",153831950,"September",250
"29343",153831951,"June",210
"29344",153831951,"September",265
"29345",153831952,"June",5
"29346",153831954,"June",5
"29347",153831956,"June",230
"29348",153831957,"June",260
"29349",153831958,"June",5
"29350",153831959,"June",5
"29351",153831962,"June",240
"29352",153831962,"September",360
"29353",153831963,"June",240
"29354",153831964,"June",185
"29355",153831965,"June",180
"29356",153831966,"June",180
"29357",153831966,"September",225
"29358",153831971,"June",10
"29359",153831973,"June",30
"29360",153831974,"June",15
"29361",153831976,"June",5
"29362",153831977,"June",5
"29363",153831979,"June",5
"29364",153831980,"June",205
"29365",153831985,"June",180
"29366",153831987,"June",5
"29367",153831991,"June",5
"29368",153831995,"June",175
"29369",153832001,"June",5
"29370",153832002,"June",5
"29371",153832003,"June",10
"29372",153832004,"June",175
"29373",153832006,"June",180
"29374",153832010,"June",175
"29375",153832010,"September",215
"29376",153832021,"June",285
"29377",153832022,"June",70
"29378",153832028,"June",290
"29379",153832029,"June",330
"29380",153832030,"June",360
"29381",153832031,"June",20
"29382",153832032,"June",10
"29383",153832032,"September",30
"29384",153832036,"June",5
"29385",153832037,"June",5
"29386",153832038,"June",155
"29387",153832041,"June",155
"29388",153832041,"September",30
"29389",153832042,"June",160
"29390",153832044,"June",160
"29391",153832045,"June",5
"29392",153832046,"June",5
"29393",153832047,"June",5
"29394",153832048,"June",5
"29395",153832049,"June",5
"29396",153832050,"June",5
"29397",153832059,"June",5
"29398",153832060,"June",175
"29399",153832062,"June",155
"29400",153832063,"June",180
"29401",153832063,"September",235
"29402",153832110,"June",5
"29403",153832112,"June",10
"29404",153832113,"June",10
"29405",153832132,"June",20
"29406",153832134,"June",25
"29407",153832136,"June",10
"29408",153832137,"June",5
"29409",153832138,"June",5
"29410",153832139,"June",810
"29411",153832141,"June",805
"29412",153832143,"June",805
"29413",153832152,"June",10
"29414",153832154,"June",5
"29415",153832155,"June",5
"29416",153832157,"June",5
"29417",153832162,"June",25
"29418",153832163,"June",25
"29419",153832164,"June",30
"29420",153832165,"June",30
"29421",153832166,"June",25
"29422",153832167,"June",25
"29423",153832171,"June",25
"29424",153832172,"June",25
"29425",153832187,"June",5
"29426",153832188,"June",5
"29427",153832194,"June",5
"29428",153832195,"June",5
"29429",153832196,"June",5
"29430",153832200,"June",5
"29431",153832202,"June",5
"29432",153832209,"June",5
"29433",153832213,"June",160
"29434",153832216,"June",160
"29435",153832217,"June",105
"29436",153832217,"September",255
"29437",153832221,"June",160
"29438",153832222,"June",160
"29439",153832227,"June",805
"29440",153832237,"June",160
"29441",153832239,"June",160
"29442",153832241,"June",160
"29443",153832245,"June",160
"29444",153832246,"June",145
"29445",153832249,"June",160
"29446",153832250,"June",160
"29447",153832264,"June",25
"29448",153832265,"June",25
"29449",153832266,"June",805
"29450",153832273,"June",155
"29451",153832273,"September",315
"29452",153832274,"June",145
"29453",153832275,"June",800
"29454",153832276,"June",805
"29455",153832276,"September",70
"29456",153832280,"June",145
"29457",153832281,"June",145
"29458",153832282,"June",20
"29459",153832283,"June",170
"29460",153832290,"June",755
"29461",153832291,"June",170
"29462",153832292,"June",115
"29463",153832293,"June",580
"29464",153832295,"June",395
"29465",153832298,"June",585
"29466",153832299,"June",10
"29467",153832300,"June",385
"29468",153832301,"June",575
"29469",153832305,"June",5
"29470",153832306,"June",385
"29471",153832312,"June",580
"29472",153832313,"June",390
"29473",153832314,"June",5
"29474",153832331,"June",155
"29475",153832332,"June",150
"29476",153832336,"June",150
"29477",153832337,"June",155
"29478",153832346,"June",165
"29479",153832347,"June",165
"29480",153832348,"June",165
"29481",153832352,"June",165
"29482",153832353,"June",155
"29483",153832354,"June",165
"29484",153832354,"September",210
"29485",153832387,"June",155
"29486",153832392,"June",155
"29487",153832393,"June",145
"29488",153832394,"June",150
"29489",153832396,"June",155
"29490",153832398,"June",155
"29491",153832398,"September",180
"29492",153832399,"June",155
"29493",153832401,"June",155
"29494",153832403,"June",155
"29495",153832521,"June",20
"29496",153832521,"September",10
"29497",153832575,"June",5
"29498",153832576,"June",5
"29499",153832578,"June",5
"29500",153832590,"June",5
"29501",153832638,"June",585
"29502",153832639,"June",345
"29503",153832669,"June",910
"29504",153832670,"June",15
"29505",153832697,"June",860
"29506",153832700,"June",855
"29507",153832703,"June",710
"29508",153832704,"June",705
"29509",153832711,"June",100
"29510",153832712,"June",130
"29511",153832712,"September",25
"29512",153832713,"June",110
"29513",153832714,"June",690
"29514",153832715,"June",5
"29515",153832719,"June",655
"29516",153832721,"June",5
"29517",153832722,"June",5
"29518",153832724,"June",5
"29519",153832728,"June",5
"29520",153832736,"June",10
"29521",153832737,"June",10
"29522",153832738,"June",10
"29523",153832739,"June",10
"29524",153832740,"June",10
"29525",153832751,"June",5
"29526",153832761,"June",10
"29527",153832762,"June",10
"29528",153832764,"June",10
"29529",153832766,"June",10
"29530",153832766,"September",5
"29531",153832768,"June",10
"29532",153832776,"June",10
"29533",153832778,"June",5
"29534",153832779,"June",5
"29535",153832780,"June",10
"29536",153832791,"June",10
"29537",153832791,"September",5
"29538",153832794,"June",10
"29539",153832796,"June",10
"29540",153832797,"June",10
"29541",153832797,"September",5
"29542",153832798,"June",10
"29543",153832799,"June",10
"29544",153832802,"June",10
"29545",153832803,"June",70
"29546",153832804,"June",90
"29547",153832807,"June",5
"29548",153832808,"June",55
"29549",153832809,"June",655
"29550",153832811,"June",80
"29551",153832813,"June",755
"29552",153832814,"June",755
"29553",153832815,"June",85
"29554",153832815,"September",160
"29555",153832817,"June",90
"29556",153832823,"June",5
"29557",153832824,"June",85
"29558",153832826,"June",755
"29559",153832826,"September",215
"29560",153832841,"June",80
"29561",153832842,"June",10
"29562",153832843,"June",790
"29563",153832843,"September",225
"29564",153832846,"June",70
"29565",153832846,"September",130
"29566",153832847,"June",785
"29567",153832854,"June",5
"29568",153832855,"June",75
"29569",153832856,"June",745
"29570",153832859,"June",80
"29571",153832860,"June",745
"29572",153832860,"September",220
"29573",153832861,"June",5
"29574",153832862,"June",750
"29575",153832864,"June",10
"29576",153832865,"June",755
"29577",153832865,"September",215
"29578",153832867,"June",10
"29579",153832869,"June",5
"29580",153832870,"June",760
"29581",153832871,"June",5
"29582",153832872,"June",10
"29583",153832876,"June",5
"29584",153832877,"June",5
"29585",153832881,"June",70
"29586",153832881,"September",135
"29587",153832882,"June",5
"29588",153832883,"June",765
"29589",153832884,"June",10
"29590",153832885,"June",5
"29591",153832899,"June",65
"29592",153832900,"June",65
"29593",153832904,"June",50
"29594",153832908,"June",80
"29595",153832911,"June",75
"29596",153832912,"June",70
"29597",153832917,"June",75
"29598",153832919,"June",75
"29599",153832920,"June",75
"29600",153832926,"June",65
"29601",153832926,"September",170
"29602",153832927,"June",50
"29603",153832927,"September",155
"29604",153832935,"June",590
"29605",153832936,"June",15
"29606",153832937,"June",330
"29607",153832938,"June",635
"29608",153832939,"June",635
"29609",153832940,"June",135
"29610",153832941,"June",40
"29611",153832942,"June",250
"29612",153832943,"June",5
"29613",153832945,"June",5
"29614",153832946,"June",5
"29615",153832951,"June",595
"29616",153832952,"June",605
"29617",153832954,"June",330
"29618",153832957,"June",595
"29619",153832958,"June",335
"29620",153832961,"June",605
"29621",153832981,"June",535
"29622",153832981,"September",10
"29623",153832983,"June",570
"29624",153832984,"June",565
"29625",153832987,"June",565
"29626",153832989,"June",400
"29627",153832997,"June",5
"29628",153832998,"June",545
"29629",153832998,"September",10
"29630",153832999,"June",405
"29631",153833002,"June",535
"29632",153833002,"September",10
"29633",153833005,"June",555
"29634",153833007,"June",535
"29635",153833008,"June",15
"29636",153833009,"June",380
"29637",153833010,"June",575
"29638",153833011,"June",345
"29639",153833013,"June",535
"29640",153833017,"June",555
"29641",153833018,"June",560
"29642",153833018,"September",20
"29643",153833023,"June",555
"29644",153833025,"June",370
"29645",153833026,"June",585
"29646",153833027,"June",585
"29647",153833028,"June",575
"29648",153833029,"September",10
"29649",153833030,"June",355
"29650",153833032,"June",5
"29651",153833211,"June",10
"29652",153833212,"June",5
"29653",153833213,"June",5
"29654",153833216,"June",10
"29655",153833219,"June",10
"29656",153833220,"June",10
"29657",153833233,"June",5
"29658",153833235,"June",5
"29659",153833237,"June",5
"29660",153833239,"June",5
"29661",153833244,"June",10
"29662",153833256,"June",10
"29663",153833257,"June",10
"29664",153833259,"June",10
"29665",153833260,"June",5
"29666",153833261,"June",5
"29667",153833262,"June",10
"29668",153833263,"June",10
"29669",153833264,"June",10
"29670",153833265,"June",5
"29671",153833266,"June",10
"29672",153833267,"June",10
"29673",153833267,"September",10
"29674",153833268,"June",10
"29675",153833269,"June",10
"29676",153833270,"June",10
"29677",153833271,"June",10
"29678",153833273,"June",5
"29679",153833275,"June",10
"29680",153833279,"June",10
"29681",153833281,"June",10
"29682",153833285,"June",5
"29683",153833292,"June",5
"29684",153833293,"June",5
"29685",153833299,"June",5
"29686",153833300,"June",5
"29687",153833304,"June",5
"29688",153833305,"June",5
"29689",153833306,"June",10
"29690",153833434,"September",5
"29691",153833579,"June",5
"29692",153833579,"September",15
"29693",153833583,"June",5
"29694",153833584,"June",5
"29695",153833585,"June",10
"29696",153833585,"September",15
"29697",153833588,"June",10
"29698",153833588,"September",15
"29699",153833589,"June",10
"29700",153833592,"June",10
"29701",153833597,"June",10
"29702",153833598,"June",10
"29703",153833599,"June",10
"29704",153834474,"September",30
"29705",153834499,"June",5
"29706",153834526,"June",10
"29707",153834529,"June",10
"29708",153834530,"June",5
"29709",153834532,"June",5
"29710",153834533,"June",5
"29711",153834536,"June",5
"29712",153834588,"June",5
"29713",153834591,"June",5
"29714",153834605,"June",5
