"","edgeuid","month","total_trips"
"8197",153663687,"June",20
"8198",153663688,"June",85
"8199",153663689,"June",15
"8200",153663691,"June",385
"8201",153663692,"June",5
"8202",153663693,"June",395
"8203",153663693,"September",440
"8204",153663695,"June",100
"8205",153663696,"June",645
"8206",153663697,"September",5
"8207",153663698,"June",95
"8208",153663699,"June",545
"8209",153663700,"June",95
"8210",153663701,"June",85
"8211",153663703,"June",280
"8212",153663704,"June",365
"8213",153663720,"June",5
"8214",153663725,"June",25
"8215",153663735,"June",5
"8216",153663737,"June",5
"8217",153663740,"June",5
"8218",153663745,"June",25
"8219",153663746,"June",115
"8220",153663748,"June",135
"8221",153663753,"June",135
"8222",153663756,"June",135
"8223",153663769,"June",130
"8224",153663772,"June",130
"8225",153663773,"June",5
"8226",153663775,"June",50
"8227",153663780,"June",50
"8228",153663781,"June",50
"8229",153663782,"June",50
"8230",153663784,"June",50
"8231",153663793,"June",50
"8232",153663795,"June",50
"8233",153663801,"June",5
"8234",153663813,"June",50
"8235",153663814,"June",55
"8236",153663833,"June",50
"8237",153663836,"June",5
"8238",153663837,"June",55
"8239",153663838,"June",45
"8240",153663839,"June",5
"8241",153663840,"June",40
"8242",153663840,"September",35
"8243",153663844,"June",50
"8244",153663848,"June",50
"8245",153663848,"September",35
"8246",153663853,"June",50
"8247",153663855,"June",50
"8248",153663856,"June",45
"8249",153663856,"September",30
"8250",153663858,"June",50
"8251",153663865,"June",40
"8252",153663869,"June",50
"8253",153663871,"June",15
"8254",153663872,"June",5
"8255",153663873,"June",5
"8256",153663874,"June",40
"8257",153663875,"June",45
"8258",153663876,"June",35
"8259",153663878,"June",10
"8260",153663885,"June",10
"8261",153663885,"September",5
"8262",153663890,"June",5
"8263",153663897,"June",135
"8264",153663897,"September",320
"8265",153663899,"June",145
"8266",153663901,"June",5
"8267",153663909,"June",140
"8268",153663918,"June",5
"8269",153663931,"June",5
"8270",153663932,"June",5
"8271",153663948,"June",5
"8272",153663949,"June",5
"8273",153663950,"June",5
"8274",153663952,"June",35
"8275",153663954,"June",35
"8276",153663956,"June",35
"8277",153663959,"June",35
"8278",153663960,"June",25
"8279",153663961,"June",5
"8280",153663962,"June",255
"8281",153663962,"September",265
"8282",153663966,"June",250
"8283",153663967,"June",250
"8284",153663971,"June",20
"8285",153663971,"September",30
"8286",153663973,"June",20
"8287",153663975,"June",20
"8288",153663976,"June",185
"8289",153663978,"June",175
"8290",153663979,"June",50
"8291",153663980,"June",25
"8292",153663981,"June",15
"8293",153663982,"June",15
"8294",153663983,"June",200
"8295",153663984,"June",175
"8296",153663986,"June",250
"8297",153663991,"June",55
"8298",153663993,"June",10
"8299",153663995,"June",45
"8300",153663997,"June",10
"8301",153663997,"September",10
"8302",153663999,"June",60
"8303",153664000,"June",45
"8304",153664003,"June",10
"8305",153664003,"September",10
"8306",153664004,"June",45
"8307",153664005,"June",65
"8308",153664009,"June",60
"8309",153664009,"September",35
"8310",153664011,"June",65
"8311",153664013,"June",65
"8312",153664014,"June",75
"8313",153664015,"June",35
"8314",153664016,"June",40
"8315",153664018,"June",35
"8316",153664018,"September",25
"8317",153664020,"June",5
"8318",153664021,"June",75
"8319",153664023,"June",90
"8320",153664026,"June",85
"8321",153664032,"June",585
"8322",153664032,"September",905
"8323",153664033,"June",585
"8324",153664034,"June",50
"8325",153664035,"June",625
"8326",153664046,"June",615
"8327",153664057,"June",135
"8328",153664059,"June",125
"8329",153664060,"June",150
"8330",153664060,"September",265
"8331",153664061,"June",620
"8332",153664062,"June",915
"8333",153664063,"June",5
"8334",153664064,"June",900
"8335",153664065,"June",30
"8336",153664071,"June",95
"8337",153664071,"September",35
"8338",153664076,"June",95
"8339",153664078,"June",90
"8340",153664081,"June",90
"8341",153664083,"June",5
"8342",153664084,"June",5
"8343",153664085,"June",20
"8344",153664086,"June",5
"8345",153664087,"June",10
"8346",153664089,"June",5
"8347",153664091,"June",5
"8348",153664092,"June",90
"8349",153664093,"June",5
"8350",153664094,"June",70
"8351",153664095,"June",60
"8352",153664095,"September",15
"8353",153664097,"June",55
"8354",153664101,"June",55
"8355",153664102,"June",40
"8356",153664103,"June",5
"8357",153664105,"September",5
"8358",153664106,"June",200
"8359",153664110,"June",55
"8360",153664119,"June",5
"8361",153664120,"June",190
"8362",153664121,"September",10
"8363",153664126,"June",185
"8364",153664126,"September",165
"8365",153664127,"June",15
"8366",153664131,"June",15
"8367",153664133,"June",210
"8368",153664134,"June",55
"8369",153664136,"June",45
"8370",153664137,"June",15
"8371",153664138,"June",15
"8372",153664139,"June",45
"8373",153664140,"June",65
"8374",153664148,"June",215
"8375",153664150,"June",215
"8376",153664150,"September",180
"8377",153664153,"June",215
"8378",153664156,"June",220
"8379",153664158,"June",215
"8380",153664158,"September",195
"8381",153664159,"June",240
"8382",153664160,"June",255
"8383",153664162,"June",5
"8384",153664166,"June",875
"8385",153664168,"June",880
"8386",153664170,"June",875
"8387",153664172,"June",5
"8388",153664175,"June",870
"8389",153664175,"September",1305
"8390",153664176,"June",875
"8391",153664183,"June",5
"8392",153664185,"June",5
"8393",153664186,"June",5
"8394",153664191,"June",5
"8395",153664193,"June",5
"8396",153664194,"June",5
"8397",153664196,"June",5
"8398",153664199,"June",265
"8399",153664200,"June",265
"8400",153664201,"June",290
"8401",153664205,"June",310
"8402",153664222,"June",5
"8403",153664223,"June",5
"8404",153664224,"June",35
"8405",153664225,"June",330
"8406",153664226,"June",35
"8407",153664229,"June",350
"8408",153664233,"June",365
"8409",153664234,"June",50
"8410",153664235,"June",285
"8411",153664236,"June",50
"8412",153664237,"June",365
"8413",153664239,"June",355
"8414",153664241,"June",45
"8415",153664242,"June",20
"8416",153664245,"June",875
"8417",153664247,"June",875
"8418",153664248,"June",5
"8419",153664250,"June",20
"8420",153664251,"June",5
"8421",153664253,"June",5
"8422",153664254,"June",5
"8423",153664258,"June",15
"8424",153664260,"June",15
"8425",153664261,"June",15
"8426",153664263,"June",875
"8427",153664264,"June",25
"8428",153664265,"June",685
"8429",153664266,"June",670
"8430",153664268,"June",55
"8431",153664269,"June",60
"8432",153664270,"June",705
"8433",153664270,"September",1090
"8434",153664272,"June",5
"8435",153664273,"June",5
"8436",153664274,"June",5
"8437",153664276,"June",245
"8438",153664277,"June",15
"8439",153664278,"June",30
"8440",153664279,"June",25
"8441",153664281,"June",25
"8442",153664282,"June",20
"8443",153664283,"June",20
"8444",153664284,"June",15
"8445",153664285,"June",15
"8446",153664290,"June",15
"8447",153664295,"June",15
"8448",153664295,"September",70
"8449",153664297,"September",5
"8450",153664301,"June",65
"8451",153664302,"June",65
"8452",153664304,"June",65
"8453",153664307,"June",65
"8454",153664308,"June",65
"8455",153664310,"June",65
"8456",153664312,"June",65
"8457",153664314,"June",60
"8458",153664314,"September",15
"8459",153664315,"June",15
"8460",153664333,"June",20
"8461",153664333,"September",10
"8462",153664334,"June",40
"8463",153664334,"September",10
"8464",153664335,"June",20
"8465",153664344,"June",15
"8466",153664347,"June",20
"8467",153664348,"June",20
"8468",153664349,"June",15
"8469",153664352,"June",20
"8470",153664353,"June",20
"8471",153664354,"June",40
"8472",153664357,"June",15
"8473",153664359,"June",45
"8474",153664393,"June",135
"8475",153664395,"June",135
"8476",153664398,"June",130
"8477",153664399,"June",125
"8478",153664404,"June",125
"8479",153664406,"June",125
"8480",153664409,"June",130
"8481",153664411,"June",135
"8482",153664412,"June",115
"8483",153664412,"September",205
"8484",153664419,"June",120
"8485",153664419,"September",205
"8486",153664420,"June",95
"8487",153664422,"June",125
"8488",153664424,"June",125
"8489",153664425,"June",125
"8490",153664426,"June",125
"8491",153664426,"September",215
"8492",153664435,"June",120
"8493",153664435,"September",215
"8494",153664437,"June",120
"8495",153664438,"June",120
"8496",153664449,"June",15
"8497",153664452,"June",45
"8498",153664453,"June",5
"8499",153664454,"June",15
"8500",153664456,"June",45
"8501",153664457,"June",15
"8502",153664458,"June",15
"8503",153664458,"September",70
"8504",153664459,"June",15
"8505",153664466,"September",5
"8506",153664467,"June",10
"8507",153664469,"June",120
"8508",153664472,"June",120
"8509",153664473,"June",100
"8510",153664473,"September",145
"8511",153664474,"June",10
"8512",153664476,"June",50
"8513",153664477,"June",10
"8514",153664478,"June",10
"8515",153664479,"June",65
"8516",153664481,"June",10
"8517",153664482,"June",55
"8518",153664483,"June",95
"8519",153664485,"June",55
"8520",153664490,"June",170
"8521",153664491,"June",40
"8522",153664492,"June",10
"8523",153664492,"September",5
"8524",153664493,"June",125
"8525",153664495,"June",60
"8526",153664496,"June",60
"8527",153664497,"June",120
"8528",153664497,"September",135
"8529",153664498,"June",70
"8530",153664499,"June",60
"8531",153664500,"June",70
"8532",153664505,"June",120
"8533",153664505,"September",135
"8534",153664506,"June",5
"8535",153664511,"June",105
"8536",153664515,"June",95
"8537",153664523,"June",15
"8538",153664533,"June",15
"8539",153664545,"June",5
"8540",153664547,"June",20
"8541",153664548,"June",5
"8542",153664549,"June",140
"8543",153664550,"June",115
"8544",153664553,"June",5
"8545",153664556,"June",5
"8546",153664561,"June",20
"8547",153664561,"September",15
"8548",153664563,"June",5
"8549",153664565,"June",15
"8550",153664566,"June",20
"8551",153664568,"June",15
"8552",153664568,"September",10
"8553",153664570,"June",40
"8554",153664572,"June",40
"8555",153664573,"June",30
"8556",153664573,"September",30
"8557",153664578,"June",15
"8558",153664581,"June",15
"8559",153664582,"June",15
"8560",153664583,"June",20
"8561",153664583,"September",30
"8562",153664584,"June",15
"8563",153664585,"June",5
"8564",153664595,"June",650
"8565",153664596,"June",655
"8566",153664596,"September",965
"8567",153664598,"June",655
"8568",153664601,"June",660
"8569",153664602,"June",25
"8570",153664608,"September",5
"8571",153664611,"June",665
"8572",153664620,"June",670
"8573",153664620,"September",1005
"8574",153664621,"June",655
"8575",153664627,"June",680
"8576",153664631,"June",325
"8577",153664631,"September",410
"8578",153664632,"June",85
"8579",153664636,"June",85
"8580",153664636,"September",65
"8581",153664638,"June",85
"8582",153664641,"June",85
"8583",153664643,"June",280
"8584",153664643,"September",385
"8585",153664644,"June",20
"8586",153664646,"June",85
"8587",153664647,"June",20
"8588",153664647,"September",10
"8589",153664648,"June",15
"8590",153664649,"June",95
"8591",153664651,"June",95
"8592",153664651,"September",55
"8593",153664652,"June",95
"8594",153664652,"September",55
"8595",153664665,"June",5
"8596",153664666,"June",90
"8597",153664669,"June",80
"8598",153664670,"June",80
"8599",153664671,"June",15
"8600",153664672,"June",15
"8601",153664674,"June",10
"8602",153664677,"June",80
"8603",153664682,"June",95
"8604",153664683,"June",5
"8605",153664684,"June",5
"8606",153664685,"June",5
"8607",153664691,"June",5
"8608",153664692,"June",15
"8609",153664693,"June",15
"8610",153664694,"June",10
"8611",153664696,"June",10
"8612",153664698,"June",80
"8613",153664699,"June",270
"8614",153664699,"September",515
"8615",153664700,"June",5
"8616",153664701,"June",10
"8617",153664702,"June",5
"8618",153664704,"June",80
"8619",153664705,"June",5
"8620",153664707,"June",5
"8621",153664707,"September",80
"8622",153664708,"June",75
"8623",153664713,"June",265
"8624",153664722,"June",25
"8625",153664723,"June",25
"8626",153664725,"June",75
"8627",153664725,"September",60
"8628",153664726,"June",20
"8629",153664728,"June",95
"8630",153664732,"June",95
"8631",153664734,"June",15
"8632",153664736,"June",10
"8633",153664738,"June",10
"8634",153664739,"June",5
"8635",153664740,"June",5
"8636",153664741,"June",5
"8637",153664743,"June",5
"8638",153664744,"June",320
"8639",153664745,"June",330
"8640",153664746,"June",85
"8641",153664750,"June",90
"8642",153664763,"June",85
"8643",153664770,"June",10
"8644",153664773,"June",25
"8645",153664774,"June",15
"8646",153664777,"June",25
"8647",153664781,"June",25
"8648",153664795,"June",35
"8649",153664796,"June",35
"8650",153664798,"June",35
"8651",153664799,"June",35
"8652",153664799,"September",175
"8653",153664802,"June",35
"8654",153664813,"June",50
"8655",153664814,"June",135
"8656",153664815,"June",135
"8657",153664816,"June",50
"8658",153664817,"June",50
"8659",153664818,"June",50
"8660",153664820,"June",205
"8661",153664821,"June",130
"8662",153664822,"June",50
"8663",153664824,"June",20
"8664",153664825,"June",20
"8665",153664826,"June",20
"8666",153664826,"September",20
"8667",153664827,"June",25
"8668",153664828,"June",50
"8669",153664829,"June",10
"8670",153664830,"June",25
"8671",153664831,"June",10
"8672",153664834,"June",10
"8673",153664837,"June",10
"8674",153664838,"June",10
"8675",153664839,"June",10
"8676",153664841,"June",10
"8677",153664844,"June",55
"8678",153664846,"June",55
"8679",153664852,"June",55
"8680",153664853,"June",15
"8681",153664854,"June",15
"8682",153664865,"June",5
"8683",153664868,"June",65
"8684",153664869,"June",15
"8685",153664870,"June",65
"8686",153664873,"June",245
"8687",153664875,"June",65
"8688",153664876,"June",250
"8689",153664877,"June",250
"8690",153664878,"June",65
"8691",153664881,"June",65
"8692",153664881,"September",60
"8693",153664885,"June",5
"8694",153664886,"June",15
"8695",153664891,"June",10
"8696",153664892,"June",15
"8697",153664894,"June",10
"8698",153664894,"September",15
"8699",153664895,"June",5
"8700",153664896,"June",15
"8701",153664897,"June",10
"8702",153664898,"June",5
"8703",153664901,"June",20
"8704",153664903,"June",10
"8705",153664912,"June",5
"8706",153664913,"June",5
"8707",153664916,"June",5
"8708",153664919,"June",5
"8709",153664921,"June",5
"8710",153664923,"June",20
"8711",153664925,"June",15
"8712",153664928,"June",15
"8713",153664930,"June",15
"8714",153664932,"June",20
"8715",153664934,"June",25
"8716",153664935,"June",10
"8717",153664937,"June",15
"8718",153664940,"June",10
"8719",153664942,"June",15
"8720",153664944,"June",15
"8721",153664946,"June",5
"8722",153664957,"June",20
"8723",153664958,"June",25
"8724",153664970,"June",25
"8725",153664970,"September",20
"8726",153664971,"June",25
"8727",153664976,"June",900
"8728",153664977,"June",815
"8729",153664978,"June",900
"8730",153664979,"June",65
"8731",153664980,"June",890
"8732",153664984,"June",630
"8733",153664985,"June",35
"8734",153664986,"June",670
"8735",153664987,"June",35
"8736",153664987,"September",260
"8737",153664990,"June",35
"8738",153664992,"June",45
"8739",153664995,"June",35
"8740",153664997,"June",35
"8741",153665000,"June",55
"8742",153665001,"June",55
"8743",153665002,"June",65
"8744",153665003,"June",75
"8745",153665005,"June",75
"8746",153665007,"June",150
"8747",153665008,"June",150
"8748",153665008,"September",170
"8749",153665009,"June",70
"8750",153665010,"June",95
"8751",153665011,"June",55
"8752",153665012,"June",30
"8753",153665013,"June",155
"8754",153665014,"June",35
"8755",153665027,"June",15
"8756",153665028,"June",145
"8757",153665030,"June",15
"8758",153665031,"June",410
"8759",153665033,"June",15
"8760",153665033,"September",10
"8761",153665034,"June",430
"8762",153665035,"June",415
"8763",153665036,"June",5
"8764",153665037,"June",5
"8765",153665037,"September",5
"8766",153665039,"June",420
"8767",153665041,"June",425
"8768",153665042,"June",410
"8769",153665044,"June",15
"8770",153665045,"June",5
"8771",153665046,"June",20
"8772",153665049,"June",40
"8773",153665051,"June",35
"8774",153665053,"June",400
"8775",153665055,"June",410
"8776",153665055,"September",670
"8777",153665059,"June",5
"8778",153665059,"September",15
"8779",153665062,"June",10
"8780",153665063,"June",5
"8781",153665063,"September",15
"8782",153665064,"June",20
"8783",153665065,"June",20
"8784",153665066,"June",130
"8785",153665067,"June",20
"8786",153665068,"June",385
"8787",153665068,"September",645
"8788",153665069,"June",25
"8789",153665073,"June",30
"8790",153665075,"June",5
"8791",153665076,"June",5
"8792",153665077,"June",15
"8793",153665081,"June",30
"8794",153665081,"September",15
"8795",153665082,"June",25
"8796",153665083,"June",5
"8797",153665084,"June",10
"8798",153665085,"June",5
"8799",153665087,"June",140
"8800",153665092,"June",40
"8801",153665092,"September",20
"8802",153665093,"June",10
"8803",153665095,"June",5
"8804",153665096,"June",35
"8805",153665102,"June",10
"8806",153665105,"June",10
"8807",153665109,"June",40
"8808",153665110,"June",5
"8809",153665111,"June",395
"8810",153665112,"June",375
"8811",153665113,"June",155
"8812",153665117,"June",35
"8813",153665117,"September",25
"8814",153665118,"June",360
"8815",153665119,"June",405
"8816",153665120,"June",170
"8817",153665122,"September",25
"8818",153665124,"June",40
"8819",153665125,"June",50
"8820",153665126,"June",40
"8821",153665127,"June",415
"8822",153665128,"June",585
"8823",153665129,"June",5
"8824",153665130,"June",415
"8825",153665131,"June",135
"8826",153665131,"September",75
"8827",153665132,"June",20
"8828",153665133,"June",415
"8829",153665137,"June",5
"8830",153665140,"June",5
"8831",153665146,"June",5
"8832",153665148,"June",5
"8833",153665184,"June",40
"8834",153665186,"June",5
"8835",153665187,"June",35
"8836",153665189,"June",35
"8837",153665190,"June",15
"8838",153665208,"June",40
"8839",153665212,"September",5
"8840",153665215,"June",5
"8841",153665217,"June",10
"8842",153665220,"June",10
"8843",153665221,"June",10
"8844",153665222,"June",10
"8845",153665226,"June",10
"8846",153665227,"June",20
"8847",153665228,"June",10
"8848",153665229,"June",20
"8849",153665233,"June",10
"8850",153665234,"June",10
"8851",153665236,"June",10
"8852",153665238,"June",5
"8853",153665244,"June",5
"8854",153665249,"June",40
"8855",153665249,"September",20
"8856",153665250,"June",35
"8857",153665251,"June",35
"8858",153665260,"June",35
"8859",153665261,"June",35
"8860",153665262,"September",5
"8861",153665264,"June",35
"8862",153665268,"June",15
"8863",153665271,"June",10
"8864",153665274,"June",110
"8865",153665275,"June",20
"8866",153665276,"June",140
"8867",153665277,"June",130
"8868",153665278,"June",15
"8869",153665279,"June",15
"8870",153665281,"June",140
"8871",153665282,"June",165
"8872",153665284,"June",150
"8873",153665285,"June",30
"8874",153665287,"June",395
"8875",153665288,"June",160
"8876",153665289,"June",165
"8877",153665291,"June",5
"8878",153665293,"June",165
"8879",153665294,"June",165
"8880",153665296,"June",185
"8881",153665297,"June",10
"8882",153665309,"June",10
"8883",153665310,"June",10
"8884",153665320,"June",180
"8885",153665320,"September",165
"8886",153665324,"June",180
"8887",153665332,"June",1135
"8888",153665333,"June",10
"8889",153665334,"June",25
"8890",153665335,"June",35
"8891",153665336,"June",35
"8892",153665337,"June",405
"8893",153665338,"June",400
"8894",153665339,"June",695
"8895",153665342,"June",605
"8896",153665343,"June",45
"8897",153665344,"June",50
"8898",153665345,"June",45
"8899",153665348,"June",5
"8900",153665349,"June",145
"8901",153665351,"June",1410
"8902",153665351,"September",215
"8903",153665352,"June",330
"8904",153665355,"June",495
"8905",153665356,"June",80
"8906",153665357,"June",1825
"8907",153665357,"September",20
"8908",153665358,"June",315
"8909",153665359,"June",5
"8910",153665360,"June",220
"8911",153665361,"June",85
"8912",153665362,"June",100
"8913",153665363,"June",45
"8914",153665364,"June",170
"8915",153665366,"June",215
"8916",153665367,"June",5
"8917",153665370,"June",5
"8918",153665371,"June",30
"8919",153665372,"June",15
"8920",153665372,"September",10
"8921",153665374,"June",205
"8922",153665374,"September",2280
"8923",153665376,"June",200
"8924",153665378,"June",65
"8925",153665379,"June",125
"8926",153665379,"September",1540
"8927",153665380,"June",45
"8928",153665381,"June",135
"8929",153665381,"September",1400
"8930",153665382,"June",60
"8931",153665382,"September",620
"8932",153665383,"June",125
"8933",153665384,"June",90
"8934",153665385,"June",80
"8935",153665387,"June",215
"8936",153665389,"June",215
"8937",153665390,"June",30
"8938",153665391,"June",155
"8939",153665393,"June",215
"8940",153665393,"September",2285
"8941",153665395,"June",210
"8942",153665396,"June",30
"8943",153665396,"September",830
"8944",153665397,"June",165
"8945",153665398,"June",5
"8946",153665399,"June",195
"8947",153665400,"June",30
"8948",153665401,"June",150
"8949",153665402,"June",125
"8950",153665403,"June",50
"8951",153665404,"June",30
"8952",153665404,"September",760
"8953",153665405,"June",150
"8954",153665406,"June",65
"8955",153665407,"June",40
"8956",153665408,"June",70
"8957",153665409,"June",50
"8958",153665410,"June",145
"8959",153665411,"June",10
"8960",153665412,"June",15
"8961",153665413,"June",160
"8962",153665414,"June",45
"8963",153665415,"June",20
"8964",153665416,"June",15
"8965",153665417,"June",160
"8966",153665418,"June",105
"8967",153665419,"June",380
"8968",153665420,"June",595
"8969",153665421,"June",105
"8970",153665424,"June",875
"8971",153665428,"June",35
"8972",153665431,"September",30
"8973",153665441,"June",25
"8974",153665443,"June",25
"8975",153665447,"September",25
"8976",153665449,"June",10
"8977",153665449,"September",20
"8978",153665452,"June",5
"8979",153665453,"June",20
"8980",153665455,"June",5
"8981",153665457,"June",10
"8982",153665458,"June",10
"8983",153665459,"June",20
"8984",153665461,"June",25
"8985",153665466,"June",5
"8986",153665468,"June",10
"8987",153665470,"June",10
"8988",153665471,"June",15
"8989",153665472,"June",15
"8990",153665480,"June",10
"8991",153665489,"June",15
"8992",153665490,"June",15
"8993",153665493,"June",15
"8994",153665496,"June",15
"8995",153665512,"June",5
"8996",153665514,"June",5
"8997",153665515,"June",5
"8998",153665517,"June",5
"8999",153665521,"June",15
"9000",153665521,"September",30
"9001",153665529,"June",10
"9002",153665531,"June",15
"9003",153665532,"June",15
"9004",153665533,"September",10
"9005",153665536,"June",10
"9006",153665537,"June",10
"9007",153665537,"September",30
"9008",153665539,"June",5
"9009",153665540,"June",15
"9010",153665540,"September",30
"9011",153665541,"June",20
"9012",153665542,"June",15
"9013",153665552,"June",15
"9014",153665553,"June",15
"9015",153665557,"June",15
"9016",153665558,"June",15
"9017",153665558,"September",35
"9018",153665559,"June",15
"9019",153665563,"June",15
"9020",153665598,"June",110
"9021",153665599,"June",110
"9022",153665600,"June",110
"9023",153665601,"June",110
"9024",153665606,"June",115
"9025",153665611,"June",120
"9026",153665613,"June",120
"9027",153665615,"June",120
"9028",153665620,"June",145
"9029",153665622,"June",140
"9030",153665624,"June",150
"9031",153665626,"June",150
"9032",153665628,"June",120
"9033",153665629,"June",5
"9034",153665630,"June",110
"9035",153665631,"June",5
"9036",153665632,"June",5
"9037",153665635,"June",5
"9038",153665636,"June",145
"9039",153665637,"June",140
"9040",153665639,"June",105
"9041",153665640,"June",110
"9042",153665641,"June",110
"9043",153665643,"June",110
"9044",153665644,"June",120
"9045",153665645,"June",140
"9046",153665645,"September",375
"9047",153665646,"June",140
"9048",153665648,"June",145
"9049",153665654,"June",110
"9050",153665654,"September",55
"9051",153665655,"June",110
"9052",153665655,"September",55
"9053",153665657,"June",5
"9054",153665660,"June",110
"9055",153665662,"June",5
"9056",153665663,"June",130
"9057",153665664,"June",5
"9058",153665666,"June",5
"9059",153665669,"June",120
"9060",153665671,"June",140
"9061",153665672,"June",120
"9062",153665672,"September",50
"9063",153665674,"June",140
"9064",153665675,"June",120
"9065",153665676,"June",125
"9066",153665677,"June",115
"9067",153665677,"September",45
"9068",153665678,"June",110
"9069",153665679,"June",115
"9070",153665679,"September",45
"9071",153665681,"June",120
"9072",153665682,"June",140
"9073",153665689,"June",5
"9074",153665699,"June",15
"9075",153665700,"June",650
"9076",153665706,"June",145
"9077",153665709,"June",1910
"9078",153665711,"June",45
"9079",153665712,"June",45
"9080",153665713,"June",55
"9081",153665714,"June",35
"9082",153665715,"June",1950
"9083",153665716,"June",25
"9084",153665716,"September",10
"9085",153665717,"June",1945
"9086",153665720,"June",1970
"9087",153665721,"June",25
"9088",153665722,"June",30
"9089",153665724,"June",260
"9090",153665726,"June",5
"9091",153665730,"June",100
"9092",153665730,"September",275
"9093",153665731,"June",2335
"9094",153665732,"June",2230
"9095",153665733,"June",150
"9096",153665734,"June",1950
"9097",153665735,"June",275
"9098",153665735,"September",330
"9099",153665736,"June",5
"9100",153665737,"June",5
"9101",153665737,"September",5
"9102",153665738,"June",10
"9103",153665739,"June",30
"9104",153665740,"June",90
"9105",153665741,"June",180
"9106",153665754,"June",10
"9107",153665757,"June",15
"9108",153665757,"September",25
"9109",153665758,"June",1230
"9110",153665767,"June",15
"9111",153665768,"June",30
"9112",153665769,"June",1200
"9113",153665770,"June",20
"9114",153665773,"June",1480
"9115",153665777,"June",1055
"9116",153665778,"June",1220
"9117",153665779,"June",2085
"9118",153665780,"June",5
"9119",153665781,"June",1085
"9120",153665782,"June",330
"9121",153665783,"June",375
"9122",153665783,"September",695
"9123",153665784,"June",80
"9124",153665785,"June",540
"9125",153665785,"September",670
"9126",153665786,"September",5
"9127",153665787,"June",25
"9128",153665788,"June",105
"9129",153665789,"June",85
"9130",153665793,"June",30
"9131",153665793,"September",50
"9132",153665794,"June",10
"9133",153665795,"June",40
"9134",153665796,"June",40
"9135",153665797,"June",25
"9136",153665797,"September",30
"9137",153665802,"June",30
"9138",153665805,"June",10
"9139",153665808,"June",65
"9140",153665809,"June",65
"9141",153665811,"June",5
"9142",153665812,"June",10
"9143",153665813,"June",35
"9144",153665814,"June",15
"9145",153665816,"June",30
"9146",153665817,"June",30
"9147",153665818,"June",30
"9148",153665819,"June",265
"9149",153665820,"June",85
"9150",153665821,"June",25
"9151",153665822,"June",40
"9152",153665823,"June",35
"9153",153665825,"June",30
"9154",153665825,"September",30
"9155",153665826,"June",30
"9156",153665827,"June",30
"9157",153665829,"June",30
"9158",153665830,"June",30
"9159",153665830,"September",35
"9160",153665832,"June",85
"9161",153665832,"September",40
"9162",153665833,"June",105
"9163",153665835,"June",425
"9164",153665837,"June",10
"9165",153665838,"June",1170
"9166",153665839,"June",485
"9167",153665839,"September",830
"9168",153665840,"June",580
"9169",153665841,"June",475
"9170",153665842,"June",605
"9171",153665842,"September",970
"9172",153665844,"June",1195
"9173",153665845,"June",115
"9174",153665845,"September",195
"9175",153665846,"June",1010
"9176",153665848,"June",1230
"9177",153665850,"June",1220
"9178",153665852,"June",1250
"9179",153665852,"September",1955
"9180",153665853,"June",80
"9181",153665854,"June",1035
"9182",153665855,"June",70
"9183",153665856,"June",60
"9184",153665859,"June",525
"9185",153665860,"June",205
"9186",153665864,"September",5
"9187",153665865,"June",10
"9188",153665866,"June",165
"9189",153665867,"June",20
"9190",153665870,"June",10
"9191",153665874,"June",35
"9192",153665876,"June",35
"9193",153665877,"June",95
"9194",153665881,"June",40
"9195",153665883,"June",30
"9196",153665885,"June",55
"9197",153665886,"June",45
"9198",153665887,"June",55
"9199",153665888,"June",50
"9200",153665891,"September",10
"9201",153665892,"June",45
"9202",153665892,"September",70
"9203",153665893,"June",15
"9204",153665896,"June",15
"9205",153665897,"June",1270
"9206",153665898,"June",10
"9207",153665900,"June",30
"9208",153665902,"June",30
"9209",153665905,"June",25
"9210",153665906,"June",35
"9211",153665914,"June",60
"9212",153665917,"June",125
"9213",153665918,"June",965
"9214",153665918,"September",1550
"9215",153665919,"June",10
"9216",153665920,"June",1125
"9217",153665922,"June",1220
"9218",153665923,"June",65
"9219",153665924,"June",915
"9220",153665925,"June",55
"9221",153665926,"June",1040
"9222",153665928,"June",15
"9223",153665929,"June",1145
"9224",153665931,"June",1240
"9225",153665933,"June",1205
"9226",153665934,"June",110
"9227",153665934,"September",245
"9228",153665935,"June",985
"9229",153665935,"September",1605
"9230",153665936,"June",70
"9231",153665937,"June",1035
"9232",153665938,"June",185
"9233",153665939,"June",900
"9234",153665940,"June",520
"9235",153665941,"June",450
"9236",153665944,"June",1215
"9237",153665944,"September",1975
"9238",153665946,"June",1180
"9239",153665947,"June",40
"9240",153665948,"June",1100
"9241",153665948,"September",1780
"9242",153665950,"June",1210
"9243",153665952,"June",15
"9244",153665953,"June",1125
"9245",153665954,"June",35
"9246",153665955,"June",1065
"9247",153665956,"June",15
"9248",153665956,"September",55
"9249",153665957,"June",1125
"9250",153665958,"June",5
"9251",153665959,"June",1055
"9252",153665962,"June",1195
"9253",153665963,"June",485
"9254",153665964,"June",485
"9255",153665966,"June",915
"9256",153665967,"June",10
"9257",153665968,"June",875
"9258",153665969,"June",125
"9259",153665970,"June",705
"9260",153665971,"June",40
"9261",153665972,"June",800
"9262",153665974,"June",45
"9263",153665975,"June",825
"9264",153665976,"June",360
"9265",153665977,"June",390
"9266",153665978,"June",255
"9267",153665979,"June",415
