"","edgeuid","total_trips"
"455",153750908,25
"456",153750909,25
"457",153750939,375
"458",153750949,30
"459",153750950,290
"460",153750951,325
"461",153750952,425
"462",153750953,420
"463",153750954,410
"464",153750955,400
"465",153750956,25
"466",153750957,505
"467",153750958,405
"468",153750959,25
"469",153750960,25
"470",153750962,50
"471",153750998,5
"472",153751094,15
"473",153751147,10
"474",153751156,10
"475",153751158,15
"476",153751181,3205
"477",153751182,110
"478",153751188,3540
"479",153751191,3595
"480",153751192,3555
"481",153751215,1160
"482",153751216,1155
"483",153751222,3410
"484",153751223,395
"485",153751231,3380
"486",153751234,3360
"487",153751235,3555
"488",153751236,15
"489",153751239,3715
"490",153751240,3525
"491",153751242,3555
"492",153751243,3710
"493",153751244,3720
"494",153751245,20
"495",153751248,5
"496",153751250,5
"497",153751252,5
"498",153751257,15
"499",153751258,20
"500",153751260,45
"501",153751261,1010
"502",153751262,15
"503",153751263,15
"504",153751264,970
"505",153751265,3720
"506",153751266,3695
"507",153751267,1320
"508",153751268,140
"509",153751269,1600
"510",153751270,2085
"511",153751271,3700
"512",153751275,245
"513",153751276,2135
"514",153751279,3730
"515",153751281,15
"516",153751285,5
"517",153751296,15
"518",153751298,15
"519",153751318,430
"520",153751320,440
"521",153751323,445
"522",153751324,3580
"523",153751326,3790
"524",153751327,455
"525",153751328,2945
"526",153751330,2450
"527",153751333,2475
"528",153751334,2455
"529",153751349,2025
"530",153751350,3645
"531",153751352,2030
"532",153751353,565
"533",153751355,2005
"534",153751357,600
"535",153751358,20
"536",153751359,25
"537",153751361,3530
"538",153751362,3550
"539",153751364,3550
"540",153751366,10
"541",153751368,500
"542",153751369,3530
"543",153751371,20
"544",153751373,25
"545",153751375,25
"546",153751376,25
"547",153751377,5
"548",153751378,25
"549",153751379,5
"550",153751386,3565
"551",153751388,3610
"552",153751392,65
"553",153751393,35
"554",153751394,25
"555",153751395,35
"556",153751396,25
"557",153751397,25
"558",153751398,10
"559",153751400,10
"560",153751406,10
"561",153751407,10
"562",153751421,910
"563",153751422,60
"564",153751446,955
"565",153751447,5
"566",153751449,5
"567",153751468,3250
"568",153751497,40
"569",153751518,5
"570",153751536,190
"571",153751621,60
"572",153751636,635
"573",153751796,65
"574",153751798,190
"575",153751799,125
"576",153751800,300
"577",153751801,160
"578",153751802,55
"579",153751803,1765
"580",153751804,1795
"581",153751809,620
"582",153751811,1545
"583",153751812,700
"584",153751822,5795
"585",153751824,10
"586",153751825,10
"587",153751827,285
"588",153751828,250
"589",153751829,315
"590",153751835,35
"591",153751865,105
"592",153751868,130
"593",153751870,85
"594",153751871,115
"595",153751872,115
"596",153751881,10
"597",153751888,3545
"598",153751894,4575
"599",153751897,12030
"600",153751902,45
"601",153751905,1395
"602",153751908,70
"603",153751910,5
"604",153751916,5
"605",153751973,100
"606",153751974,125
"607",153751975,145
"608",153751976,85
"609",153751978,70
"610",153751979,80
"611",153751980,75
"612",153751981,75
"613",153751982,5415
"614",153751983,9895
"615",153751984,11030
"616",153752002,13390
"617",153752008,1675
"618",153752009,5610
"619",153752045,35
"620",153752047,5625
"621",153752049,5465
"622",153752050,5650
"623",153752055,3925
"624",153752063,35
"625",153752070,320
"626",153752098,5
"627",153752108,6185
"628",153752115,10
"629",153752116,5
"630",153752117,3940
"631",153752119,3895
"632",153752120,3900
"633",153752121,1455
"634",153752123,1360
"635",153752124,1350
"636",153752125,10
"637",153752126,1190
"638",153752128,1395
"639",153752129,365
"640",153752130,1400
"641",153752132,1465
"642",153752133,1460
"643",153752135,10
"644",153752136,10
"645",153752142,940
"646",153752143,90
"647",153752144,520
"648",153752145,40
"649",153752146,40
"650",153752147,135
"651",153752148,4230
"652",153752150,3910
"653",153752152,4220
"654",153752154,4215
"655",153752155,3380
"656",153752158,4225
"657",153752159,2960
"658",153752160,125
"659",153752162,4235
"660",153752163,400
"661",153752164,15
"662",153752165,4230
"663",153752171,55
"664",153752172,2700
"665",153752173,45
"666",153752174,4305
"667",153752175,330
"668",153752178,45
"669",153752205,225
"670",153752207,30
"671",153752208,30
"672",153752210,5
"673",153752211,15
"674",153752212,5
"675",153752213,15
"676",153752214,3385
"677",153752216,90
"678",153752217,25
"679",153752218,5
"680",153752219,130
"681",153752220,130
"682",153752221,130
"683",153752224,3960
"684",153752227,30
"685",153752228,130
"686",153752230,130
"687",153752231,30
"688",153752235,20
"689",153752236,15
"690",153752241,25
"691",153752254,115
"692",153752258,100
"693",153752259,65
"694",153752268,15
"695",153752272,2710
"696",153752279,3740
"697",153752280,3730
"698",153752283,3765
"699",153752284,3280
"700",153752291,180
"701",153752293,175
"702",153752294,175
"703",153752295,175
"704",153752296,75
"705",153752297,5
"706",153752298,90
"707",153752301,100
"708",153752302,10
"709",153752303,5
"710",153752305,5
"711",153752336,175
"712",153752338,170
"713",153752340,125
"714",153752341,125
"715",153752342,235
"716",153752366,25
"717",153752408,15
"718",153752409,955
"719",153752412,940
"720",153752414,980
"721",153752417,970
"722",153752425,2100
"723",153752426,2105
"724",153752435,10
"725",153752438,2060
"726",153752443,2065
"727",153752446,2055
"728",153752449,970
"729",153752451,2040
"730",153752471,970
"731",153752473,5
"732",153752474,1050
"733",153752475,5
"734",153752478,5
"735",153752480,1105
"736",153752481,10
"737",153752483,1975
"738",153752484,4875
"739",153752485,4920
"740",153752486,20
"741",153752487,10
"742",153752489,5
"743",153752492,5095
"744",153752494,5
"745",153752495,20
"746",153752500,5
"747",153752537,5115
"748",153752538,5165
"749",153752556,5
"750",153752557,5
"751",153752562,4785
"752",153752563,4665
"753",153752564,470
"754",153752565,400
"755",153752566,3300
"756",153752567,2715
"757",153752568,300
"758",153752569,5420
"759",153752570,260
"760",153752571,800
"761",153752572,780
"762",153752573,4415
"763",153752574,5265
"764",153752575,3580
"765",153752576,1925
"766",153752583,20
"767",153752592,5
"768",153752604,430
"769",153752605,700
"770",153752609,705
"771",153752610,10
"772",153752616,695
"773",153752618,735
"774",153752619,15
"775",153752620,715
"776",153752622,5
"777",153752625,680
"778",153752626,5
"779",153752648,15
"780",153752650,5
"781",153752662,180
"782",153752663,105
"783",153752667,185
"784",153752669,15
"785",153752670,15
"786",153752673,5
"787",153752674,10
"788",153752676,10
"789",153752677,10
"790",153752680,120
"791",153752681,115
"792",153752692,735
"793",153752699,755
"794",153752702,855
"795",153752703,730
"796",153752704,885
"797",153752705,740
"798",153752709,180
"799",153752710,915
"800",153752711,5
"801",153752712,1315
"802",153752714,10
"803",153752717,1290
"804",153752718,10
"805",153752720,1040
"806",153752724,10
"807",153752725,10
"808",153752729,145
"809",153752731,15
"810",153752732,110
"811",153752733,130
"812",153752735,125
"813",153752736,5
"814",153752737,15
"815",153752739,30
"816",153752741,4835
"817",153752742,1235
"818",153752743,655
"819",153752746,650
"820",153752748,650
"821",153752749,1025
"822",153752750,25
"823",153752751,1920
"824",153752752,1725
"825",153752753,1055
"826",153752754,10
"827",153752755,10
"828",153752758,10
"829",153752759,160
"830",153752760,10
"831",153752761,2635
"832",153752762,170
"833",153752765,200
"834",153752766,10
"835",153752769,2690
"836",153752774,10
"837",153752784,3355
"838",153752786,15
"839",153752789,3245
"840",153752796,55
"841",153752797,60
"842",153752799,55
"843",153752803,10
"844",153752808,5
"845",153752810,60
"846",153752813,90
"847",153752815,85
"848",153752818,95
"849",153752820,95
"850",153752822,120
"851",153752825,125
"852",153752828,130
"853",153752833,5300
"854",153752834,5320
"855",153752839,50
"856",153752840,5030
"857",153752843,50
"858",153752844,3680
"859",153752845,3885
"860",153752847,3890
"861",153752850,13230
"862",153752851,13230
"863",153752854,3355
"864",153752857,3345
"865",153752865,13155
"866",153752870,13135
"867",153752871,10
"868",153752872,10
"869",153752875,12945
"870",153752876,12955
"871",153752877,25
"872",153752883,13015
"873",153752884,10820
"874",153752889,15
"875",153752893,20
"876",153752894,20
"877",153752895,13035
"878",153752897,15
"879",153752898,10870
"880",153752899,25
"881",153752900,10750
"882",153752903,13000
"883",153752905,10870
"884",153752906,2055
"885",153752910,15
"886",153752911,5
"887",153752913,5
"888",153752917,10
"889",153752918,5
"890",153752919,5
"891",153752936,5
"892",153752937,10
"893",153752940,55
"894",153752942,50
"895",153752945,50
"896",153752946,55
"897",153752951,5
"898",153752962,85
"899",153752965,15
"900",153752966,10
"901",153752981,10
"902",153752983,10
"903",153752984,85
"904",153752985,110
"905",153752994,80
"906",153752995,930
"907",153753003,140
"908",153753007,95
"909",153753010,80
"910",153753011,10
"911",153753012,70
"912",153753018,115
"913",153753020,60
"914",153753021,120
"915",153753028,125
"916",153753029,130
"917",153753030,125
"918",153753033,20
"919",153753034,15
"920",153753035,15
"921",153753037,15
"922",153753038,15
"923",153753044,65
"924",153753064,70
"925",153753065,70
"926",153753066,20
"927",153753070,20
"928",153753071,15
"929",153753073,10
"930",153753074,10
"931",153753076,20
"932",153753077,20
"933",153753079,10
"934",153753107,5
"935",153753109,5
"936",153753110,5
"937",153753111,5
"938",153753119,50
"939",153753128,5
"940",153753130,5
"941",153753131,5
"942",153753134,5
"943",153753145,140
"944",153753150,145
"945",153753154,915
"946",153753157,105
"947",153753161,145
"948",153753168,40
"949",153753180,375
"950",153753184,395
"951",153753186,145
"952",153753187,105
"953",153753189,105
"954",153753190,105
"955",153753193,75
"956",153753194,105
"957",153753195,55
"958",153753197,40
"959",153753198,40
"960",153753199,40
"961",153753200,40
"962",153753202,10
"963",153753203,195
"964",153753204,85
"965",153753206,215
"966",153753207,295
"967",153753209,40
"968",153753211,40
"969",153753216,40
"970",153753220,5
"971",153753227,910
"972",153753228,25
"973",153753229,910
"974",153753230,1115
"975",153753233,5
"976",153753236,1105
"977",153753239,1060
"978",153753251,5
"979",153753277,40
"980",153753278,10
"981",153753281,5
"982",153753283,5
"983",153753285,5
"984",153753286,5
"985",153753291,5
"986",153753292,5
"987",153753294,10
"988",153753295,40
"989",153753298,25
"990",153753302,10
"991",153753303,25
"992",153753341,15
"993",153753342,5270
"994",153753344,5585
"995",153753347,5620
"996",153753359,20
"997",153753368,165
"998",153753378,175
"999",153753379,170
"1000",153753383,175
"1001",153753384,215
"1002",153753389,225
"1003",153753392,10990
"1004",153753397,7550
"1005",153753400,10950
"1006",153753401,10960
"1007",153753404,10960
"1008",153753409,10915
"1009",153753410,10920
"1010",153753412,8985
"1011",153753419,10910
"1012",153753420,7585
"1013",153753421,260
"1014",153753431,30
"1015",153753432,30
"1016",153753440,5
"1017",153753454,280
"1018",153753458,1165
"1019",153753459,1020
"1020",153753491,20
"1021",153753492,15
"1022",153753494,30
"1023",153753497,25
"1024",153753561,25
"1025",153753610,20
"1026",153753641,10895
"1027",153753642,10850
"1028",153753645,15
"1029",153753651,120
"1030",153753652,375
"1031",153753658,25
"1032",153753660,25
"1033",153753661,25
"1034",153753663,25
"1035",153753665,15
"1036",153753668,125
"1037",153753669,135
"1038",153753678,125
"1039",153753681,120
"1040",153753709,5
"1041",153753711,5
"1042",153753719,5
"1043",153753720,20
"1044",153753724,5
"1045",153753728,5
"1046",153753730,120
"1047",153753732,135
"1048",153753734,135
"1049",153753735,15
"1050",153753738,5
"1051",153753752,15
"1052",153753760,20
"1053",153753765,15
"1054",153753778,5
"1055",153753779,135
"1056",153753785,5
"1057",153753789,5
"1058",153753790,5
"1059",153753791,5
"1060",153753792,10
"1061",153753794,20
"1062",153753806,95
"1063",153753807,25
"1064",153753812,95
"1065",153753822,10
"1066",153753823,5
"1067",153753824,10
"1068",153753827,10
"1069",153753849,10
"1070",153753850,5
"1071",153753865,130
"1072",153753876,165
"1073",153753877,160
"1074",153753879,30
"1075",153753881,30
"1076",153753902,20
"1077",153753903,15
"1078",153753908,180
"1079",153753909,155
"1080",153753910,205
"1081",153753914,20
"1082",153753918,65
"1083",153753943,20
"1084",153753946,5
"1085",153753947,30
"1086",153753948,30
"1087",153754071,30
"1088",153754072,30
"1089",153754076,5
"1090",153754077,5
"1091",153754089,15
"1092",153754090,20
"1093",153754155,6195
"1094",153754156,6085
"1095",153754157,4835
"1096",153754158,4240
"1097",153754159,5
"1098",153754160,35
"1099",153754161,20
"1100",153754162,25
"1101",153754163,35
"1102",153754164,15
"1103",153754165,5
"1104",153754166,5015
"1105",153754167,100
"1106",153754169,145
"1107",153754170,15
"1108",153754171,20
"1109",153754172,5
"1110",153754173,215
"1111",153754175,200
"1112",153754176,205
"1113",153754178,10
"1114",153754179,10
"1115",153754180,25
"1116",153754184,10
"1117",153754186,30
"1118",153754187,5
"1119",153754188,5
"1120",153754189,5
"1121",153754191,5
"1122",153754192,20
"1123",153754194,160
"1124",153754196,200
"1125",153754197,395
"1126",153754198,2630
"1127",153754199,2630
"1128",153754200,400
"1129",153754201,2620
"1130",153754226,25
"1131",153754231,5
"1132",153754352,5
"1133",153754360,5
"1134",153754373,15
"1135",153754375,5
"1136",153754377,20
"1137",153754383,50
"1138",153754386,50
"1139",153754391,50
"1140",153754392,55
"1141",153754398,70
"1142",153754400,5
"1143",153754412,5
"1144",153754414,5
"1145",153754419,65
"1146",153754447,5
"1147",153754456,35
"1148",153754457,5
"1149",153754459,5
"1150",153754475,35
"1151",153754503,40
"1152",153754505,65
"1153",153754507,15
"1154",153754509,60
"1155",153754511,65
"1156",153754516,45
"1157",153754520,35
"1158",153754659,5
"1159",153754666,55
"1160",153754669,60
"1161",153754675,55
"1162",153754679,5
"1163",153754683,5
"1164",153754687,10
"1165",153754699,5
"1166",153754702,5
"1167",153754703,5
"1168",153754730,55
"1169",153754732,5
"1170",153754733,45
"1171",153754735,5
"1172",153754736,10
"1173",153754738,50
"1174",153754739,50
"1175",153754742,45
"1176",153754752,45
"1177",153754755,20
"1178",153754758,5
"1179",153754759,5
"1180",153754771,5
"1181",153754784,5
"1182",153754792,15
"1183",153754796,15
"1184",153754900,5
"1185",153754913,5
"1186",153754936,5
"1187",153754937,35
"1188",153754938,50
"1189",153754943,5
"1190",153754945,5
"1191",153754947,5
"1192",153754971,55
"1193",153754973,325
"1194",153754987,5
"1195",153754991,5
"1196",153755017,5
"1197",153755018,5
"1198",153755032,5
"1199",153755035,10
"1200",153755048,10
"1201",153755056,10
"1202",153755060,10
"1203",153755123,5
"1204",153755138,5
"1205",153755141,5
"1206",153755147,5
"1207",153755149,5
"1208",153755151,5
"1209",153755160,5
"1210",153755162,5
"1211",153755173,10
"1212",153755183,10
"1213",153755186,20
"1214",153755189,10
"1215",153755191,10
"1216",153755196,20
"1217",153755201,5
"1218",153755206,15
"1219",153755209,15
"1220",153755210,10
"1221",153755211,15
"1222",153755228,10
"1223",153755253,10
"1224",153755262,10
"1225",153755266,10
"1226",153755274,10
"1227",153755290,10
"1228",153755293,5
"1229",153755298,5
"1230",153755300,5
"1231",153755304,5
"1232",153755305,5
"1233",153755312,5
"1234",153755319,5
"1235",153755320,5
"1236",153755332,5
"1237",153755334,5
"1238",153755339,5
"1239",153755360,5
"1240",153755363,5
"1241",153755373,5
"1242",153755385,15
"1243",153755386,530
"1244",153755387,65
"1245",153755390,655
"1246",153755391,5
"1247",153755392,125
"1248",153755393,75
"1249",153755394,75
"1250",153755395,3610
"1251",153755396,675
"1252",153755397,75
"1253",153755398,150
"1254",153755399,605
"1255",153755400,240
"1256",153755401,60
"1257",153755404,60
"1258",153755405,65
"1259",153755406,600
"1260",153755407,1115
"1261",153755408,3615
"1262",153755418,65
"1263",153755430,65
"1264",153755431,50
"1265",153755432,5
"1266",153755442,280
"1267",153755444,1030
"1268",153755445,2250
"1269",153755456,20
"1270",153755458,130
"1271",153755460,25
"1272",153755462,25
"1273",153755468,5
"1274",153755469,1120
"1275",153755470,1105
"1276",153755471,3610
"1277",153755472,5
"1278",153755473,50
"1279",153755474,5
"1280",153755475,5
"1281",153755476,10
"1282",153755477,55
"1283",153755478,65
"1284",153755479,5
"1285",153755480,3570
"1286",153755481,70
"1287",153755482,3750
"1288",153755483,55
"1289",153755486,70
"1290",153755488,55
"1291",153755489,3085
"1292",153755490,3785
"1293",153755491,1065
"1294",153755493,6100
"1295",153755494,4570
"1296",153755497,4515
"1297",153755498,20
"1298",153755500,60
"1299",153755501,20
"1300",153755502,10
"1301",153755503,10
"1302",153755516,10
"1303",153755521,15
"1304",153755522,5
"1305",153755524,5
"1306",153755525,5
"1307",153755527,10
"1308",153755528,10
"1309",153755533,10
"1310",153755545,5
"1311",153755547,5
"1312",153755548,5
"1313",153755575,5
"1314",153755578,5
"1315",153755585,5
"1316",153755587,10
"1317",153755592,5
"1318",153755594,5
"1319",153755595,10
"1320",153755601,5
"1321",153755602,5
"1322",153755603,10
"1323",153755604,15
"1324",153755620,5
"1325",153755660,5
"1326",153755661,15
"1327",153755663,15
"1328",153755666,10
"1329",153755672,5
"1330",153755673,5
"1331",153755678,5
"1332",153755679,5
"1333",153755680,5
"1334",153755681,5
"1335",153755765,5
"1336",153755769,5
"1337",153755771,5
"1338",153755792,5
"1339",153755797,10
"1340",153755798,650
"1341",153755799,25
"1342",153755816,645
"1343",153755817,650
"1344",153755818,655
"1345",153755823,655
"1346",153755832,10
"1347",153755835,15
"1348",153755839,15
"1349",153755842,25
"1350",153755843,25
"1351",153755844,20
"1352",153755845,45
"1353",153755847,20
"1354",153755848,5
"1355",153755849,25
"1356",153755850,40
"1357",153755851,30
"1358",153755852,30
"1359",153755868,30
"1360",153755885,325
"1361",153755888,245
"1362",153755889,130
"1363",153755891,205
"1364",153755893,315
"1365",153755895,245
"1366",153755896,245
"1367",153755899,5
"1368",153755905,40
"1369",153755906,40
"1370",153755907,40
"1371",153755909,5
"1372",153755911,40
"1373",153755914,30
"1374",153755917,655
"1375",153755918,655
"1376",153755920,650
"1377",153755925,675
"1378",153755927,650
"1379",153755929,3860
"1380",153755930,3850
"1381",153755931,45
"1382",153755933,2170
"1383",153755938,5
"1384",153755939,45
"1385",153755940,45
"1386",153755942,45
"1387",153755948,30
"1388",153755950,10
"1389",153755972,35
"1390",153755974,25
"1391",153755997,2390
"1392",153755998,1645
"1393",153755999,2395
"1394",153756020,735
"1395",153756022,870
"1396",153756023,880
"1397",153756052,35
"1398",153756157,105
"1399",153756159,5
"1400",153756166,10
"1401",153756170,100
"1402",153756173,5
"1403",153756182,5
"1404",153756183,5
"1405",153756185,5
"1406",153756188,5
"1407",153756189,10
"1408",153756226,20
"1409",153756249,5
"1410",153756251,5
"1411",153756261,5
"1412",153756284,5
"1413",153756296,35
"1414",153756318,20
"1415",153756328,15
"1416",153756330,15
"1417",153756357,55
"1418",153756369,15
"1419",153756371,15
"1420",153756373,15
"1421",153756375,10
"1422",153756376,5
"1423",153756476,30
"1424",153756489,30
"1425",153756498,5
"1426",153756502,30
"1427",153756512,10
"1428",153756515,10
"1429",153756517,35
"1430",153756583,5
"1431",153756586,5
"1432",153756701,60
"1433",153756719,10
"1434",153756761,10
"1435",153756763,15
"1436",153756764,20
"1437",153756768,25
"1438",153756770,825
"1439",153756774,670
"1440",153756775,5
"1441",153756783,695
"1442",153756790,95
"1443",153756799,10
"1444",153756801,65
"1445",153756802,65
"1446",153756806,65
"1447",153756807,55
"1448",153756808,65
"1449",153756874,5
"1450",153756892,5
"1451",153756895,5
"1452",153756897,5
"1453",153756898,5
"1454",153756903,5
"1455",153756907,5
"1456",153756930,10
"1457",153756931,15
"1458",153756947,15
"1459",153756949,15
"1460",153756952,15
"1461",153756983,15
"1462",153756984,15
"1463",153756988,15
"1464",153757030,15
"1465",153757033,20
"1466",153757058,975
"1467",153757059,30
"1468",153757071,80
"1469",153757072,50
"1470",153757073,5
"1471",153757074,75
"1472",153757075,80
"1473",153757077,80
