"","edgeuid","median_average_speed"
"22391",153684416,1.23
"22392",153684417,0.39
"22393",153684418,0.56
"22394",153684419,2.12
"22395",153684424,2.61
"22396",153684425,1.315
"22397",153684427,1.185
"22398",153684428,1.505
"22399",153684429,1.235
"22400",153684430,1.35
"22401",153684431,1.45
"22402",153684433,2.37
"22403",153684434,1.59
"22404",153684435,2.54
"22405",153684436,1.415
"22406",153684437,1.4
"22407",153684440,1.325
"22408",153684448,1.305
"22409",153684449,1.385
"22410",153684451,1.07
"22411",153684452,0.75
"22412",153684453,1.385
"22413",153684454,1.355
"22414",153684456,1.42
"22415",153684457,1.385
"22416",153684461,1.44
"22417",153684463,1.435
"22418",153684469,1.545
"22419",153684471,1.38
"22420",153684474,1.32
"22421",153684480,1.46
"22422",153684482,1.49
"22423",153684483,1.29
"22424",153684495,1.41
"22425",153684497,1.4
"22426",153684498,1.725
"22427",153684527,1.46
"22428",153684528,1.755
"22429",153684529,0.65
"22430",153684530,1.305
"22431",153684531,1.28
"22432",153684532,1.31
"22433",153684533,1.37
"22434",153684535,1.4
"22435",153684537,1.31
"22436",153684538,0.94
"22437",153684545,1.26
"22438",153684547,0.72
"22439",153684548,1.07
"22440",153684549,1.15
"22441",153684550,1.13
"22442",153684551,0.96
"22443",153684552,0.61
"22444",153684553,1.08
"22445",153684554,1.04
"22446",153684555,0.99
"22447",153684556,0.61
"22448",153684557,1.055
"22449",153684558,1.595
"22450",153684559,0
"22451",153684560,0.945
"22452",153684561,0.88
"22453",153684562,1.16
"22454",153684563,1.25
"22455",153684565,1.165
"22456",153684566,1.45
"22457",153684567,0.855
"22458",153684568,1.43
"22459",153684569,1.295
"22460",153684570,0.765
"22461",153684571,1.585
"22462",153684575,1.86
"22463",153684576,1.52
"22464",153684578,1.62
"22465",153684579,1.6
"22466",153684582,1.83
"22467",153684583,1.24
"22468",153684585,1.33
"22469",153684591,1.38
"22470",153684592,1.4
"22471",153684594,2.855
"22472",153684596,2.04
"22473",153684597,2.29
"22474",153684598,2.05
"22475",153684599,1.495
"22476",153684600,1.86
"22477",153684601,1.38
"22478",153684604,0.97
"22479",153684605,1.125
"22480",153684611,1.34
"22481",153684623,1.84
"22482",153684624,2.44
"22483",153684625,0.92
"22484",153684626,1.355
"22485",153684628,1.41
"22486",153684629,2.855
"22487",153684630,2.905
"22488",153684633,1.28
"22489",153684634,2.31
"22490",153684635,1
"22491",153684636,1.48
"22492",153684637,0.855
"22493",153684638,0.87
"22494",153684639,0.8
"22495",153684641,2.565
"22496",153684642,0.88
"22497",153684643,1.72
"22498",153684644,1.195
"22499",153684645,1.325
"22500",153684646,0.72
"22501",153684647,0.89
"22502",153684648,1.32
"22503",153684649,1.16
"22504",153684650,1.06
"22505",153684653,1.2
"22506",153684654,1.335
"22507",153684655,1.07
"22508",153684656,1.185
"22509",153684657,1.415
"22510",153684658,1.175
"22511",153684663,1.95
"22512",153684666,0.82
"22513",153684667,1.215
"22514",153684668,1.11
"22515",153684669,1.17
"22516",153684670,1.38
"22517",153684672,1.29
"22518",153684674,1.335
"22519",153684676,2.55
"22520",153684677,2.615
"22521",153684680,3.67
"22522",153684681,3.27
"22523",153684683,3.37
"22524",153684684,3.53
"22525",153684687,1.37
"22526",153684688,2.68
"22527",153684689,2.655
"22528",153684691,2.67
"22529",153684692,3.01
"22530",153684693,0.635
"22531",153684695,1.47
"22532",153684696,2.74
"22533",153684697,3.07
"22534",153684726,2.22
"22535",153684727,4.06
"22536",153684728,3.61
"22537",153684731,4.245
"22538",153684745,3.41
"22539",153684747,1.79
"22540",153684748,4.27
"22541",153684750,1.29
"22542",153684753,1.03
"22543",153684814,1.47
"22544",153684815,0.8
"22545",153684817,1.27
"22546",153684818,1.34
"22547",153684828,1.325
"22548",153684829,1.385
"22549",153684830,1.375
"22550",153684843,1.34
"22551",153684846,1.45
"22552",153684847,1.615
"22553",153684848,1.415
"22554",153684851,1.48
"22555",153684856,1.465
"22556",153684857,1.53
"22557",153684859,1.33
"22558",153684863,1.86
"22559",153684881,1.37
"22560",153684896,1.14
"22561",153684901,1.76
"22562",153684902,2.49
"22563",153684903,0.935
"22564",153684904,1.88
"22565",153684913,1.345
"22566",153684917,1.28
"22567",153684919,1.065
"22568",153684920,1.325
"22569",153684923,1.63
"22570",153684924,1.2
"22571",153684926,1.74
"22572",153684928,1.91
"22573",153684929,1.6
"22574",153684950,1.275
"22575",153684978,1.335
"22576",153684980,0.65
"22577",153684981,0.17
"22578",153684991,0.94
"22579",153684993,0.675
"22580",153684994,0
"22581",153684995,3.915
"22582",153684996,0.41
"22583",153684997,0.605
"22584",153684998,0.41
"22585",153685003,1.52
"22586",153685004,1.37
"22587",153685006,3.065
"22588",153685007,3.6
"22589",153685009,3.06
"22590",153685012,3.415
"22591",153685014,3.075
"22592",153685017,3.425
"22593",153685018,3.395
"22594",153685020,3.335
"22595",153685022,3.32
"22596",153685023,3.15
"22597",153685025,3.08
"22598",153685033,8.935
"22599",153685034,0.66
"22600",153685037,1.92
"22601",153685043,1.31
"22602",153685044,0.99
"22603",153685057,1.96
"22604",153685062,1.93
"22605",153685063,2.03
"22606",153685069,1.88
"22607",153685073,2.03
"22608",153685075,2
"22609",153685078,0
"22610",153685081,3.16
"22611",153685083,9.92
"22612",153685084,4.43
"22613",153685085,1.1
"22614",153685086,3.31
"22615",153685087,2.38
"22616",153685089,0.75
"22617",153685090,1.21
"22618",153685091,0.49
"22619",153685092,4.44
"22620",153685093,3.55
"22621",153685103,3.91
"22622",153685104,3.92
"22623",153685106,3.6
"22624",153685109,2.96
"22625",153685110,3.82
"22626",153685111,2.16
"22627",153685112,2.13
"22628",153685116,3.585
"22629",153685118,3.305
"22630",153685120,3.13
"22631",153685121,1.33
"22632",153685122,2.01
"22633",153685123,2
"22634",153685124,3.21
"22635",153685125,1.05
"22636",153685126,5.01
"22637",153685127,3.55
"22638",153685128,3.17
"22639",153685129,2.33
"22640",153685130,11.92
"22641",153685133,1.71
"22642",153685145,2.65
"22643",153685148,2.97
"22644",153685149,2.91
"22645",153685150,3.16
"22646",153685152,2.3
"22647",153685155,3.3
"22648",153685158,3.09
"22649",153685159,3.1
"22650",153685163,3.22
"22651",153685164,3.06
"22652",153685167,3.13
"22653",153685178,0.67
"22654",153685180,0.3
"22655",153685181,1.045
"22656",153685197,0.55
"22657",153685198,0.625
"22658",153685200,0.75
"22659",153685201,1.08
"22660",153685202,0.73
"22661",153685203,1.37
"22662",153685204,0.625
"22663",153685205,0.415
"22664",153685206,0.29
"22665",153685207,0.015
"22666",153685208,0.86
"22667",153685209,0.26
"22668",153685210,0.69
"22669",153685211,0.39
"22670",153685212,0.88
"22671",153685213,0.65
"22672",153685214,0.82
"22673",153685215,0.64
"22674",153685216,1.45
"22675",153685217,0.72
"22676",153685218,0.86
"22677",153685219,0.82
"22678",153685220,1.045
"22679",153685221,0.76
"22680",153685222,1.285
"22681",153685223,0.57
"22682",153685225,1.29
"22683",153685226,1.185
"22684",153685228,0.88
"22685",153685229,1.06
"22686",153685230,1.21
"22687",153685231,0.635
"22688",153685232,0.38
"22689",153685233,1.2
"22690",153685234,1.33
"22691",153685235,1.7225
"22692",153685236,1.62
"22693",153685237,1.4675
"22694",153685238,2.1425
"22695",153685239,0.92
"22696",153685240,1.825
"22697",153685241,0.955
"22698",153685242,1.0425
"22699",153685243,4.36
"22700",153685244,0.895
"22701",153685245,0.73
"22702",153685247,0.66
"22703",153685248,1.64
"22704",153685250,0.755
"22705",153685251,1.16
"22706",153685252,1.79
"22707",153685254,2.03
"22708",153685255,1.785
"22709",153685256,0.795
"22710",153685258,0.85
"22711",153685259,1.215
"22712",153685260,1.1
"22713",153685261,1.48
"22714",153685262,0.72
"22715",153685263,0.88
"22716",153685264,0.68
"22717",153685265,1.22
"22718",153685266,0.92
"22719",153685272,1.285
"22720",153685273,0.7
"22721",153685274,0.2925
"22722",153685276,13.7
"22723",153685277,0.5
"22724",153685278,1.155
"22725",153685279,0.86
"22726",153685280,1.09
"22727",153685282,2.1
"22728",153685283,0.875
"22729",153685284,0.91
"22730",153685285,0.91
"22731",153685286,0.96
"22732",153685287,0.79
"22733",153685288,0.795
"22734",153685289,0.58
"22735",153685290,1.075
"22736",153685291,1
"22737",153685292,2.02
"22738",153685295,0.97
"22739",153685300,0.07
"22740",153685302,1.4
"22741",153685303,1.94
"22742",153685308,0.96
"22743",153685310,1.94
"22744",153685314,31.27
"22745",153685316,0.705
"22746",153685318,2.32
"22747",153685321,0.02
"22748",153685322,2.5
"22749",153685333,0.64
"22750",153685334,1.69
"22751",153685336,1.83
"22752",153685366,14.74
"22753",153685367,0.56
"22754",153685370,1.64
"22755",153685371,1.25
"22756",153685389,1.49
"22757",153685390,2.23
"22758",153685392,2.73
"22759",153685394,2.21
"22760",153685396,0.17
"22761",153685397,1.34
"22762",153685399,0.885
"22763",153685400,1.37
"22764",153685401,1.05
"22765",153685402,0.98
"22766",153685404,0.985
"22767",153685405,1.21
"22768",153685413,0.955
"22769",153685414,0.5
"22770",153685415,1.09
"22771",153685416,1.29
"22772",153685419,2.24
"22773",153685420,0.99
"22774",153685423,1.08
"22775",153685424,1.29
"22776",153685427,1.41
"22777",153685430,0.93
"22778",153685432,0.86
"22779",153685433,0.68
"22780",153685434,0.75
"22781",153685435,0.4
"22782",153685436,0.37
"22783",153685437,0.64
"22784",153685438,1.21
"22785",153685439,0.585
"22786",153685441,0.825
"22787",153685442,0.55
"22788",153685443,0.7
"22789",153685444,0.34
"22790",153685445,0.875
"22791",153685446,1.05
"22792",153685447,0.775
"22793",153685449,1.48
"22794",153685451,5.35
"22795",153685452,1.62
"22796",153685456,0
"22797",153685459,1.43
"22798",153685463,0.68
"22799",153685472,0.11
"22800",153685474,0.76
"22801",153685475,0.49
"22802",153685476,0
"22803",153685479,0.68
"22804",153685482,0.96
"22805",153685484,0.9
"22806",153685486,0.65
"22807",153685488,0.14
"22808",153685501,0.81
"22809",153685503,1.09
"22810",153685510,7.68
"22811",153685511,2.89
"22812",153685512,2.59
"22813",153685515,0.5
"22814",153685516,0.49
"22815",153685517,0.54
"22816",153685518,0.69
"22817",153685519,0.45
"22818",153685523,1.49
"22819",153685524,1.41
"22820",153685526,1.29
"22821",153685527,1.305
"22822",153685530,1.275
"22823",153685533,0.88
"22824",153685534,1.31
"22825",153685540,1.5
"22826",153685542,1.07
"22827",153685544,1.3
"22828",153685545,2.26
"22829",153685551,1.15
"22830",153685552,1.63
"22831",153685559,0.37
"22832",153685560,1.255
"22833",153685562,0.52
"22834",153685565,1.8
"22835",153685567,0.29
"22836",153685568,3.61
"22837",153685569,2.38
"22838",153685573,0.935
"22839",153685574,0.21
"22840",153685599,0.66
"22841",153685600,0.915
"22842",153685603,0.26
"22843",153685604,1.2
"22844",153685605,0.995
"22845",153685607,1.35
"22846",153685609,0.57
"22847",153685610,0.53
"22848",153685611,0.585
"22849",153685613,0.875
"22850",153685615,0.77
"22851",153685616,0.91
"22852",153685617,0.805
"22853",153685630,0.82
"22854",153685639,4.17
"22855",153685640,3.42
"22856",153685641,4.03
"22857",153685642,3.86
"22858",153685662,3.68
"22859",153685672,4.45
"22860",153685673,3.2
"22861",153685675,4.2
"22862",153685677,3.93
"22863",153685679,2.79
"22864",153685680,1.825
"22865",153685682,1.575
"22866",153685683,1.755
"22867",153685686,0.865
"22868",153685687,1.205
"22869",153685688,0.08
"22870",153685689,0.88
"22871",153685692,1.39
"22872",153685694,1.745
"22873",153685695,3.065
"22874",153685697,1.43
"22875",153685698,2.585
"22876",153685699,0.99
"22877",153685700,1.355
"22878",153685701,2.075
"22879",153685702,1.02
"22880",153685706,1.155
"22881",153685708,1.24
"22882",153685712,0.325
"22883",153685713,1.12
"22884",153685714,0.245
"22885",153685715,0.915
"22886",153685717,0.385
"22887",153685718,0.36
"22888",153685719,0.465
"22889",153685720,0.395
"22890",153685721,1.045
"22891",153685748,1.15
"22892",153685749,1.025
"22893",153685751,1.155
"22894",153685755,0.87
"22895",153685757,0.78
"22896",153685759,0.92
"22897",153685760,1.12
"22898",153685762,1.05
"22899",153685763,0.66
"22900",153685765,0.505
"22901",153685766,0.47
"22902",153685767,0.835
"22903",153685769,0.93
"22904",153685771,0.595
"22905",153685772,0.76
"22906",153685774,0.93
"22907",153685781,3.64
"22908",153685783,3.4
"22909",153685785,1.005
"22910",153685787,8.345
"22911",153685789,0.45
"22912",153685790,3.535
"22913",153685794,3.76
"22914",153685795,0.25
"22915",153685796,62.145
"22916",153685797,0.665
"22917",153685798,0.9
"22918",153685800,0.89
"22919",153685802,2.225
"22920",153685804,3.455
"22921",153685805,3.685
"22922",153685806,0.705
"22923",153685807,0.195
"22924",153685808,0.43
"22925",153685809,0.59
"22926",153685812,0.47
"22927",153685813,0.22
"22928",153685814,0.195
"22929",153685815,3.88
"22930",153685816,0.37
"22931",153685817,0.145
"22932",153685818,0.125
"22933",153685820,1.72
"22934",153685838,0.975
"22935",153685839,1.71
"22936",153685840,0.72
"22937",153685841,1.24
"22938",153685842,2.93
"22939",153685843,0.04
"22940",153685845,1.45
"22941",153685847,0.87
"22942",153685848,0.88
"22943",153685849,0.61
"22944",153685850,0.37
"22945",153685851,1.13
"22946",153685852,1.09
"22947",153685853,0.8
"22948",153685858,0.41
"22949",153685861,0.49
"22950",153685863,0.25
"22951",153685865,0.66
"22952",153685866,0.73
"22953",153685867,0.61
"22954",153685869,0.12
"22955",153685870,0.79
"22956",153685874,0.51
"22957",153685888,0.655
"22958",153685889,0.88
"22959",153685890,0.46
"22960",153685891,1.095
"22961",153685893,0.74
"22962",153685919,0.395
"22963",153685925,1.32
"22964",153685926,1.05
"22965",153685929,1.29
"22966",153685932,1.32
"22967",153685935,1.33
"22968",153685937,1.33
"22969",153685944,0.64
"22970",153685945,0.35
"22971",153685951,0.875
"22972",153685955,1.15
"22973",153685956,1.025
"22974",153685960,0.6
"22975",153685963,0.86
"22976",153685964,0.4
"22977",153685965,0.47
"22978",153685966,1
"22979",153685970,0.83
"22980",153685971,0.98
"22981",153685972,0.795
"22982",153685973,0.72
"22983",153685975,0.82
"22984",153685976,0.185
"22985",153685979,0.82
"22986",153685981,0.53
"22987",153685994,0.96
"22988",153685995,0.63
"22989",153685997,1.345
"22990",153685998,0.99
"22991",153686001,0.45
"22992",153686004,0.635
"22993",153686005,0.5
"22994",153686007,1.28
"22995",153686008,1.07
"22996",153686016,1.13
"22997",153686019,1.31
"22998",153686021,0.86
"22999",153686022,1.39
"23000",153686023,1.19
"23001",153686024,1.17
"23002",153686025,0.27
"23003",153686026,0.74
"23004",153686027,0.805
"23005",153686028,0.94
"23006",153686029,0.72
"23007",153686030,0.77
"23008",153686035,1.09
"23009",153686036,0.955
"23010",153686038,1
"23011",153686040,0.93
"23012",153686042,0.525
"23013",153686043,1
"23014",153686044,0.81
"23015",153686046,0.75
"23016",153686048,2.19
"23017",153686051,1.06
"23018",153686078,0.625
"23019",153686091,1.47
"23020",153686092,0.97
"23021",153686093,0.66
"23022",153686095,0.68
"23023",153686098,0.06
"23024",153686099,0.365
"23025",153686100,3.91
"23026",153686101,0.68
"23027",153686103,0.3
"23028",153686108,1.31
"23029",153686112,0.66
"23030",153686113,0.64
"23031",153686114,0.53
"23032",153686115,0.98
"23033",153686116,0.8
"23034",153686121,0.9
"23035",153686123,0.49
"23036",153686124,0.555
"23037",153686127,0.08
"23038",153686128,0.555
"23039",153686135,0.765
"23040",153686138,0.8
"23041",153686139,0.865
"23042",153686142,0.145
"23043",153686143,0.67
"23044",153686144,1.08
"23045",153686145,0.635
"23046",153686149,1.23
"23047",153686151,0.76
"23048",153686152,0.71
"23049",153686154,0.73
"23050",153686155,0.85
"23051",153686160,0.84
"23052",153686161,0.12
"23053",153686162,0.55
"23054",153686164,2.685
"23055",153686165,3.14
"23056",153686169,3.035
"23057",153686182,1.49
"23058",153686198,1
"23059",153686203,0.86
"23060",153686205,1.28
"23061",153686227,1.275
"23062",153686236,1.315
"23063",153686238,1.3
"23064",153686239,1.54
"23065",153686241,1.43
"23066",153686242,1.48
"23067",153686243,1.44
"23068",153686244,1.39
"23069",153686245,1.6
"23070",153686248,1.45
"23071",153686249,1.36
"23072",153686251,0.815
"23073",153686253,0.62
"23074",153686255,0.99
"23075",153686256,1.345
"23076",153686257,1.235
"23077",153686258,0.905
"23078",153686259,1.385
"23079",153686261,1.32
"23080",153686262,1.24
"23081",153686264,1.03
"23082",153686265,1.07
"23083",153686267,1.18
"23084",153686268,1.25
"23085",153686270,1.1
"23086",153686277,1.4
"23087",153686280,0.26
"23088",153686281,1.34
"23089",153686283,1.31
"23090",153686284,1.445
"23091",153686285,1.35
"23092",153686286,0.995
"23093",153686293,1.445
"23094",153686310,1.445
"23095",153686312,1.41
"23096",153686329,1.47
"23097",153686330,1.45
"23098",153686331,1.405
"23099",153686333,4.37
"23100",153686335,1.525
"23101",153686336,1.24
"23102",153686338,1.335
"23103",153686342,1.235
"23104",153686343,1.245
"23105",153686344,1.23
"23106",153686347,1.2
"23107",153686392,0.75
"23108",153686397,1.36
"23109",153686399,1.38
"23110",153686400,0.91
"23111",153686403,0.33
"23112",153686409,0.43
"23113",153686410,0.22
"23114",153686412,1.12
"23115",153686413,1.255
"23116",153686416,1.16
"23117",153686417,1.145
"23118",153686418,1.36
"23119",153686419,1.3
"23120",153686420,1.37
"23121",153686422,0.64
"23122",153686423,0.86
"23123",153686424,1.055
"23124",153686426,1.19
"23125",153686428,1.105
"23126",153686431,0.94
"23127",153686432,0.72
"23128",153686433,1.14
"23129",153686435,0.62
"23130",153686436,0.925
"23131",153686438,0.86
"23132",153686439,0.855
"23133",153686440,0.5
"23134",153686441,0.835
"23135",153686443,0.71
"23136",153686444,0.735
"23137",153686445,1.045
"23138",153686446,0.13
"23139",153686447,0.535
"23140",153686448,0.74
"23141",153686450,1.56
"23142",153686453,1.13
"23143",153686454,1.27
"23144",153686455,1.32
"23145",153686460,1.37
"23146",153686463,0
"23147",153686466,0.81
"23148",153686467,1.295
"23149",153686468,1.2025
"23150",153686469,1.4
"23151",153686470,0.905
"23152",153686471,0.65
"23153",153686472,1.2
"23154",153686473,1.2
"23155",153686474,1.09
"23156",153686475,0.745
"23157",153686476,1.06
"23158",153686478,0.905
"23159",153686479,0.745
"23160",153686480,0.495
"23161",153686482,1.03
"23162",153686489,1.18
"23163",153686491,1.56
"23164",153686495,1.9
"23165",153686496,0.4
"23166",153686500,1.36
"23167",153686507,1.28
"23168",153686508,1.495
"23169",153686509,1.235
"23170",153686512,0.375
"23171",153686513,0.9
"23172",153686520,1.335
"23173",153686521,1.28
"23174",153686522,0.92
"23175",153686524,0.05
"23176",153686533,0.73
"23177",153686534,0.68
"23178",153686536,0.53
"23179",153686540,1.33
"23180",153686543,0.42
"23181",153686556,1.36
"23182",153686591,1.26
"23183",153686595,0.7175
"23184",153686596,0.1775
"23185",153686597,0.62
"23186",153686602,1.56
"23187",153686603,1.19
"23188",153686604,1.36
"23189",153686607,0.62
"23190",153686608,0.54
"23191",153686612,0.77
"23192",153686615,0.35
"23193",153686623,1.14
"23194",153686626,0.95
"23195",153686627,1.34
"23196",153686631,2.11
"23197",153686633,0.04
"23198",153686634,15.31
"23199",153686636,1.39
"23200",153686637,1.63
"23201",153686644,1.86
"23202",153686645,1.04
"23203",153686656,0
"23204",153686665,0.32
"23205",153686666,0.35
"23206",153686669,3.75
"23207",153686672,0.34
"23208",153686674,3.71
"23209",153686676,3.495
"23210",153686677,3.36
"23211",153686679,3.37
"23212",153686682,3.745
"23213",153686683,4.21
"23214",153686684,3.77
"23215",153686685,3.44
"23216",153686687,3.46
"23217",153686688,3.36
"23218",153686693,3.48
"23219",153686695,3.52
"23220",153686696,3.595
"23221",153686706,3.36
"23222",153686710,1.25
"23223",153686711,3.52
"23224",153686712,3.57
"23225",153686714,3.765
"23226",153686727,3.28
"23227",153686731,3.56
"23228",153686732,3.41
"23229",153686735,3.24
"23230",153686736,2.545
"23231",153686738,0
"23232",153686740,2.46
"23233",153686741,2.41
"23234",153686748,2.5
"23235",153686756,3.595
"23236",153686757,2.16
"23237",153686758,3.56
"23238",153686760,2.305
"23239",153686762,1.79
"23240",153686765,2.455
"23241",153686766,2.375
"23242",153686768,0
"23243",153686835,2.4
"23244",153686836,2.16
"23245",153686837,3.62
"23246",153686839,2.395
"23247",153686840,2.235
"23248",153686841,1.35
"23249",153686846,1.39
"23250",153686850,2.35
"23251",153686852,2.49
"23252",153686854,2.39
"23253",153686861,3.49
"23254",153686862,3.425
"23255",153686868,1.64
"23256",153686870,1.78
"23257",153686871,1.66
"23258",153686874,1.615
"23259",153686876,1.985
"23260",153686877,1.87
"23261",153686878,2.335
"23262",153686880,1.31
"23263",153686882,0.13
"23264",153686883,0.56
"23265",153686884,1.66
"23266",153686885,1.69
"23267",153686888,1.92
"23268",153686889,1.94
"23269",153686893,0.645
"23270",153686903,0
"23271",153686904,0
"23272",153686905,1.4775
"23273",153686907,0
"23274",153686909,1.4025
"23275",153686911,0
"23276",153686912,1.42
"23277",153686916,2.445
"23278",153686917,0
"23279",153686920,2.505
"23280",153686922,2.42
"23281",153686924,2.595
"23282",153686925,2.55
"23283",153686930,2.47
"23284",153686931,2.59
"23285",153686934,2.295
"23286",153686935,2.395
"23287",153686936,1.32
"23288",153686938,1.36
"23289",153686939,1.47
"23290",153686941,1.45
"23291",153686949,0
"23292",153686952,0
"23293",153686953,1.385
"23294",153686955,2.06
"23295",153686957,1.73
"23296",153686958,1.45
"23297",153686959,1.7275
"23298",153686968,1.5
"23299",153686969,1.405
"23300",153686983,1.405
"23301",153686986,1.455
"23302",153686988,1.46
"23303",153686993,1.55
"23304",153686997,1.455
"23305",153686999,1.47
"23306",153687007,0
"23307",153687009,1.63
"23308",153687011,1.55
"23309",153687021,2.245
"23310",153687022,2.87
"23311",153687023,1.45
"23312",153687024,1.2
"23313",153687025,0
"23314",153687027,1.72
"23315",153687034,0
"23316",153687036,0
"23317",153687039,0
"23318",153687043,1.44
"23319",153687045,1.42
"23320",153687046,1.63
"23321",153687050,1.38
"23322",153687051,1.52
"23323",153687052,1.53
"23324",153687060,1.43
"23325",153687064,1.455
"23326",153687065,1.29
"23327",153687067,1.39
"23328",153687069,0
"23329",153687070,0
"23330",153687072,1.45
"23331",153687073,1.595
"23332",153687074,1.445
"23333",153687075,1.475
"23334",153687076,1.605
"23335",153687081,1.4
"23336",153687086,0
"23337",153687146,0
"23338",153687149,0
"23339",153687155,0
"23340",153687164,0
"23341",153687165,0
"23342",153687169,0.93
"23343",153687170,0.69
"23344",153687172,0.9
"23345",153687182,2.09
"23346",153687187,3.25
"23347",153687189,3.035
"23348",153687191,2.69
"23349",153687193,2.58
"23350",153687194,1.69
"23351",153687196,2.93
"23352",153687197,3.125
"23353",153687200,3.57
"23354",153687202,0
"23355",153687203,0
"23356",153687205,0
"23357",153687206,0
"23358",153687207,0.755
"23359",153687211,3.355
"23360",153687212,3.385
"23361",153687214,3.235
"23362",153687216,3
"23363",153687230,7.095
"23364",153687231,1.265
"23365",153687232,0
"23366",153687233,0
"23367",153687234,2.545
"23368",153687235,2.995
"23369",153687240,0
"23370",153687241,0
"23371",153687242,0.14
"23372",153687243,0
"23373",153687244,0
"23374",153687245,0
"23375",153687246,0
"23376",153687247,1.205
"23377",153687255,3.1
"23378",153687260,2.59
"23379",153687265,2.575
"23380",153687266,2.275
"23381",153687274,1.475
"23382",153687275,1.36
"23383",153687276,1.445
"23384",153687283,1.36
"23385",153687286,1.4
"23386",153687288,2.885
"23387",153687290,0.24
"23388",153687292,2.64
"23389",153687295,1.22
"23390",153687296,1.365
"23391",153687298,1.335
"23392",153687311,3.32
"23393",153687314,3.39
"23394",153687315,3.48
"23395",153687316,3.3
"23396",153687319,3.23
"23397",153687321,3.06
"23398",153687322,3.225
"23399",153687325,3.42
"23400",153687327,3.28
"23401",153687328,3.43
"23402",153687337,0
"23403",153687345,3.18
"23404",153687346,3.4
"23405",153687349,2.7
"23406",153687352,2.48
"23407",153687353,0.88
"23408",153687354,16.63
"23409",153687355,3.09
"23410",153687361,0
"23411",153687362,0
"23412",153687363,0.63
"23413",153687365,0.68
"23414",153687366,1.32
"23415",153687374,0
"23416",153687375,0
"23417",153687376,0
"23418",153687400,0.07
"23419",153687401,0.76
"23420",153687408,0.13
"23421",153687411,1.24
"23422",153687412,1.27
"23423",153687416,1.35
"23424",153687429,0.11
"23425",153687431,1.82
"23426",153687433,1.32
"23427",153687434,0.35
"23428",153687435,2.52
"23429",153687437,0.61
"23430",153687438,0
"23431",153687439,0
"23432",153687440,0.585
"23433",153687441,0.595
"23434",153687444,0.395
"23435",153687445,0.57
"23436",153687453,0
"23437",153687455,0
"23438",153687456,0
"23439",153687457,0
"23440",153687458,0
"23441",153687459,0
"23442",153687460,0
"23443",153687462,0.395
"23444",153687463,0
"23445",153687464,0.535
"23446",153687466,1.02
"23447",153687467,0
"23448",153687468,0.22
"23449",153687475,0
"23450",153687478,0
"23451",153687479,0
"23452",153687480,0
"23453",153687481,0
"23454",153687482,0
"23455",153687498,1.28
"23456",153687499,1.38
"23457",153687506,0
"23458",153687507,0.44
"23459",153687508,1.95
"23460",153687562,0.55
"23461",153687565,0.73
"23462",153687566,1.05
"23463",153687568,0.84
"23464",153687569,0.76
"23465",153687570,0.43
"23466",153687571,0
"23467",153687572,1.115
"23468",153687573,0.54
"23469",153687574,0.39
"23470",153687575,0.65
"23471",153687576,1.08
"23472",153687577,0.83
"23473",153687578,0.775
"23474",153687579,0.12
"23475",153687580,0.025
"23476",153687581,0.955
"23477",153687583,1.12
"23478",153687585,0.66
"23479",153687587,1.26
"23480",153687590,1.13
"23481",153687591,1.79
"23482",153687592,0
"23483",153687597,2.985
"23484",153687598,0.065
"23485",153687599,0.7
"23486",153687600,1.01
"23487",153687601,0.93
"23488",153687602,1.1
"23489",153687603,1.12
"23490",153687605,0.7
"23491",153687606,1.21
"23492",153687607,0.83
"23493",153687608,1.045
"23494",153687609,1.05
"23495",153687610,0.985
"23496",153687611,0.725
"23497",153687615,1.215
"23498",153687616,1.215
"23499",153687618,0.85
"23500",153687624,1
"23501",153687628,2.13
"23502",153687629,1.57
"23503",153687630,1.71
"23504",153687631,0
"23505",153687635,1.32
"23506",153687639,0.325
"23507",153687642,0.87
"23508",153687643,0.85
"23509",153687645,0.05
"23510",153687650,1.19
"23511",153687651,1.28
"23512",153687652,3.1
"23513",153687654,2.16
"23514",153687657,1.12
"23515",153687658,2.36
"23516",153687661,2.12
"23517",153687668,0.945
"23518",153687671,0.42
"23519",153687672,10.145
"23520",153687676,0.62
"23521",153687677,1.38
"23522",153687681,6
"23523",153687682,1.99
"23524",153687683,1.98
"23525",153687684,0.14
"23526",153687685,0.46
"23527",153687686,0.39
"23528",153687687,0.71
"23529",153687688,0.46
"23530",153687689,0.475
"23531",153687691,0.92
"23532",153687693,1
"23533",153687694,0.94
"23534",153687696,0.81
"23535",153687697,0.985
"23536",153687699,0.34
"23537",153687702,0.82
"23538",153687704,0.86
"23539",153687705,0.77
"23540",153687706,0.85
"23541",153687707,0.5375
"23542",153687708,1.165
"23543",153687710,0.89
"23544",153687711,1.2
"23545",153687712,1.02
"23546",153687713,0.43
"23547",153687714,1.035
"23548",153687715,0.87
"23549",153687716,1.105
"23550",153687717,1.275
"23551",153687718,1.12
"23552",153687719,0.61
"23553",153687720,0.71
"23554",153687721,0.37
"23555",153687722,0.725
"23556",153687723,0.72
"23557",153687724,0.99
"23558",153687727,0.5675
"23559",153687730,0.975
"23560",153687731,0.33
"23561",153687732,0.7
"23562",153687733,0.25
"23563",153687734,0.27
"23564",153687735,0.485
"23565",153687736,1.02
"23566",153687737,1.3
"23567",153687738,0.92
