"","edgeuid","median_average_speed"
"30323",153712410,0.92
"30324",153712411,1.37
"30325",153712412,1.26
"30326",153712413,1.245
"30327",153712414,1.11
"30328",153712415,0.37
"30329",153712416,1.34
"30330",153712417,1.9
"30331",153712418,1.21
"30332",153712419,0.055
"30333",153712420,1.16
"30334",153712421,0.925
"30335",153712422,0.905
"30336",153712423,1.265
"30337",153712424,1.16
"30338",153712425,1.22
"30339",153712426,0.985
"30340",153712427,1.075
"30341",153712428,1.59
"30342",153712429,1.11
"30343",153712430,0.995
"30344",153712431,0.73
"30345",153712432,1.05
"30346",153712433,1.585
"30347",153712434,0.33
"30348",153712437,1.47
"30349",153712438,0
"30350",153712439,0
"30351",153712440,0
"30352",153712441,0
"30353",153712442,0
"30354",153712443,1.45
"30355",153712444,1.145
"30356",153712445,1.88
"30357",153712446,1.5
"30358",153712447,1.28
"30359",153712448,1.355
"30360",153712449,0.63
"30361",153712450,1.83
"30362",153712452,2.02
"30363",153712453,1.1
"30364",153712454,1.38
"30365",153712455,2.325
"30366",153712457,3.145
"30367",153712459,1.325
"30368",153712462,2.43
"30369",153712465,1.895
"30370",153712467,2.58
"30371",153712468,2.5
"30372",153712470,2.93
"30373",153712472,1.12
"30374",153712475,2.56
"30375",153712476,1.26
"30376",153712479,1.19
"30377",153712480,1.74
"30378",153712481,1.93
"30379",153712482,1.16
"30380",153712483,2.52
"30381",153712484,1.165
"30382",153712488,1.08
"30383",153712490,2.72
"30384",153712493,0.5
"30385",153712494,1.48
"30386",153712496,0.45
"30387",153712497,0.8
"30388",153712498,0.84
"30389",153712502,1.31
"30390",153712503,0.62
"30391",153712506,0.91
"30392",153712507,1.34
"30393",153712508,1.5
"30394",153712510,0.63
"30395",153712511,1.22
"30396",153712512,0.975
"30397",153712513,0.975
"30398",153712514,1.26
"30399",153712515,1.38
"30400",153712517,1.11
"30401",153712518,0.78
"30402",153712520,0.46
"30403",153712532,0.78
"30404",153712533,0.99
"30405",153712534,0.84
"30406",153712535,0.78
"30407",153712536,0.56
"30408",153712537,1.09
"30409",153712541,1.49
"30410",153712542,0.9
"30411",153712545,1.12
"30412",153712546,0
"30413",153712552,0.57
"30414",153712553,0
"30415",153712554,0
"30416",153712556,0
"30417",153712562,0
"30418",153712565,0
"30419",153712568,0
"30420",153712571,0.61
"30421",153712572,0.96
"30422",153712573,1.08
"30423",153712575,0.91
"30424",153712577,1.08
"30425",153712578,0.99
"30426",153712582,0.47
"30427",153712586,0.555
"30428",153712589,0.86
"30429",153712591,1.14
"30430",153712593,0.84
"30431",153712594,0.71
"30432",153712595,1.665
"30433",153712596,0.59
"30434",153712597,1.65
"30435",153712598,1.34
"30436",153712600,1.13
"30437",153712602,0.93
"30438",153712603,0.27
"30439",153712606,0.97
"30440",153712607,1.02
"30441",153712608,1.35
"30442",153712610,1.06
"30443",153712612,0.1
"30444",153712618,0.895
"30445",153712619,0.63
"30446",153712620,0.96
"30447",153712621,0.1
"30448",153712623,0.535
"30449",153712625,0.11
"30450",153712627,0.16
"30451",153712628,0.79
"30452",153712630,0.23
"30453",153712632,0.53
"30454",153712633,0.74
"30455",153712634,0.75
"30456",153712636,1.235
"30457",153712638,0.74
"30458",153712639,0.36
"30459",153712640,0.54
"30460",153712641,1.41
"30461",153712644,0.8
"30462",153712645,0.38
"30463",153712646,0.97
"30464",153712648,1.035
"30465",153712649,0.73
"30466",153712650,0.47
"30467",153712653,0.945
"30468",153712654,1.105
"30469",153712655,0.21
"30470",153712656,0.66
"30471",153712657,0.31
"30472",153712659,1.165
"30473",153712663,0.66
"30474",153712664,0.905
"30475",153712665,0.93
"30476",153712667,0.64
"30477",153712669,1.15
"30478",153712670,1.17
"30479",153712671,0.27
"30480",153712672,0.5
"30481",153712673,0.71
"30482",153712678,0.935
"30483",153712680,0.69
"30484",153712681,1.05
"30485",153712682,1.26
"30486",153712684,1.285
"30487",153712687,1.25
"30488",153712688,0.46
"30489",153712689,0.4
"30490",153712691,1.51
"30491",153712692,0.62
"30492",153712693,0.92
"30493",153712694,1.04
"30494",153712695,1.43
"30495",153712696,0.88
"30496",153712698,1.04
"30497",153712701,0.56
"30498",153712702,0.23
"30499",153712705,0.71
"30500",153712709,0.72
"30501",153712710,1.18
"30502",153712711,0.7
"30503",153712713,0.53
"30504",153712714,6.02
"30505",153712715,1.14
"30506",153712719,1.335
"30507",153712720,0.56
"30508",153712721,0.13
"30509",153712723,0.99
"30510",153712724,0.855
"30511",153712725,0.43
"30512",153712726,0.8
"30513",153712727,1.29
"30514",153712728,1.215
"30515",153712729,0.82
"30516",153712732,0.48
"30517",153712733,1.69
"30518",153712734,0.66
"30519",153712735,0.52
"30520",153712736,0.375
"30521",153712737,1.09
"30522",153712738,0.84
"30523",153712739,0.72
"30524",153712740,0.82
"30525",153712741,0.42
"30526",153712762,0.64
"30527",153712763,0.58
"30528",153712777,1.41
"30529",153712794,1.45
"30530",153712795,0.695
"30531",153712796,1.08
"30532",153712800,0.98
"30533",153712801,1.115
"30534",153712802,1.01
"30535",153712803,0.39
"30536",153712804,0.92
"30537",153712805,0
"30538",153712807,0.55
"30539",153712810,1.26
"30540",153712812,1.18
"30541",153712813,1.3
"30542",153712815,1.12
"30543",153712816,1.81
"30544",153712817,1.04
"30545",153712821,1.16
"30546",153712822,0.955
"30547",153712823,1.3
"30548",153712824,1.16
"30549",153712832,0
"30550",153712834,1.4
"30551",153712845,0
"30552",153712846,0
"30553",153712848,1.2
"30554",153712849,1.145
"30555",153712854,0.8
"30556",153712855,0.53
"30557",153712857,0.93
"30558",153712859,1.27
"30559",153712860,1.2
"30560",153712861,1.28
"30561",153712862,0.74
"30562",153712863,1.11
"30563",153712864,0.98
"30564",153712869,1.09
"30565",153712870,1.705
"30566",153712874,1.025
"30567",153712891,0.37
"30568",153712892,1.095
"30569",153712894,0.94
"30570",153712896,1.14
"30571",153712899,1.155
"30572",153712904,1.23
"30573",153712905,1.155
"30574",153712906,0.945
"30575",153712907,0.86
"30576",153712909,0.855
"30577",153712910,0.45
"30578",153712911,0.825
"30579",153712912,0.92
"30580",153712925,0.81
"30581",153712926,14.69
"30582",153712927,0.38
"30583",153712932,0.69
"30584",153712933,0.07
"30585",153712935,0.52
"30586",153712937,0.62
"30587",153712939,2.735
"30588",153712940,0.235
"30589",153712941,0.56
"30590",153712942,0.3
"30591",153712943,1.08
"30592",153712944,1.19
"30593",153712945,0.91
"30594",153712946,1.09
"30595",153712947,0.975
"30596",153712948,0.79
"30597",153712952,0.77
"30598",153712953,1.47
"30599",153712954,0.95
"30600",153712956,1.2
"30601",153712962,0.99
"30602",153712963,0.31
"30603",153712964,0.66
"30604",153712972,1.21
"30605",153712977,1.03
"30606",153712978,0.855
"30607",153712985,1.15
"30608",153712986,0.65
"30609",153712987,0.53
"30610",153712988,1.255
"30611",153712989,1.455
"30612",153712991,1.33
"30613",153712994,0.75
"30614",153712995,1.35
"30615",153712996,1.815
"30616",153712997,1.5
"30617",153712998,1.26
"30618",153712999,1.19
"30619",153713000,0.995
"30620",153713009,1.28
"30621",153713010,0.61
"30622",153713012,1.2725
"30623",153713013,0.96
"30624",153713016,0.845
"30625",153713017,1.215
"30626",153713018,0.855
"30627",153713020,0.755
"30628",153713021,0.855
"30629",153713022,0.54
"30630",153713023,1.31
"30631",153713024,1.02
"30632",153713026,0.76
"30633",153713027,0.67
"30634",153713028,0.56
"30635",153713029,1.48
"30636",153713031,0.57
"30637",153713032,0.34
"30638",153713042,0.67
"30639",153713043,1.02
"30640",153713047,0.765
"30641",153713048,0.8125
"30642",153713049,1.01
"30643",153713051,1.51
"30644",153713053,1.19
"30645",153713054,1.31
"30646",153713055,1.66
"30647",153713056,1.7
"30648",153713057,1.38
"30649",153713060,1.19
"30650",153713061,1.37
"30651",153713062,1.36
"30652",153713063,1.25
"30653",153713064,1.095
"30654",153713065,0.615
"30655",153713066,1.34
"30656",153713067,1.14
"30657",153713068,0.96
"30658",153713069,0.56
"30659",153713070,1.105
"30660",153713071,1.09
"30661",153713072,0
"30662",153713073,0.9
"30663",153713074,1.15
"30664",153713077,0.88
"30665",153713078,1.26
"30666",153713079,1.175
"30667",153713081,0.405
"30668",153713083,0.96
"30669",153713084,1.045
"30670",153713089,1.05
"30671",153713090,2.115
"30672",153713095,1.6
"30673",153713096,1.71
"30674",153713098,0.975
"30675",153713099,0
"30676",153713100,0
"30677",153713101,0.63
"30678",153713104,0.98
"30679",153713105,0.5
"30680",153713106,12.63
"30681",153713107,0
"30682",153713108,1.12
"30683",153713109,1.385
"30684",153713110,1.61
"30685",153713111,0.19
"30686",153713113,0.93
"30687",153713114,1.07
"30688",153713115,1.105
"30689",153713116,1.09
"30690",153713117,1.19
"30691",153713118,0.485
"30692",153713119,0.53
"30693",153713123,1.305
"30694",153713125,2.35
"30695",153713126,1.09
"30696",153713127,1.27
"30697",153713129,1.145
"30698",153713130,0.265
"30699",153713131,1.23
"30700",153713132,1.215
"30701",153713133,1.49
"30702",153713134,1.165
"30703",153713135,1.15
"30704",153713136,1.27
"30705",153713137,0.92
"30706",153713138,1.08
"30707",153713139,1.225
"30708",153713141,0
"30709",153713143,1.685
"30710",153713144,1.1
"30711",153713145,1.19
"30712",153713147,1.59
"30713",153713156,2.3
"30714",153713157,0.7
"30715",153713158,2.52
"30716",153713159,1.665
"30717",153713160,1.07
"30718",153713161,0.41
"30719",153713162,0.445
"30720",153713166,1.4
"30721",153713167,1.03
"30722",153713168,1.185
"30723",153713169,0
"30724",153713170,0.875
"30725",153713171,0.75
"30726",153713174,0.58
"30727",153713175,0.575
"30728",153713176,0.82
"30729",153713177,1.25
"30730",153713178,0
"30731",153713180,0.655
"30732",153713186,1.1
"30733",153713187,1.19
"30734",153713188,1.24
"30735",153713192,0
"30736",153713198,1.14
"30737",153713206,0.47
"30738",153713207,1.38
"30739",153713213,1.185
"30740",153713214,1.25
"30741",153713216,0.8
"30742",153713217,1.14
"30743",153713219,1.365
"30744",153713220,1.34
"30745",153713221,1.29
"30746",153713222,1.19
"30747",153713224,0.63
"30748",153713226,0.61
"30749",153713227,1.25
"30750",153713242,0.95
"30751",153713244,0.85
"30752",153713245,1.11
"30753",153713246,0.72
"30754",153713247,0.6425
"30755",153713248,1.25
"30756",153713249,0
"30757",153713250,0.23
"30758",153713251,0
"30759",153713252,0.95
"30760",153713253,0
"30761",153713254,2.9
"30762",153713255,1.18
"30763",153713257,1.335
"30764",153713259,1.34
"30765",153713260,0.37
"30766",153713261,0.39
"30767",153713262,1.325
"30768",153713263,3.04
"30769",153713264,1.26
"30770",153713265,3.03
"30771",153713266,1.2
"30772",153713267,1.04
"30773",153713268,3.85
"30774",153713269,3.285
"30775",153713270,2.97
"30776",153713272,1.32
"30777",153713274,1.26
"30778",153713285,1.24
"30779",153713286,1.305
"30780",153713287,1.34
"30781",153713288,1.32
"30782",153713289,1.86
"30783",153713291,0.93
"30784",153713292,1.52
"30785",153713293,1.34
"30786",153713294,1.77
"30787",153713296,2.305
"30788",153713297,1.19
"30789",153713298,0.79
"30790",153713299,1.15
"30791",153713300,1.255
"30792",153713303,1.4
"30793",153713304,1.17
"30794",153713305,1.405
"30795",153713306,1.43
"30796",153713312,0.85
"30797",153713313,0.23
"30798",153713314,0.58
"30799",153713315,0.845
"30800",153713316,0.97
"30801",153713319,0.76
"30802",153713321,0.65
"30803",153713322,1.39
"30804",153713323,1.6
"30805",153713324,1.905
"30806",153713325,2.005
"30807",153713326,1.24
"30808",153713327,1.33
"30809",153713328,1.39
"30810",153713329,1.185
"30811",153713331,2.62
"30812",153713334,1.4
"30813",153713335,0.815
"30814",153713336,0.31
"30815",153713338,1
"30816",153713339,1.165
"30817",153713340,0.58
"30818",153713341,1.53
"30819",153713342,2.19
"30820",153713343,2.84
"30821",153713344,0
"30822",153713347,1.58
"30823",153713348,0.45
"30824",153713349,2.24
"30825",153713351,0.925
"30826",153713352,0
"30827",153713354,2.71
"30828",153713355,1.1
"30829",153713356,1.955
"30830",153713357,1.18
"30831",153713359,0
"30832",153713360,1.43
"30833",153713362,0.925
"30834",153713363,1.02
"30835",153713364,1.42
"30836",153713365,1.5
"30837",153713367,1.33
"30838",153713368,0.66
"30839",153713370,1.19
"30840",153713372,1.24
"30841",153713373,1.11
"30842",153713375,1.245
"30843",153713377,1.21
"30844",153713379,0.73
"30845",153713380,1.3175
"30846",153713381,0
"30847",153713382,0
"30848",153713383,0.115
"30849",153713385,0
"30850",153713386,0.93
"30851",153713387,0
"30852",153713388,1.25
"30853",153713390,1.28
"30854",153713404,0.57
"30855",153713406,0.655
"30856",153713413,0.53
"30857",153713424,0.88
"30858",153713425,0.7
"30859",153713426,1.09
"30860",153713427,0.36
"30861",153713428,0.655
"30862",153713429,0.58
"30863",153713430,0.51
"30864",153713431,1.69
"30865",153713432,1.08
"30866",153713433,1.19
"30867",153713440,1.32
"30868",153713441,1.28
"30869",153713442,1.04
"30870",153713446,0
"30871",153713447,1.21
"30872",153713448,0.96
"30873",153713450,1.235
"30874",153713454,0.6
"30875",153713460,1.13
"30876",153713461,1.045
"30877",153713462,1.5
"30878",153713463,0.15
"30879",153713464,0.635
"30880",153713465,1.06
"30881",153713467,0.87
"30882",153713472,1.21
"30883",153713474,1.28
"30884",153713475,0.795
"30885",153713476,0
"30886",153713477,1.35
"30887",153713480,0.595
"30888",153713482,0.59
"30889",153713484,0.5
"30890",153713485,0.555
"30891",153713487,0.455
"30892",153713488,0.575
"30893",153713489,1.06
"30894",153713491,1.255
"30895",153713493,1.25
"30896",153713498,1
"30897",153713499,1.24
"30898",153713501,0.63
"30899",153713502,0.62
"30900",153713503,1.82
"30901",153713504,0.88
"30902",153713505,0.91
"30903",153713508,0.96
"30904",153713509,0.85
"30905",153713510,0.58
"30906",153713515,0.97
"30907",153713517,0.65
"30908",153713519,0.63
"30909",153713520,0.195
"30910",153713522,0.985
"30911",153713524,0.85
"30912",153713543,1.565
"30913",153713544,0.815
"30914",153713545,13.295
"30915",153713546,2.94
"30916",153713549,2.84
"30917",153713553,0.94
"30918",153713554,1.77
"30919",153713555,1.09
"30920",153713557,0.78
"30921",153713564,2.2
"30922",153713565,3.09
"30923",153713568,3.08
"30924",153713570,1.025
"30925",153713571,1.485
"30926",153713574,0
"30927",153713575,0
"30928",153713579,1.15
"30929",153713580,0.89
"30930",153713581,1.63
"30931",153713583,0.565
"30932",153713584,0.79
"30933",153713587,0
"30934",153713588,0.32
"30935",153713606,0.91
"30936",153713607,1.45
"30937",153713608,0
"30938",153713609,0.67
"30939",153713610,0
"30940",153713611,0
"30941",153713612,0
"30942",153713613,1.02
"30943",153713615,0
"30944",153713617,0
"30945",153713618,0
"30946",153713619,2.3
"30947",153713621,30.11
"30948",153713622,0.085
"30949",153713624,0
"30950",153713629,1.39
"30951",153713630,0
"30952",153713637,2.57
"30953",153713639,2.68
"30954",153713641,1.26
"30955",153713643,2.08
"30956",153713644,0.15
"30957",153713645,3.27
"30958",153713653,1.08
"30959",153713655,2.46
"30960",153713657,1.185
"30961",153713659,3.56
"30962",153713661,1.11
"30963",153713664,1.01
"30964",153713666,2.55
"30965",153713667,1.28
"30966",153713672,1.49
"30967",153713675,1.44
"30968",153713678,1.75
"30969",153713679,2.4
"30970",153713680,0.72
"30971",153713681,0.8
"30972",153713683,2.845
"30973",153713689,1.215
"30974",153713690,1.12
"30975",153713694,0.475
"30976",153713700,0.83
"30977",153713701,1.19
"30978",153713702,16.13
"30979",153713704,15.81
"30980",153713707,1.15
"30981",153713708,0.845
"30982",153713709,1.17
"30983",153713710,1.08
"30984",153713712,0.56
"30985",153713713,0.12
"30986",153713715,0.91
"30987",153713728,1.32
"30988",153713731,1.1
"30989",153713732,0.755
"30990",153713735,1.3
"30991",153713745,0.97
"30992",153713749,1.11
"30993",153713754,1.28
"30994",153713755,1.29
"30995",153713757,1.23
"30996",153713758,1.29
"30997",153713760,1.26
"30998",153713763,0.99
"30999",153713771,1.35
"31000",153713773,0.98
"31001",153713779,2.63
"31002",153713781,1.55
"31003",153713809,1.425
"31004",153713813,0.55
"31005",153713814,0.34
"31006",153713817,0.58
"31007",153713818,3.52
"31008",153713819,0.37
"31009",153713823,1.03
"31010",153713824,1.54
"31011",153713825,1.25
"31012",153713828,0.07
"31013",153713829,1.04
"31014",153713830,0.81
"31015",153713832,1.02
"31016",153713834,0.77
"31017",153713835,0.83
"31018",153713841,1.37
"31019",153713842,1.24
"31020",153713843,1.3
"31021",153713846,1.61
"31022",153713849,1.62
"31023",153713850,1.28
"31024",153713851,1.55
"31025",153713852,1.335
"31026",153713853,1.28
"31027",153713854,1.25
"31028",153713857,0.65
"31029",153713858,1.24
"31030",153713859,1.29
"31031",153713860,0.48
"31032",153713861,1.35
"31033",153713862,0.55
"31034",153713863,1.53
"31035",153713864,1.205
"31036",153713865,1.19
"31037",153713866,0.49
"31038",153713867,0.895
"31039",153713870,1.085
"31040",153713873,0.915
"31041",153713881,1.035
"31042",153713882,0.72
"31043",153713884,0.84
"31044",153713898,1.13
"31045",153713900,1.24
"31046",153713902,1.26
"31047",153713907,1.17
"31048",153713909,1.16
"31049",153713911,1.2
"31050",153713912,1.13
"31051",153713913,1.12
"31052",153713914,1.105
"31053",153713915,1.3
"31054",153713916,1.235
"31055",153713917,0.07
"31056",153713918,0.53
"31057",153713920,1.3
"31058",153713921,1.405
"31059",153713922,0
"31060",153713923,0
"31061",153713924,0
"31062",153713925,1.235
"31063",153713926,0.725
"31064",153713927,1.52
"31065",153713928,1.075
"31066",153713929,0.88
"31067",153713931,0.92
"31068",153713933,0.645
"31069",153713935,0
"31070",153713936,0.94
"31071",153713938,0
"31072",153713939,1.23
"31073",153713941,1.04
"31074",153713943,1.295
"31075",153713947,0.805
"31076",153713948,0.95
"31077",153713955,0.65
"31078",153713958,1.09
"31079",153713960,1.14
"31080",153713961,0.92
"31081",153713963,0.3225
"31082",153713964,0.66
"31083",153713965,0.845
"31084",153713967,1.13
"31085",153713968,2.355
"31086",153713969,0.81
"31087",153713972,1.11
"31088",153713974,1.05
"31089",153713975,1.26
"31090",153713976,1.33
"31091",153713978,1.06
"31092",153713979,1.22
"31093",153713980,1.16
"31094",153713981,0.77
"31095",153713982,0.26
"31096",153713986,1.09
"31097",153713990,1.34
"31098",153713991,1.32
"31099",153713997,0.56
"31100",153714001,0.94
"31101",153714002,0.68
"31102",153714004,1.2
"31103",153714017,1.58
"31104",153714025,2.97
"31105",153714027,2.915
"31106",153714053,2.735
"31107",153714068,2.83
"31108",153714071,2.39
"31109",153714076,1.03
"31110",153714077,0.755
"31111",153714078,2.8
"31112",153714079,133.54
"31113",153714085,2.74
"31114",153714086,2.47
"31115",153714089,2.455
"31116",153714090,2.7
"31117",153714098,2.215
"31118",153714100,1.7
"31119",153714108,0.98
"31120",153714110,2.12
"31121",153714112,17.13
"31122",153714113,2.68
"31123",153714119,2.4
"31124",153714121,2.55
"31125",153714123,2.99
"31126",153714125,7.05
"31127",153714136,0
"31128",153714159,0
"31129",153714162,0.99
"31130",153714168,2.33
"31131",153714173,0
"31132",153714179,0
"31133",153714180,0
"31134",153714181,0
"31135",153714198,0.92
"31136",153714199,1.46
"31137",153714200,0.84
"31138",153714201,0.995
"31139",153714203,1.2
"31140",153714204,0
"31141",153714205,0
"31142",153714206,0
"31143",153714212,0
"31144",153714217,1.02
"31145",153714222,0
"31146",153714245,0
"31147",153714250,0
"31148",153714251,0
"31149",153714471,2.65
"31150",153714472,3.1725
"31151",153714476,2.815
"31152",153714478,3.01
"31153",153714495,3.48
"31154",153714496,3.58
"31155",153714499,1.33
"31156",153714501,3.13
"31157",153714503,3.56
"31158",153714504,3.65
"31159",153714519,3.07
"31160",153714520,2.9125
"31161",153714522,3.5
"31162",153714524,3.025
"31163",153714525,2.655
"31164",153714534,3.61
"31165",153714535,3.61
"31166",153714537,3.27
"31167",153714538,3.36
"31168",153714541,3.47
"31169",153714542,3.835
"31170",153714543,3.47
"31171",153714561,3.56
"31172",153714565,3.44
"31173",153714567,3.49
"31174",153714570,3.35
"31175",153714579,3.22
"31176",153714580,3.22
"31177",153714631,2.94
"31178",153714632,3.36
"31179",153714633,3.39
"31180",153714634,3.57
"31181",153714635,3.76
"31182",153714648,3.59
"31183",153714650,3.49
"31184",153714732,3.43
"31185",153714733,3.56
"31186",153714807,3.5
"31187",153714820,3.53
"31188",153714821,6.2
"31189",153714823,3.71
"31190",153714824,4.095
"31191",153714827,3.05
"31192",153714832,2.045
"31193",153714833,2.9
"31194",153714834,2.92
"31195",153714837,3.46
"31196",153714838,3.18
"31197",153714839,2.72
"31198",153714841,0.5
"31199",153714842,4.07
"31200",153714843,2.535
"31201",153714844,2.94
"31202",153714845,2.845
"31203",153714846,2.745
"31204",153714849,3.425
"31205",153714852,3.445
"31206",153714853,3.7
"31207",153714859,3.645
"31208",153714860,3.67
"31209",153714861,3.43
"31210",153714862,2.805
"31211",153714868,2.81
"31212",153714878,3.015
"31213",153714879,2.88
"31214",153714912,3.17
"31215",153714915,3.38
"31216",153714919,3.04
"31217",153714922,3.305
"31218",153714925,3.335
"31219",153714926,3.455
"31220",153714928,3.43
"31221",153714929,3.285
"31222",153714940,2.77
"31223",153714945,3.52
"31224",153714946,3.7
"31225",153714948,2.94
"31226",153714949,2.93
"31227",153714954,3.42
"31228",153714984,2.88
"31229",153714985,3.44
"31230",153714986,2.79
"31231",153714987,2.895
"31232",153714988,2.77
"31233",153714992,2.785
"31234",153715021,3.39
"31235",153715022,3.86
"31236",153715023,2.92
"31237",153715025,2.88
"31238",153715037,1.14
"31239",153715038,1.195
"31240",153715039,1.74
"31241",153715040,0.89
"31242",153715041,1.255
"31243",153715043,1.885
"31244",153715044,2.135
"31245",153715045,1.5
"31246",153715047,2.78
"31247",153715049,3.24
"31248",153715055,3.14
"31249",153715057,17.37
"31250",153715069,3.28
"31251",153715071,4.16
"31252",153715075,6.97
"31253",153715078,7.99
"31254",153715079,3.07
"31255",153715082,10.65
"31256",153715084,3.395
"31257",153715085,2.39
"31258",153715087,3.52
"31259",153715088,3.28
"31260",153715094,1.37
"31261",153715113,0.32
"31262",153715115,0.82
"31263",153715116,0.635
"31264",153715117,3.33
"31265",153715118,2.04
"31266",153715120,0.675
"31267",153715121,6.54
"31268",153715123,2.25
"31269",153715124,3.07
"31270",153715127,0
"31271",153715128,0
"31272",153715129,0
"31273",153715131,1.43
"31274",153715132,1.27
"31275",153715133,1.16
"31276",153715137,3.235
"31277",153715139,8.105
"31278",153715144,3.26
"31279",153715145,1.335
"31280",153715147,1.15
"31281",153715148,1.17
"31282",153715149,1.315
"31283",153715150,0
"31284",153715152,0
"31285",153715153,0.595
"31286",153715154,1.265
"31287",153715155,1
"31288",153715160,2.54
"31289",153715162,0.46
"31290",153715164,3.05
"31291",153715165,3.07
"31292",153715166,2.935
"31293",153715168,1.705
"31294",153715185,1.87
"31295",153715187,1.155
"31296",153715188,0.13
"31297",153715189,0.69
"31298",153715190,0.895
"31299",153715205,1.27
"31300",153715206,6.9
"31301",153715212,1.48
"31302",153715214,3.45
"31303",153715220,3.18
"31304",153715221,3.5
"31305",153715224,3.3
"31306",153715227,4.26
"31307",153715229,0.73
"31308",153715231,24.73
"31309",153715232,0.65
"31310",153715235,0.64
"31311",153715239,3.22
"31312",153715240,5.36
"31313",153715252,6.04
"31314",153715254,1.73
"31315",153715257,3.945
"31316",153715260,5.92
"31317",153715264,3.76
"31318",153715266,2.07
"31319",153715267,4.99
"31320",153715270,3.69
"31321",153715271,3.255
"31322",153715273,3.18
"31323",153715275,1.35
"31324",153715286,3.39
"31325",153715287,2.86
"31326",153715288,3.11
"31327",153715289,16.65
"31328",153715290,3.15
"31329",153715292,3.31
"31330",153715293,3.47
"31331",153715294,2.385
"31332",153715297,3.25
"31333",153715302,3.735
"31334",153715305,3.32
"31335",153715308,2.97
"31336",153715309,2.91
"31337",153715316,2.95
"31338",153715317,2.82
"31339",153715324,1.015
"31340",153715326,3.48
"31341",153715330,0.31
"31342",153715331,40.48
"31343",153715332,3.58
"31344",153715334,2.755
"31345",153715335,2.9
"31346",153715337,3.175
"31347",153715397,2.41
"31348",153715403,4.04
"31349",153715408,3.515
"31350",153715411,3.33
"31351",153715416,3.44
"31352",153715421,2.8
"31353",153715422,4.15
"31354",153715423,1.91
"31355",153715425,3.45
"31356",153715426,4.07
"31357",153715428,1.655
"31358",153715442,7.77
"31359",153715444,3.6
"31360",153715452,3.35
"31361",153715458,0.68
"31362",153715460,2.9825
"31363",153715465,2.91
"31364",153715466,4.82
"31365",153715475,2.28
"31366",153715476,2.93
"31367",153715477,3.08
"31368",153715478,3
"31369",153715479,2.94
"31370",153715488,3.03
"31371",153715502,2.61
"31372",153715504,2.99
"31373",153715506,0.86
"31374",153715507,0.89
"31375",153715509,0.82
"31376",153715511,0.78
"31377",153715514,0.94
"31378",153715519,0.84
"31379",153715520,1.08
"31380",153715521,0
"31381",153715522,0
"31382",153715523,1.66
"31383",153715524,3.01
"31384",153715525,1.5
"31385",153715526,2.045
"31386",153715528,1.975
"31387",153715529,3.08
"31388",153715616,2.025
"31389",153715617,1.4
"31390",153715618,3.56
"31391",153715619,0
"31392",153715620,1.685
"31393",153715621,2.2225
"31394",153715623,2.66
"31395",153715624,1.555
"31396",153715625,2.83
"31397",153715626,2.64
"31398",153715627,1.67
"31399",153715629,2.71
"31400",153715630,2.265
"31401",153715634,2
"31402",153715635,1.33
"31403",153715636,1.99
"31404",153715637,3.405
"31405",153715638,2.595
"31406",153715639,1.245
"31407",153715644,0.865
"31408",153715645,2.58
"31409",153715647,1.28
"31410",153715648,0.455
"31411",153715649,0.165
"31412",153715651,1.415
"31413",153715652,0
"31414",153715653,3.14
"31415",153715654,1.75
"31416",153715655,0.67
"31417",153715657,3.135
"31418",153715659,3.05
"31419",153715660,3.01
"31420",153715661,0.075
"31421",153715662,1.245
"31422",153715663,1.92
"31423",153715664,0.62
"31424",153715665,0
"31425",153715667,2.06
"31426",153715668,4.02
"31427",153715669,2.87
"31428",153715670,2.37
"31429",153715671,3.05
"31430",153715673,3.05
"31431",153715857,3.54
"31432",153715859,3.37
"31433",153715860,3.45
"31434",153715864,3.36
"31435",153715865,3.01
"31436",153715892,5.225
"31437",153715893,2.63
"31438",153715894,2.83
"31439",153715895,1.83
"31440",153715897,2.64
"31441",153715898,2.96
"31442",153715899,3.65
"31443",153715900,2.845
"31444",153715962,3.24
"31445",153716026,3.165
"31446",153716029,2.62
"31447",153716030,3
"31448",153716032,2.75
"31449",153716033,2.83
"31450",153716035,2.945
"31451",153716148,2.665
"31452",153716149,2.38
"31453",153716150,1.51
"31454",153716151,1.405
"31455",153716152,34.24
"31456",153716153,3.1
"31457",153716156,3.74
"31458",153716157,3.055
"31459",153716158,3.23
"31460",153716167,2.97
"31461",153716174,3.805
"31462",153716176,3.1
"31463",153716178,3.16
"31464",153716180,3.26
"31465",153716184,3.18
"31466",153716186,2.885
"31467",153716187,2.865
"31468",153716192,3.19
"31469",153716198,3.22
"31470",153716409,1.07
"31471",153716414,0.61
"31472",153716415,1.1
"31473",153716416,1.26
"31474",153716417,0.44
"31475",153716420,0.31
"31476",153716421,0.625
"31477",153716423,0.695
"31478",153716424,0.04
"31479",153716425,0.02
"31480",153716426,0.015
"31481",153716427,0.19
"31482",153716428,0.01
"31483",153716429,0.07
"31484",153716430,0.245
"31485",153716431,0.675
"31486",153716432,0.52
"31487",153716434,0.51
"31488",153716437,0.67
"31489",153716438,0.31
"31490",153716439,0
"31491",153716440,1.275
"31492",153716441,1.155
"31493",153716442,0.965
"31494",153716444,0.87
"31495",153716445,2.41
"31496",153716446,0.875
"31497",153716449,1.01
"31498",153716450,0.735
"31499",153716451,1.155
"31500",153716452,1.0025
